,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,-1.189857895805476,0.8535913188394691,2.0,0.0,-1.793438105718833,1.0,-0.586277685892119
1,RichMedia__BHIN_Growth_Mid,-1.4443428571869326,2.4215242759400124,2.0,2.0,0.2679333791380948,3.0,-3.15661909351196
2,RichMedia__BHIN_Growth_Stat,-3.313703118566242,0.34314597220498283,2.0,4.0,-3.556343962449236,5.0,-3.071062274683248
3,RichMedia__LBv2_Growth_Late,-0.509128307837987,0.41481917152500103,2.0,6.0,-0.2158068586864732,7.0,-0.8024497569895008
4,RichMedia__LBv2_Growth_Mid,-1.3877787807814457e-15,0.8822188701229503,2.0,8.0,0.6238229455546709,9.0,-0.6238229455546737
5,RichMedia__LBv2_Growth_Stat,-2.682849765752965,1.1614667088484552,2.0,10.0,-1.8615687798038008,11.0,-3.504130751702129
6,RichMedia__MHB_Rich_Mid,-0.836600807282108,0.11812761191810436,2.0,12.0,-0.7530719718494435,13.0,-0.9201296427147724
7,RichMedia__NBO_Rich_Mid,0.21524036092216073,0.5036899126022897,2.0,14.0,0.5714029137384992,15.0,-0.1409221918941777
8,Carbon__M9Na_Arabinose_Mid,-0.623966648765082,0.4339077174146307,2.0,16.0,-0.3171475593720205,17.0,-0.9307857381581436
9,Carbon__M9Na_Galactose_Mid,0.5855352739139194,0.5744434363763143,2.0,18.0,0.9917281231837144,19.0,0.1793424246441244
10,Carbon__M9Na_GlcNAcGrowth_Late,-1.394474316204623,0.6784084663384575,2.0,20.0,-1.874181543166912,21.0,-0.914767089242334
11,Carbon__M9Na_GlcNAcGrowth_Mid,-1.2927971747000497,0.5049613571841491,2.0,22.0,-1.6498587746021238,23.0,-0.9357355747979754
12,Carbon__M9Na_GlcNAcGrowth_Stat,0.37830493154720385,0.9949172709153586,2.0,24.0,1.0818176805310673,25.0,-0.3252078174366596
13,Carbon__M9Na_GlcNAc_Mid,-1.6613149101415716,0.1335052286057912,2.0,26.0,-1.7557173626125868,27.0,-1.5669124576705564
14,Carbon__M9Na_Gluconate_Mid,-1.0641461873122,0.17974960821348956,2.0,28.0,-1.1912483541955836,29.0,-0.9370440204288164
15,Carbon__M9Na_Glucosamine_Mid,-0.508465073190182,0.18539637724548483,2.0,30.0,-0.6395601087478836,31.0,-0.3773700376324803
16,Carbon__M9Na_Glycerol_Mid,-0.3794937135460018,0.3601312102076915,2.0,32.0,-0.1248424926912251,33.0,-0.6341449344007785
17,Carbon__M9Na_Maltose_Mid,-1.0136231153675377,0.7572093483192021,2.0,34.0,-0.4781952503931835,35.0,-1.549050980341892
18,Carbon__M9Na_Mannitol_Mid,0.09865311974957244,0.14056275081577746,2.0,36.0,0.1980459940336436,37.0,-0.0007397545344987
19,Carbon__M9Na_Trehalose_Mid,-1.8400332646546262,0.6522502548539512,2.0,38.0,-1.3788226864167437,39.0,-2.301243842892509
20,Carbon__M9Na_ethanol_Mid,-0.9475417836380053,0.8070457756676357,2.0,40.0,-0.376874242935463,41.0,-1.5182093243405477
21,Carbon__M9Na_fructose_Mid,-2.4103352747724323,0.14907504895391754,2.0,42.0,-2.515747252793464,43.0,-2.304923296751401
22,Carbon__M9Na_fumarate_Mid,0.1967533865276343,0.1534704047302482,2.0,44.0,0.0882334226314318,45.0,0.3052733504238368
23,Carbon__M9Na_glucoseGrowth_Late,-0.34100981919010254,0.6844674089622723,2.0,46.0,0.1429817271883061,47.0,-0.8250013655685112
24,Carbon__M9Na_glucoseGrowth_Mid,3.750472155061857e-15,0.02435438832498129,2.0,48.0,0.0172211531362485,49.0,-0.017221153136241
25,Carbon__M9Na_glucoseGrowth_Stat,-0.23558758739578328,0.1195754052963882,2.0,50.0,-0.1510350074475774,51.0,-0.3201401673439892
26,Carbon__M9Na_ribose_Mid,1.4437728477789606,0.024230595539457608,2.0,52.0,1.4266392293608217,53.0,1.4609064661970996
27,Carbon__M9Na_succinate_Mid,-1.3787997878475802,0.32063927890440214,2.0,54.0,-1.6055259962756476,55.0,-1.1520735794195127
28,Carbon__M9Na_sucrose_Mid,-0.5114475530718045,0.6563019868383927,2.0,56.0,-0.0473719676721727,57.0,-0.9755231384714362
29,TF__LBv2_HapROver_Late,2.0662513136486376,0.25959343926866385,2.0,58.0,2.249811594907048,59.0,1.882691032390227
30,TF__LBv2_HapROver_Mid,-2.5910179965743882,1.226894210000164,2.0,60.0,-1.7234727808847603,61.0,-3.4585632122640164
