,A,TrpR
cstr_pfr__str_0210m__1,-1.0894289678,-0.0951205652
cstr_pfr__str_0330m__1,-0.9489515648,-0.1580604004
cstr_pfr__str_1500m__1,-0.5829392376,-0.1341905506
cstr_pfr__str_1560m__1,-0.4532331986,-0.09540063600000001
cstr_pfr__str_1680m__1,-0.5990380142,-0.1087213137
cstr_pfr__str_ref1__1,0.1194984291,-0.014599398900000001
cstr_pfr__str_ref2__1,-0.3197043732,-0.07806034440000001
cstr_pfr__str_ref3__1,-0.1655434797,0.0994123796
cstr_pfr__pfr_P5_0005m__1,1.1058991298,-0.15072286370000001
cstr_pfr__pfr_P5_0010m__1,0.6446594546000001,-0.32053035100000005
cstr_pfr__pfr_P5_0025m__1,0.6911344393000001,-0.41507663310000004
cstr_pfr__pfr_P3_0025m__1,0.0460546873,-0.1606896552
cstr_pfr__pfr_P1_0025m__1,-1.2775460796,-0.3302855461
cstr_pfr__pfr_P5_0045m__1,0.9714577158000001,-0.4771383175
cstr_pfr__pfr_P5_0120m__1,1.0027940461,-0.663705105
cstr_pfr__pfr_P3_0120m__1,0.029576920200000002,-0.4201693064
cstr_pfr__pfr_P1_0120m__1,-0.8613401457000001,-0.3782907652
cstr_pfr__pfr_P5_0210m__1,1.4026696904,-0.4488904455
cstr_pfr__pfr_P5_1500m__1,1.3882766333,-0.6241296345
cstr_pfr__pfr_P3_1680m__1,0.46419287540000004,-0.4411716526
cstr_pfr__pfr_P5_1680m__1,1.0060452813,-0.7453437866
cstr_pfr__pfr_P1_1680m__1,-0.9902720072000001,-0.2859954255
cstr_pfr__str_0005m__2,-0.8736460305,-0.2207979715
cstr_pfr__str_0010m__2,-1.1964141245,-0.20805383100000002
cstr_pfr__str_0025m__2,-1.667589948,-0.1817575649
cstr_pfr__str_0045m__2,-1.2096199806,-0.2868664056
cstr_pfr__str_0075m__2,-1.046070116,-0.33384543510000003
cstr_pfr__str_0120m__2,-0.7783404211,-0.2067751449
cstr_pfr__str_0210m__2,-0.8310859224,-0.2752901419
cstr_pfr__str_0330m__2,-1.2725869715,-0.15948225330000002
cstr_pfr__str_1500m__2,-0.4323736595,0.2473105568
cstr_pfr__str_1560m__2,-1.2159084992,-0.0579366432
cstr_pfr__str_1680m__2,-0.5982287483000001,-0.0845055072
cstr_pfr__str_ref1__2,-0.1194984291,0.014599398900000001
cstr_pfr__str_ref2__2,-0.22638657780000002,0.0027226587
cstr_pfr__str_ref3__2,-0.5796044579,-0.0314389531
cstr_pfr__pfr_P5_0005m__2,1.6439612767,-0.4703073485
cstr_pfr__pfr_P5_0010m__2,1.1578783739,-0.4567129413
cstr_pfr__pfr_P5_0025m__2,1.012403571,-0.325140843
cstr_pfr__pfr_P3_0025m__2,-0.2214553413,-0.306608849
cstr_pfr__pfr_P1_0025m__2,-1.2531794172000001,-0.5183086815
cstr_pfr__pfr_P5_0045m__2,0.8781189487000001,-0.3007709894
cstr_pfr__pfr_P5_0120m__2,1.2021243758,-0.5579842551
cstr_pfr__pfr_P3_0120m__2,0.3335001982,-0.5094492216000001
cstr_pfr__pfr_P1_0120m__2,-0.895771317,-0.3730899339
cstr_pfr__pfr_P5_0210m__2,2.499425848,-0.0340409366
cstr_pfr__pfr_P5_1500m__2,1.7253755747000001,-0.7125380882
cstr_pfr__pfr_P3_1680m__2,1.5645138759,-0.7505563574
cstr_pfr__pfr_P5_1680m__2,0.7212743638,-0.6247787563
cstr_pfr__pfr_P1_1680m__2,-0.5192738221000001,-0.264856189
darobactin__daro_30m__1,-1.3390676791,0.2903091538
darobactin__daro_30m__2,-0.9949196544000001,0.17109648400000002
darobactin__solv_1h__1,-3.0073504329,-0.8457097937
darobactin__solv_1h__2,-1.2784485092,0.6679952689
darobactin__daro_1h__1,-0.845019751,1.202088298
darobactin__solv_1h__3,-2.9464701881,-0.2732455026
darobactin__daro_1h__2,-2.8139496228,0.054109386
darobactin__daro_1h__3,-3.1030001626,0.5255224666
darobactin__daro_30m__3,-0.9832933612,0.0875970298
darobactin__solv_30m__1,-0.161450112,-0.1291654615
darobactin__solv_15m__1,0.2589847067,-0.3508700283
darobactin__solv_15m__2,0.0279324908,0.6479188078
darobactin__daro_15m__1,-1.1532834985,0.0690054816
darobactin__solv_15m__3,-0.2869171975,-0.2970487794
darobactin__daro_15m__2,-1.2579887540999999,0.08003586900000001
darobactin__daro_15m__3,-0.4303760338,-0.0242171569
darobactin__solv_30m__2,-0.1791992336,-0.10740296640000001
darobactin__solv_30m__3,-0.2011700097,0.37336879300000003
ddp__pNT3_aroP__1,3.8512496983,1.6411132083000002
ddp__pNT3_aroP__2,4.1408256317,1.3559010794
ddp__pNT3_bamC__1,3.2857028973,0.8577736746
ddp__pNT3_bamC__2,2.8980648752000002,0.2318204462
ddp__pNT3_cusA__1,3.4013584561,0.4433692688
ddp__pNT3_cusA__2,3.342291096,0.4445206648
ddp__pNT3_hemX__1,0.0637879553,0.3244620066
ddp__pNT3_hemX__2,0.40241622660000004,0.006592712000000001
ddp__pNT3_empty__1,0.09404484960000001,-0.0971389081
ddp__pNT3_empty__2,-0.09404484960000001,0.0971389081
ddp__pNT3_topA__1,3.3822932616,1.1336828772
ddp__pNT3_topA__2,2.8460189739,0.46954968890000004
ddp__pNT3_yicR__1,0.1957218575,0.4872056583
ddp__pNT3_yicR__2,0.34645742,0.2949079555
ddp__pNT3_yqjD__1,-0.7806211909,0.4226778087
ddp__pNT3_yqjD__2,-0.5098648135,0.4503124174
ecomics__del_gabT__1,1.0353362261,0.0275069963
ecomics__del_gabT__2,-1.0353362261,-0.0275069963
ecomics__del_putP__1,0.3186894529,-0.6047867713
ecomics__del_putP__2,0.6693569774,0.21908538560000002
ecomics__del_entF__1,-1.3663009145,0.0042609861
ecomics__del_entF__2,-2.6456558441,-0.0322247141
ecomics__del_entF__3,-2.0693845754,0.1858817926
ecomics__del_cysA__1,-0.9455670958,-0.8809331575
ecomics__del_cysA__2,-0.8977053911,-0.42540400040000004
elyC__wt_21C__1,-1.3094785013,-0.054318673500000005
elyC__wt_21C__2,-1.4881871394,-0.4688642705
elyC__wt_21C__3,-1.2309361306,-0.09915530010000001
elyC__wt_37C__1,-0.080151808,0.07499801040000001
elyC__wt_37C__2,-0.1889934853,-0.0681370532
elyC__wt_37C__3,0.26914529330000003,-0.0068609571000000005
elyC__delelyC_21C__1,-1.3652166964,-0.3762723834
elyC__delelyC_21C__2,-1.6054748076,-0.287935266
elyC__delelyC_21C__3,-1.379811874,-0.28938451730000003
elyC__delelyC_37C__1,-0.13165441690000002,-0.0676714794
elyC__delelyC_37C__2,-0.2719235687,0.0282239534
elyC__delelyC_37C__3,-0.5568735571,0.0174853555
evo_acid_w__F9_2__1,-1.3729570663000001,0.450889458
evo_acid_w__F11_1__1,-0.7821300886,0.5125592165
evo_acid_w__F11_1__2,-0.7901057209,0.850036369
evo_acid_w__F11_1__3,-0.7429625259,0.9123992388000001
evo_acid_w__wt__1,-1.1748333577,0.1656998171
evo_acid_w__F11_2__1,-1.0629447646,0.8839069191000001
evo_acid_w__B11_2__1,-1.3410023425,0.8139344458000001
evo_acid_w__F11_2__2,0.4796217599,1.0031235551
evo_acid_w__wt__2,-1.1218317737,-0.0160122592
evo_acid_w__B11_1__1,2.1051864941,0.48047247590000003
evo_acid_w__H9_1__1,2.4925149771,-0.3897005202
evo_acid_w__H9_2__1,0.3899198887,0.6877915005
evo_acid_w__B11_2__2,-1.1267219602,0.8182522867
evo_acid_w__wt__3,-1.3638108388,-0.0376770442
evo_acid_w__H9_2__2,0.1183920355,0.7038989969
evo_acid_w__B11_2__3,-1.1191983964,0.6356252953
evo_acid_w__F11_2__3,-0.15688508010000002,0.8310684081
evo_acid_w__F9_2__2,-1.9072169151,0.18503094250000002
evo_acid_w__wt__4,0.6550781125,0.2133578962
evo_acid_w__wt__5,0.11950029670000001,-0.0407348029
evo_acid_w__wt__6,1.3545172510999999,0.030601493
evo_acid_w__H9_1__2,2.5586891678,-0.3255396179
evo_acid_w__F9_1__1,-1.2611703926,0.5746989438
evo_acid_w__F9_1__2,-0.9249510802,0.8377850680000001
evo_acid_w__B11_1__2,1.1650080107,0.6772242471000001
evo_acid_w__H9_2__3,0.3664342069,0.8340252494
evo_acid_w__wt__7,0.2856001387,0.4577723463
evo_acid_w__F9_1__3,-1.150396325,0.708287997
evo_acid_w__F9_2__3,-1.1358899209,0.3716751737
evo_acid_w__wt__8,0.8583753192,-0.40261060460000003
evo_acid_w__B11_1__3,1.3359651108000001,0.5089581372
evo_acid_w__wt__9,0.387404852,-0.3703968416
evo_bz__c3_1_bz__1,1.5091860597,-0.2476114495
evo_bz__c3_1_bz__2,-1.6539400508000002,-0.3013199914
evo_bz__c3_1_bz__3,-1.1545049348,-0.4120610004
evo_bz__c3_1_bz__4,-0.9451323211,-0.1542050032
evo_bz__g5_1_bz__1,-1.0514655754,-0.1294423204
evo_bz__g5_1_bz__2,-0.1329113359,-0.519301663
evo_bz__g5_1_bz__3,-1.0816883174,-0.369244624
evo_bz__g5_1_bz__4,-2.3653087506,-0.5008982674
evo_bz__g5_1_bz__5,-2.3745621911,-0.42437022490000004
evo_bz__g5_1_bz__6,-2.4519962486,-0.5022706736
evo_bz__w3110d13__1,-0.0830681154,-0.025967670300000002
evo_bz__w3110d13__2,0.0821296911,-0.11022321480000001
evo_bz__w3110d13__3,0.1624735425,-0.1953428425
evo_bz__w3110d13__4,-0.13007569530000002,0.056214818900000005
evo_bz__w3110d13__5,-0.1139376007,0.28225758700000003
evo_bz__w3110d13__6,0.0824781778,-0.0069386783
evo_bz__w3110d13_bz__1,0.026447734400000002,-0.38258752160000004
evo_bz__w3110d13_bz__2,-0.6885188833,-0.4013706985
evo_bz__w3110d13_bz__3,-1.2610270195,-0.169536708
evo_bz__w3110d13_bz__4,-0.09166853030000001,-0.5565580778
evo_bz__c3_1_bz__5,1.5659331749,-0.059581958000000004
evo_bz__c3_1_bz__6,1.4255370299,-0.1895762759
evo_bz__g5_2_bz__1,-1.3268751874,-0.6802813542
evo_bz__g5_2_bz__2,-1.4161501393,-0.6495084932
evo_bz__g5_2_bz__3,-1.4176082896,-0.6330277237
evo_bz__g5_2_bz__4,1.1402611593,-0.2975499391
evo_bz__g5_2_bz__5,0.9894568698,-0.49338317190000003
evo_bz__g5_2_bz__6,0.7301615308,-0.53767715
evo_bz__w3110d13_bz__5,-0.5787432565,-0.0947322146
evo_bz__w3110d13_bz__6,-1.1121378759,-0.1490177533
evo_bz__a1_1_bz__1,-2.5534956737,0.159549615
evo_bz__a1_1_bz__2,0.193502579,-0.3065532009
evo_bz__a1_1_bz__3,-0.0091220879,0.36129628540000003
evo_bz__a1_1_bz__4,0.07549879100000001,-0.3032207552
evo_bz__a1_1_bz__5,-0.35773770180000003,0.035387230400000004
evo_bz__a1_1_bz__6,0.0957785418,0.3431454178
evo_metab__wt__1,0.5596235150000001,0.0371523758
evo_metab__del_zwf__1,0.6896513948,0.26437038830000004
evo_metab__zwf_ale1__1,0.0540346831,0.5699072453
evo_metab__zwf_ale2__1,1.6152596447,0.015418907400000001
evo_metab__del_ppk__1,1.8266214503,-0.1195678161
evo_metab__ppk_ale1__1,1.6343832623,0.3059950788
evo_metab__ppk_ale2__1,-0.4693026181,0.0579042772
evo_metab__ppk_ale3__1,-0.5225264651,-0.5180187111
evo_metab__del_dapF__1,-0.2735585158,-0.6499468414
evo_metab__dapF_ale1__1,-0.35743459250000004,-0.4296275913
evo_metab__dapF_ale3__1,0.6974123802000001,0.1503645231
evo_metab__del_entC__1,1.1485188964,0.20509359570000002
evo_metab__entC_ale1__1,1.6928742904,0.4795970143
evo_metab__entC_ale2__1,-0.3828380111,0.3872745155
evo_metab__del_dgk__1,0.6196024768,-0.1465025108
evo_metab__dgk_ale1__1,1.5096643498,0.7136300441
evo_metab__dgk_ale2__1,1.1726504609,0.7057304918
evo_metab__dgk_ale3__1,1.0849770912,0.2432884998
evo_metab__wt__2,-0.038437167200000004,0.2959989939
evo_metab__del_zwf__2,0.4303994097,0.1512968797
evo_metab__zwf_ale1__2,-0.0302611095,0.9217454557
evo_metab__zwf_ale2__2,1.1553142605,1.1521429017
evo_metab__del_ppk__2,-0.5608858105,0.7259193232000001
evo_metab__ppk_ale1__2,-0.7316866981,1.0177708291
evo_metab__ppk_ale2__2,0.1446484934,0.8181098278000001
evo_metab__ppk_ale3__2,0.7815667925,0.7548875821000001
evo_metab__del_dapF__2,-0.053221484900000005,-0.1325001956
evo_metab__dapF_ale1__2,-0.1309269253,0.7729097775
evo_metab__dapF_ale3__2,0.49615345040000003,0.1913862096
evo_metab__del_entC__2,-0.36261573820000004,0.8924567662
evo_metab__entC_ale1__2,-0.1177475545,0.2539866182
evo_metab__entC_ale2__2,-1.5203633384000002,0.1076155901
evo_metab__entC_ale3__1,0.6307887515,1.2372622897
evo_metab__del_dgk__2,0.8476588993,0.3218609791
evo_metab__dgk_ale1__2,0.1970432268,0.8519628880000001
evo_metab__dgk_ale2__2,0.3709564923,1.2330038479
evo_metab__dgk_ale3__2,1.3804144839,0.9676972141
evo_metab__wt__3,-0.5211863478000001,-0.3331513696
evo_metab__del_zwf__3,0.3764730657,0.7073985079
evo_metab__zwf_ale1__3,-0.0519257838,0.8552079327000001
evo_metab__zwf_ale2__3,0.7499276717000001,0.8338059226000001
evo_metab__del_ppk__3,-0.3723093462,0.6332928635
evo_metab__ppk_ale1__3,0.8744341092000001,1.6476617688
evo_metab__ppk_ale2__3,-0.5768542985,1.3308436853
evo_metab__ppk_ale3__3,-0.12127985220000001,1.1447996564
evo_metab__del_dapF__3,-0.21444913510000002,0.2184955906
evo_metab__dapF_ale1__3,-0.6655718342,0.5261351588000001
evo_metab__dapF_ale3__3,-0.1722113291,0.3521649773
evo_metab__del_entC__3,-0.3474775262,0.5786699233
evo_metab__entC_ale1__3,0.3823804578,0.2906037233
evo_metab__entC_ale2__3,0.8863395775,0.7403311578
evo_metab__entC_ale3__2,1.411465559,1.0756535231
evo_metab__del_dgk__3,1.0133204918,0.1664294588
evo_metab__dgk_ale1__3,0.9457470872,0.7893539815
evo_metab__dgk_ale2__3,0.90749999,0.7357045035
evo_metab__dgk_ale3__3,1.2845148644,1.0845596608
flag_reg__wt__1,-0.001671264,0.1326703955
flag_reg__del_fliA__1,-0.9836206419,-0.5557820487
flag_reg__del_flhC__1,-0.595664779,-0.4907033485
flag_reg__del_flhD__1,-0.4757824727,-0.2969724348
flag_reg__wt__2,0.001671264,-0.1326703955
flag_reg__del_fliA__2,0.0187244992,-0.34105146080000004
flag_reg__del_flhC__2,-0.6682229901,-0.1222647631
flag_reg__del_flhD__2,-0.8780392958000001,-0.4632735176
flgM__27C__1,-2.5624219735000002,-0.5583690953
flgM__27C__2,-1.6282636733,-0.4609701371
flgM__27C__3,-1.8019314302,-0.49611551010000005
flgM__32C__1,-1.3087559720000002,-0.20864513540000001
flgM__32C__2,-1.2451818106,-0.15848435330000002
flgM__32C__3,-1.7011866137,-0.2495388735
flgM__37C__1,-0.056739932900000005,-0.0601379474
flgM__37C__2,-0.0950483537,-0.0363903835
flgM__37C__3,0.1517882865,0.0965283309
flgM__42C__1,-0.9691345591,-0.1045492865
flgM__42C__2,-0.9903564842,-0.1008981381
flgM__42C__3,-0.8793530116,0.13584371920000002
histone__untreated__1,0.10853567380000001,0.1999898436
histone__untreated__2,0.344613749,-0.09244297700000001
histone__untreated__3,-0.45314942280000003,-0.1075468665
histone__10ug_H2A__1,-0.5967242352000001,0.1273554861
histone__10ug_H2A__2,0.288178853,0.0317283816
histone__10ug_H2A__3,0.041603393600000003,0.2026813117
histone__50ug_H2A__1,-0.5964010989,0.45546472870000004
histone__50ug_H2A__2,-0.8140776493,0.7900755317
histone__50ug_H2A__3,-0.44078697310000003,0.5504131981
histone__100ug_H2A__1,-0.5348144663000001,0.2609132501
histone__100ug_H2A__2,-0.656925021,0.5662209116
histone__100ug_H2A__3,-0.5238351347,0.3967496654
hns__del_hns_spike__1,-0.1454420637,-0.5338374951
hns__del_hns_spike__2,0.4029275593,-0.5676595515
hns__del_hns__1,-0.1379458438,-0.5383582346
hns__del_hns__2,0.2272757182,-0.5742832294
hns__wt_spike__1,-0.40504505420000003,0.2129820077
hns__wt_spike__2,-0.4043793009,-0.1525819717
hns__wt__1,-0.3702980594,-0.2573037341
hns__wt__2,0.3702980594,0.2573037341
hns_stpA__evo100G4_delhns_delstpA__1,-1.8303378014,-2.1984473341
hns_stpA__evo100G4_delhns_delstpA__2,-1.0059540472,-1.9177713419
hns_stpA__evo100G12_delhns_delstpA__1,0.3114496222,-1.8852346004
hns_stpA__evo100G12_delhns_delstpA__2,0.7751094470000001,-2.1538083292
hns_stpA__delhns_delstpA_delrpoS__1,1.4862113249,-2.4584409606
hns_stpA__delhns_delstpA_delrpoS__2,1.804951988,-2.062458542
hns_stpA__wt__1,-0.23767458500000002,0.054034188100000005
hns_stpA__wt__2,0.23767458500000002,-0.054034188100000005
hns_stpA__delhns_delstpA__1,-0.9355013894,-3.3366652773
hns_stpA__delhns_delstpA__2,-1.1179178112,-3.2528988505
hu__wt_log_pH7__1,1.0784286897,1.0238853675
hu__wt_log_pH7__2,0.5193758411,0.7075172905
hu__wt_log_pH7__3,0.7107559827000001,1.435309561
hu__wt_lag_pH7__1,0.19543662150000002,-0.010347736100000001
hu__wt_lag_pH7__2,0.1974581617,-0.1185243442
hu__wt_lag_pH7__3,-0.39289478320000004,0.1288720804
hu__delhupA_lag_pH7__1,-0.158184968,-0.0125550433
hu__delhupA_lag_pH7__2,0.43860322760000003,-0.0079048177
hu__delhupA_lag_pH7__3,-0.6911634896000001,0.0806016462
hu__delhupB_lag_pH7__1,0.22761938080000002,0.11021656020000001
hu__delhupB_lag_pH7__2,0.3271094725,-0.2611083697
hu__delhupB_lag_pH7__3,-0.5228105569,0.0207201724
hu__delhupAhupB_lag_pH7__1,0.0459964276,-0.11131950410000001
hu__delhupAhupB_lag_pH7__2,0.44011075450000003,-0.1214617806
hu__delhupAhupB_lag_pH7__3,-1.3405604883,-0.2226276443
hu__hupAE34K_hupB_lag_pH7__1,-0.3493212261,-0.0765777197
hu__hupAE34K_hupB_lag_pH7__2,-0.2344996879,0.1876415586
hu__hupAE34K_hupB_lag_pH7__3,-0.24370058630000002,0.2549267961
hu__hupAE34K_delhupB_lag_pH7__1,-0.3025852244,-0.0369882251
hu__hupAE34K_delhupB_lag_pH7__2,0.0532725796,0.10815553900000001
hu__hupAE34K_delhupB_lag_pH7__3,-0.0584974939,0.23743595650000002
hu__wt_lag_pH5__1,-0.9802771959000001,0.6023840659
hu__wt_lag_pH5__2,-1.1218203591,1.0937097828
hu__wt_lag_pH5__3,-1.413093651,1.18967023
hu__delhupA_lag_pH5__1,-0.9021528242,0.7691284062
hu__delhupA_lag_pH5__2,-1.5311226285,0.862255749
hu__delhupA_lag_pH5__3,-1.9729541354000002,0.7725539883
hu__delhupAhupB_lag_pH5__1,-1.4017120061,0.5188064901
hu__delhupAhupB_lag_pH5__2,-0.8598344583,0.7199180886000001
hu__delhupAhupB_lag_pH5__3,-2.5618179892,0.6108809076
hu__hupAE34K_hupB_lag_pH5__1,-1.1413467837,0.7883313007
hu__hupAE34K_hupB_lag_pH5__2,-1.215638153,0.7739801063
hu__hupAE34K_hupB_lag_pH5__3,-1.5773548617,1.0426205213
hu__hupAE34K_delhupB_lag_pH5__1,-1.3682091302,0.6725676765
hu__hupAE34K_delhupB_lag_pH5__2,-1.2301408378,0.9398550688
hu__hupAE34K_delhupB_lag_pH5__3,-2.3128082774,0.9679530438
hyperpersistence__low_GFP__1,2.517892314,-1.0327546565
hyperpersistence__wt__1,-0.14055361460000002,-0.1196124132
hyperpersistence__high_GFP__1,2.2963306929,-0.6489368543
hyperpersistence__pth_mut__1,-0.1071931188,-0.3745027218
hyperpersistence__pth_mut__2,-0.36078176,-0.5786014195
hyperpersistence__metG_mut__1,0.11024205100000001,-0.1390180409
hyperpersistence__metG_mut__2,0.6143473104,0.135035746
hyperpersistence__high_GFP__2,0.7512304508000001,-0.9551098517000001
hyperpersistence__wt__2,0.14055361460000002,0.1196124132
hyperpersistence__low_GFP__2,1.0412580717,-0.8679892250000001
kan_efg__cpxAF218Y__1,-1.7262109373,-0.0857622946
kan_efg__cpxAF218Y__2,-0.7782459368,0.1989129615
kan_efg__cyaAN600Y__1,-1.2345969076,-0.38479767270000004
kan_efg__cyaAN600Y__2,-2.7576558168,0.0824148294
kan_efg__fusAA608E__1,-0.4173872967,-0.20526967170000002
kan_efg__fusAA608E__2,-0.8292412043,-0.10413100680000001
kan_efg__fusAA608E_cpxAF218Y__1,-1.1897065252,-0.48466656090000004
kan_efg__fusAA608E_cpxAF218Y__2,-0.9361611599,0.0834050647
kan_efg__fusAA608E_cyaAN600Y__1,-1.0325620909,-0.7424962275
kan_efg__fusAA608E_cyaAN600Y__2,-1.2419953199,-0.1319303715
kan_efg__fusAA608E_rpoDL261Q__1,-1.0587112412,-0.2126579921
kan_efg__fusAA608E_rpoDL261Q__2,-0.3843912581,-0.0633050855
kan_efg__fusAA608E_topAS180L__1,-3.0369983842,-0.30605736710000003
kan_efg__fusAA608E_topAS180L__2,-2.3387362332,-0.1674566341
kan_efg__rpoDL261Q__1,-0.22402027530000002,0.134633695
kan_efg__rpoDL261Q__2,-1.3206313603,0.48175102000000003
kan_efg__wt__1,-0.0042769749,-0.1715015447
kan_efg__wt__2,0.0042769749,0.1715015447
lrp__wt_min_log__1,-0.1791197692,0.013097889500000001
lrp__wt_min_log__2,0.1791197692,-0.013097889500000001
lrp__wt_min_trans__1,-0.3914691072,-0.8439028086
lrp__wt_min_trans__2,-0.0575609261,-0.7327967894
lrp__wt_min_stat__1,-2.0221422973,-3.2353184229
lrp__wt_min_stat__2,-1.0298368383,-2.6771488719
lrp__wt_liv_log__1,1.5783601200000001,0.19229254340000002
lrp__wt_liv_log__2,1.3783720951,-0.0870328633
lrp__wt_liv_trans__1,0.0194567182,-0.37014925800000004
lrp__wt_liv_trans__2,-0.6896919539,-0.5347797241
lrp__wt_liv_stat__1,-1.5457911753,-4.2310040049
lrp__wt_liv_stat__2,-1.3320806841000001,-3.8205953260000003
lrp__wt_rich_log__1,3.0343492655,-1.1206065452
lrp__wt_rich_log__2,2.7908797473,-0.9175249482000001
lrp__wt_rich_trans__1,2.1684391459,0.1951016556
lrp__wt_rich_trans__2,0.8737164297000001,-0.3133819123
lrp__wt_rich_stat__1,1.7178394243000001,-0.5593704308
lrp__wt_rich_stat__2,0.8556482697000001,-1.6330091483
lrp__dellrp_min_log__1,1.9509052417000001,0.23720371640000001
lrp__dellrp_min_log__2,1.9589985874,0.3703124323
lrp__dellrp_min_trans__1,0.7633648030000001,-0.7287046852
lrp__dellrp_min_trans__2,0.0998536258,-0.8371115941
lrp__dellrp_min_stat__1,-1.4671849979,-2.8894936427
lrp__dellrp_min_stat__2,-1.9622590417999999,-3.4333361114
lrp__dellrp_liv_log__1,1.2736327801,0.0040936912
lrp__dellrp_liv_log__2,1.1587944169,-0.058130677000000006
lrp__dellrp_liv_trans__1,0.20250869640000002,-0.571906824
lrp__dellrp_liv_trans__2,0.7597973151,-0.313992078
lrp__dellrp_liv_stat__1,-1.4910045792,-3.3639486629
lrp__dellrp_liv_stat__2,-1.5038390643000001,-3.576395549
lrp__dellrp_rich_log__1,2.4287154697,-0.8397913305
lrp__dellrp_rich_log__2,2.0501988841,-1.1916133999
lrp__dellrp_rich_trans__1,1.7638417008,-0.5034039158
lrp__dellrp_rich_trans__2,1.879657871,-0.49051270490000004
lrp__dellrp_rich_stat__1,-0.7670289041,-2.1144419333
lrp__dellrp_rich_stat__2,-1.6615505549,-1.564204482
mazF_circuit__t0__1,-1.0631986059,0.08730547870000001
mazF_circuit__t2__1,-0.398439763,1.2685489158
mazF_circuit__t4__1,-2.7285723936,0.9873204096
mazF_circuit__t6__1,-3.6879087176,0.65493035
mazF_circuit__t8__1,-1.7249786141999999,0.8444521573
mazF_circuit__t0__2,1.0631986059,-0.08730547870000001
mazF_circuit__t2__2,0.8566648869,0.5359811814000001
mazF_circuit__t4__2,-2.3551871471,1.3292461133
mazF_circuit__t6__2,-2.4186928339,0.5508950608000001
mazF_circuit__t8__2,-2.1850995117,0.34087568030000004
mazF_ribo__emptyvec_mrna_5m__1,0.014150579200000001,-0.0596791762
mazF_ribo__emptyvec_mrna_5m__2,-0.014150579200000001,0.0596791762
mazF_ribo__mazF_mrna_5m__1,-2.1785725432,-1.079577646
mazF_ribo__mazF_mrna_5m__2,-2.2931153677,-0.9667391734
mazF_ribo__emptyvec_total_5m__1,1.8895202434,-0.11755468890000001
mazF_ribo__emptyvec_total_5m__2,0.9379835057,-0.4895019572
mazF_ribo__mazF_total_60m__1,6.5540786219000005,-0.9388377791
mazF_ribo__mazF_total_60m__2,7.5568198959,-1.2996176696
mercury__ctrl_t00__1,0.6177207983,-0.2238012551
mercury__ctrl_t10__1,-0.3216316369,-0.604986832
mercury__ctrl_t30__1,-0.2140809685,-0.2893497457
mercury__ctrl_t60__1,1.3939415956,0.4546164641
mercury__hg_t10__1,-0.7010800913,-1.799304827
mercury__hg_t30__1,1.4899740309,-0.6855936486
mercury__hg_t60__1,0.5080938624,0.1813170479
mercury__pma_t10__1,-1.8525088242,-0.058969827700000005
mercury__pma_t30__1,-2.3306541663,0.11985698010000001
mercury__pma_t60__1,-0.7534349489000001,-0.1651115656
mercury__ctrl_t00__2,-0.2337687353,0.2055887518
mercury__ctrl_t10__2,-0.8402518694000001,-0.435721281
mercury__ctrl_t30__2,0.583085873,0.2647486539
mercury__ctrl_t60__2,1.1816024355,0.5798375299
mercury__hg_t10__2,-0.2991763031,-1.3563127776
mercury__hg_t30__2,1.1925100029,-0.7518077321000001
mercury__hg_t60__2,-0.21057863940000002,0.1754989018
mercury__pma_t10__2,-1.4281357726000001,-0.1176195681
mercury__pma_t30__2,-2.413530717,-0.1726242432
mercury__pma_t60__2,-1.4393132738,0.0548212594
mercury__ctrl_t00__3,-0.383952063,0.018212503300000002
mercury__ctrl_t10__3,-0.40670555890000004,-0.2009885647
mercury__ctrl_t30__3,-0.08659662280000001,0.3282169058
mercury__ctrl_t60__3,0.5111996032,0.7507620186
mercury__hg_t10__3,-1.3438929539,-1.9068949854000001
mercury__hg_t30__3,0.9145654335000001,-0.5820771718000001
mercury__hg_t60__3,0.49089160540000004,0.4929616124
mercury__pma_t10__3,-1.5803957721000002,0.060674826800000005
mercury__pma_t30__3,-2.0475291212,0.2762364571
mercury__pma_t60__3,-1.4644538586,0.17710796980000001
ml_abx__az_lolcde__1,-0.2472487578,0.5339374214
ml_abx__az_lolcde__2,-0.0282767436,0.35161748200000004
ml_abx__az_lolcde__3,2.0448938472,1.1934430233
ml_abx__b01__1,-0.4408620562,0.11066231210000001
ml_abx__b01__2,-0.1704952787,0.0010746792000000001
ml_abx__b01__3,0.6492108662,0.0437549413
ml_abx__cro__1,-0.38482554950000003,-0.06653174490000001
ml_abx__cro__2,-0.0817515629,-0.0046262208
ml_abx__cro__3,1.2401966904,-0.1097532053
ml_abx__chl__1,-0.3773776608,-1.3710947817
ml_abx__chl__2,-1.1438449573,-0.8423828553
ml_abx__chl__3,-0.0989796743,-0.6463072309
ml_abx__cip__1,0.3809152012,-0.2222875828
ml_abx__cip__2,0.6630297969000001,-0.17893557270000002
ml_abx__cip__3,1.7123155568000001,-0.3372234774
ml_abx__clr__1,4.1111854647,-1.1012693431
ml_abx__clr__2,3.8393627601,-0.6057814391
ml_abx__clr__3,4.3129789965,-0.9345528971
ml_abx__cst__1,-0.6940124613,-0.0035764071000000002
ml_abx__cst__2,-0.7372204275,0.1924676733
ml_abx__cst__3,0.44504182080000004,0.0799341844
