,-0.05537318170316718,-0.039552272645119416,-0.023731363587071654,-0.007910454529023891,0.00791045452902387,0.023731363587071626,0.039552272645119395,0.055373181703167164,0.07119409076121491,0.08701499981926267,0.10283590887731042,0.1186568179353582,0.13447772699340596,0.15029863605145372,0.1661195451095015,0.18194045416754925,0.197761363225597,0.2135822722836448,0.22940318134169252,0.2452240903997403
thresh,-0.0474627271741433,0.0474627271741433,4,,,,,,,,,,,,,,,,,
unreg,1,11,169,2912,2235,178,25,7,7,1,0,0,1,0,1,0,0,0,0,0
RhlR,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
QscR,0,0,0,0,5,1,1,0,0,0,0,0,3,0,0,1,3,0,0,0
RhlR and QscR,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0
unreg_genes,['PA2916'],[],[],[],[],[],[],['PA3327' 'PA3328' 'PA3330' 'PA2067' 'PA2066' 'PA3335' 'PA3329'],['PA3331' 'chiC' 'PA3336' 'PA2068' 'lasB' 'opmD' 'lecB'],['PA2069'],[],[],['phzM'],[],['phzS'],[],[],[],[],[]
RhlR_genes,[],[],[],[],[],[],['hcnA' 'hcnB'],['hcnC'],[],[],[],[],[],[],[],[],[],[],[],[]
QscR_genes,[],[],[],[],['PA1894' 'PA1897' 'PA1892' 'PA1896' 'PA1893'],['PA1895'],['PA1891'],[],[],[],[],[],['phzB2' 'phzC2' 'phzA2'],[],[],['phzG2'],['phzD2' 'phzE2' 'phzF2'],[],[],[]
RhlR and QscR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['phzC1' 'phzB1'],['phzA1'],[],['phzD1' 'phzE1' 'phzG1' 'phzF1'],[],[],[]
