,b2194
SRX1125282,0.48868183610000004
SRX1125283,0.13046648360000002
SRX1125284,-0.0673109315
SRX1125285,-0.220439087
SRX1125286,-0.5852536397
SRX1125287,-0.448671478
SRX1125288,-0.2522183838
SRX1125289,0.0512386645
SRX1125290,0.22038678750000001
SRX1125291,-0.0855899596
SRX1125292,-0.5118084627
SRX1125293,-0.516071041
SRX1125294,-0.2364634522
SRX1125295,0.2104029745
SRX1125296,-0.21398430940000002
SRX1125297,0.0611048194
SRX1125298,0.0381833226
SRX1125299,-0.1700610482
SRX5694250,0.0231765131
SRX5694251,-0.7892855149
SRX5694252,0.167258549
SRX5694253,0.2836619614
SRX5694254,0.8216391420000001
SRX5694255,-3.171178214
SRX5694256,-0.7741643055
SRX5694257,-0.2919986677
SRX5694258,0.5837402674000001
SRX5694259,-1.9768004827
SRX5694260,-0.0214624705
SRX5694261,-0.6442857972
SRX5694262,-0.3065194455
SRX5694263,-1.2089837967000001
SRX5694264,-0.3554424396
SRX5694265,0.2124388449
SRX5694267,0.19306948300000001
SRX5694268,-0.7934610262
SRX5694269,0.006031037600000001
SRX5694271,0.34144277160000003
SRX5694273,-1.8164096937
SRX5694274,0.2719688579
SRX5694275,-0.056944879600000005
SRX5694276,-1.0746704696
SRX5694277,0.1929124603
SRX5694278,-0.9489386643000001
SRX5694279,-0.21836177910000001
SRX5694280,-0.5510815259
SRX5694281,-0.2852209289
SRX5694282,-2.1115410146
SRX5694283,-1.0701352703
SRX5694284,-0.3107507058
SRX5694285,0.43632091430000003
SRX5694286,-0.0758434333
SRX5694287,-1.2602224231
SRX5694288,-0.0336108142
SRX5694289,0.6239391061
SRX5694290,-0.2833380814
SRX5694291,-2.3814827636
SRX5694292,-0.46954673290000004
SRX5694293,0.1993145645
SRX5694294,0.484296885
SRX5694295,-0.9735799622
SRX5694296,0.5130386140000001
SRX5694297,-2.1202353178
SRX5694298,0.2345226353
SRX5694299,-0.411284635
SRX5694300,-1.013671305
SRX5694301,-0.3590699855
SRX5694302,-0.3580131965
SRX5694303,-0.4484875756
SRX5694304,-0.9486402807000001
SRX5694305,-0.7503330678
SRX5694306,0.1074279586
SRX5694307,-2.6734483404000002
SRX5694308,0.3019382969
SRX5694309,-1.6998003943
SRX5694310,-1.5072970672000001
SRX5694311,-1.8710386655
SRX5694312,-0.6985901843
SRX5694313,-0.040725657400000004
