,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,2.3129646346357427e-18,0.38033793582188996,3.0,0.0,-0.3671647366,2.0,0.3922675081,4.0,-0.025102771500000003,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,3.0288822643333333,0.1443863259314791,3.0,1.0,3.1413301693,3.0,3.0792604348,5.0,2.8660561889,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-1.63886286475,2.1714283456521786,4.0,6.0,-0.3718017111,20.0,0.7433425765,40.0,-3.1422617391,63.0,-3.7847305853,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.8743633539000001,0.7053897573791084,4.0,7.0,0.8600296126,33.0,1.7757253809,81.0,0.8094357796,82.0,0.052262642500000005,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,0.974964816925,1.6704857466533953,4.0,8.0,0.0967747042,51.0,1.6887122808,65.0,2.9383285975,76.0,-0.8239563148,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-0.02830160270000004,1.0489199996309426,3.0,9.0,0.3257476875,22.0,0.7977789265,49.0,-1.2084314221,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-0.20105829335000003,2.9284429277785504,2.0,10.0,-2.2717801459,26.0,1.8696635592000002,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,1.1268342053666667,0.7344852939371616,3.0,11.0,1.3489818149000001,54.0,0.3069187563,83.0,1.7246020449000001,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,1.7923370135749999,1.5960960688850054,4.0,12.0,1.5516389767,48.0,4.0717399138,64.0,1.1671901735,78.0,0.3787789903,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-0.03249232502499998,1.2957660795716641,4.0,13.0,1.2418347173,38.0,-1.8397229746,67.0,0.284179196,72.0,0.18373976120000002,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-0.06040492583333331,0.629981201711576,3.0,14.0,-0.7275754335,41.0,0.0221047422,85.0,0.5242559138,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-0.027675583449999985,1.5029570670331693,4.0,15.0,1.2511476289,52.0,-0.8841220211,71.0,-1.7083110534000001,80.0,1.2305831118000001,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,3.014920357633333,1.4855301404925216,3.0,16.0,1.3214730763,53.0,4.098238646,77.0,3.6250493506,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,0.7966435341000001,2.82094631309332,3.0,17.0,3.6770505244000002,50.0,-1.9608221897,66.0,0.6737022676000001,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,1.1289681431666665,3.0248020426672757,3.0,18.0,2.7075732528,25.0,3.0378931229,62.0,-2.3585619462,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-0.7382761965,1.8051476284486607,4.0,19.0,0.8467266089000001,28.0,-2.2532892894,56.0,-2.3489813746,73.0,0.8024392691000001,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,2.349385451175,0.9082553091425057,4.0,21.0,1.3524358117,34.0,3.5562116261,45.0,2.2096546587,58.0,2.2792397082,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-0.05465615444999988,1.4648178235258447,4.0,23.0,-1.2633407247,42.0,0.4436854637,70.0,-1.1953986891,79.0,1.7964293323,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,0.936085881775,0.7873416636886307,4.0,24.0,0.4701746859,29.0,1.5905329464,68.0,1.6153079591,74.0,0.06832793570000001,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-1.1759484517,0.9886485575352978,4.0,27.0,-2.5716903926,31.0,-0.24037471940000002,69.0,-0.9070909887,75.0,-0.9846377061,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,1.581204486475,1.2239743665050742,4.0,30.0,1.2619740367,32.0,3.318234588,59.0,1.3024675191,86.0,0.44214180210000004,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,3.5920200811000003,,1.0,35.0,3.5920200811000003,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-0.842715412025,2.9378793110423973,4.0,36.0,-2.4745907747,44.0,2.2690963309,60.0,0.9125026806000001,61.0,-4.0778698849,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,-7.914675859144182e-18,0.457054789810895,4.0,37.0,0.1199941348,46.0,-0.6091804803,57.0,0.49111513160000003,84.0,-0.0019287861,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,-0.62081799205,0.6237978196303453,2.0,39.0,-0.1797263237,43.0,-1.0619096604,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-0.22407291275000002,0.4444618714059352,2.0,47.0,0.0902090905,55.0,-0.5383549160000001,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,9.251858538542972e-17,3.1000702668981774,3.0,87.0,-3.1638943857,90.0,3.0320385337,93.0,0.131855852,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,-3.0320500762666662,2.8805019775355496,3.0,88.0,0.2195000129,91.0,-5.2643382335,94.0,-4.0513120082,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,-0.3347590646666667,0.12821321330600563,3.0,89.0,-0.1986012982,92.0,-0.45318102130000004,95.0,-0.3524948745,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,-1.1102230246251565e-16,2.9227681518839335,4.0,96.0,0.5746476936,97.0,-3.9259853518,98.0,3.1365603386,99.0,0.21477731960000002,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,0.0353425963,0.639735707725675,2.0,100.0,0.4877040534,104.0,-0.4170188608,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,-0.9592105020999999,0.6255685904436288,2.0,101.0,-1.4015542945,105.0,-0.5168667097,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,8.333343274694963e-12,1.803891937993556,12.0,102.0,-0.5288813382,110.0,-0.9318306284000001,117.0,0.6691082657,125.0,0.1287182218,131.0,5.2448339599,134.0,-0.6865746823000001,138.0,0.9637831656,159.0,-1.3533174127,162.0,-0.5206547853,164.0,-1.0792311406,170.0,-1.2610550327,174.0,-0.6448985927,,,,
33,immunity_isolated__WT_npr1,0.20146932585,1.2599683857577884,2.0,103.0,1.0924015155,126.0,-0.6894628638,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,0.27097989649285714,0.6560826480705843,14.0,106.0,1.1617458627,113.0,-0.34959554200000004,121.0,0.0844447245,127.0,-0.3730763864,136.0,1.421272571,142.0,-0.8192976637,145.0,0.29789486530000003,150.0,-0.5066423332000001,160.0,0.40853804,161.0,0.93338221,163.0,0.2117616722,167.0,0.1483115045,172.0,0.2927974966,176.0,0.8821815294
35,immunity_isolated__AvrRpt2_npr1,-0.7597006157999999,0.3002887315776987,3.0,107.0,-0.4490306435,128.0,-0.7816697572,146.0,-1.0484014467,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,-0.2578827849,0.20551601055998944,3.0,108.0,-0.4902851096,129.0,-0.1001039819,147.0,-0.1832592632,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,2.6469590343,3.113303055877809,2.0,109.0,0.4455213316,148.0,4.848396737,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,0.7046403486499999,1.9361455823221736,4.0,111.0,1.3033292091,119.0,-0.5144573849,140.0,3.1606427635,165.0,-1.1309531931,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,-0.28908374765,1.1604995534886602,4.0,112.0,-1.6154588985,120.0,1.2086877702,141.0,-0.2675468549,166.0,-0.48201700740000003,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,-1.6082159400333333,0.35707634040697084,3.0,114.0,-1.3776982269,122.0,-1.427417875,143.0,-2.0195317182,,,,,,,,,,,,,,,,,,,,,,
