locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
ABUW_3508,0.1354525419,ABUW_3508,hypothetical protein,No COG annotation,,Fur,
ABUW_1942,0.1235389378,ABUW_1942,ribose-phosphate pyrophosphokinase,Amino acid transport and metabolism,Op1009,NrtR,
