,A,ArcA
ssw__glc_ale3__1,-19.5596581276,0.24444047800000002
ssw__glyc_ale1__1,-9.7709296448,0.127729871
ssw__glyc_ale2__1,-20.8138709869,0.191632509
ssw__xyl_ale1__1,-14.4915529445,0.368078151
ssw__xyl_ale2__1,-6.9647087549,0.430075117
ssw__xyl_ale3__1,-8.939894061,-0.032960972000000005
ssw__glc_ac_ac2__1,-18.3438718693,0.8775486560000001
ssw__glc_ac_glc1__1,-9.9065204108,-0.474772383
ssw__glc_glyc_glc__1,-13.826114669,0.030757539
ssw__glc_glyc_glyc__1,-10.782834336,-0.141775395
ssw__glc_xyl_glc__1,-13.8733664621,0.5339402830000001
ssw__glc_xyl_xyl__1,-2.9092806068,0.08377153
ica__wt_glc__1,-2.4980613944,-0.061878408
ica__wt_glc__2,-3.999066255,-0.128401191
ica__wt_glc__3,-4.0861810798,0.18162740200000002
ica__wt_glc__4,-3.8055760642000003,0.248907122
ica__arg_sbt__1,-5.8958231742,0.202924761
ica__arg_sbt__2,-4.7341023115,0.21404984100000002
ica__cytd_rib__1,4.3847012349,2.510750616
ica__cytd_rib__2,3.7391790146,2.531055996
ica__gth__1,-3.247366145,1.198519576
ica__gth__2,-3.084068225,1.214784426
ica__leu_glcr__1,1.0803092947,0.261485721
ica__leu_glcr__2,1.0498767473,0.251424062
ica__met_glc__1,-2.1953527731999998,-0.199984399
ica__met_glc__2,-2.1826226559,-0.27336614800000003
ica__no3_anaero__1,-19.1986326679,0.650216425
ica__no3_anaero__2,-20.8021822354,0.44755403200000005
ica__phe_acgam__1,-1.9756658549,0.169901367
ica__phe_acgam__2,-1.5276562236,0.144579343
ica__thm_gal__1,0.3823853572,0.895444466
ica__thm_gal__2,-0.0770456493,0.9108855960000001
ica__tyr_glcn__1,-2.5753540072,-0.14113408800000002
ica__tyr_glcn__2,-3.8754661059,-0.040525296
ica__ura_pyr__1,-1.1507755441,0.08367163100000001
ica__ura_pyr__2,0.4666614885,0.19317804700000002
ica__wt_glc__5,-3.6648408527000003,0.13858604600000002
ica__wt_glc__6,-2.1786317875,0.18780670700000002
ica__bw_delpurR_cytd__1,-5.2963719472,-0.051773211000000006
ica__bw_delpurR_cytd__2,-2.9887174665,0.400081995
ica__ade_glc__1,-2.933582639,0.385302005
ica__ade_glc__2,-4.0319699077,-0.046425999999999995
ytf__wt_glc__1,-7.3970505877,0.45113119700000004
ytf__wt_glc__2,-11.0437809218,0.5947166890000001
ytf__delyafC__1,-16.6927512048,1.316309596
ytf__delyafC__2,-16.9281926624,1.314921426
ytf__delyeiE__1,-9.6517922316,0.602912816
ytf__delyeiE__2,-2.9453092531,0.47886219500000005
ytf__delyiaJ__1,-15.6629019328,1.010078936
ytf__delyiaJ__2,-16.3168102421,0.581776277
ytf__delyieP__1,-16.3805321046,0.584642129
ytf__delyieP__2,-14.8818941753,0.38959575100000005
ytf__wt_ph5__1,-2.2240744202,0.916791876
ytf__wt_ph5__2,-2.4160193443,0.9727493060000001
ytf__wt_ph8__1,-1.9228679904,0.40225860500000005
ytf__wt_ph8__2,-1.8322488164,0.37994620900000003
ytf__delybaO__1,-14.8211500097,1.101564286
ytf__delybaO__2,-15.7721140055,0.9576076560000001
ytf__delybaQ__1,-1.438117975,0.509436807
ytf__delybaQ__2,-1.5451652201,0.59530664
ytf__delybiH__1,-13.7073971299,0.31018813300000003
ytf__delybiH__2,-17.4030012874,0.597812501
ytf__delydcI_ph5__1,-2.9654274808,0.6471911260000001
ytf__delydcI_ph5__2,-2.3763022524,0.7488411960000001
ytf__delydcI_ph8__1,-3.8901158665,0.46656071800000004
ytf__delydcI_ph8__2,-3.0720409223,0.209286083
ytf__delyddM__1,-0.3938343427,1.057162046
ytf__delyddM__2,0.0081146488,1.017154226
ytf__delyheO__1,-15.2001092174,1.222256766
ytf__delyheO__2,-15.040713678,1.048374446
fps__bw_glc__1,-0.8552146886,0.012904309000000001
fps__bw_glc__2,-0.5256600473,-0.003799583
fps__fps_thrA_ale1__1,-2.2027084109,0.941336296
fps__fps_thrA_ale1__2,-2.2241460828,0.8375840960000001
fps__fps_thrA_ale2__1,-2.5854354354,0.5460123210000001
fps__fps_thrA_ale2__2,-2.5944568675,0.593318514
fps__fps_serB_ale1__1,-0.5556950422,0.5135887640000001
fps__fps_serB_ale1__2,-0.1193243669,0.48645864400000005
fps__fps_serB_ale4__1,-0.6194135622,0.514392266
fps__fps_serB_ale4__2,-0.7202962164000001,0.5490338840000001
fps__fps_ptsI_ale1__1,1.5329920345999999,0.677961232
fps__fps_ptsI_ale1__2,1.8558846340000001,0.664224993
fps__fps_ptsI_ale3__1,0.0425966085,0.12885385700000002
fps__fps_ptsI_ale3__2,-0.0148024404,0.213223601
pal__lyx_ale2_f6__1,1.1603714888,0.9302748660000001
pal__lyx_ale2__1,1.2715451649,0.895382886
pal__lyx_ale2__2,1.250746297,0.8937969960000001
pal__lyx_ale4__1,1.0170800426,0.044506959000000006
pal__lyx_ale4__2,0.7116229009,0.047894689000000004
pal__5drib_ale10_f18__1,3.1749572661,0.151444345
pal__5drib_ale10_f18__2,3.1417118868,0.191225513
pal__5drib_ale10__1,3.0214246169,0.539559451
pal__arab_ale14_f9__1,-0.7651787053,0.6120842820000001
pal__arab_ale14_f9__2,-0.6546968059,0.6312031330000001
pal__arab_ale14__1,1.3197109263,0.011886513000000001
pal__arab_ale14__2,0.8763235695,0.053548302000000006
pal__arab_ale16__1,-1.0272792001,-0.012330541
pal__arab_ale16__2,-1.3389080004,0.17832696
pal__tartr_ale26_f10__1,3.2985655578,0.566358428
pal__tartr_ale26_f10__2,3.8340946534,0.801237376
pal__tartr_ale26__1,4.3747615041,0.446671258
pal__tartr_ale26__2,4.1755023964,0.43309867500000004
pal__tartr_ale28_f10__1,2.5428413889,1.432104296
pal__tartr_ale28_f10__2,2.0538394398,1.232142026
pal__tartr_ale28__1,3.600824554,0.438212184
pal__tartr_ale28__2,4.4931878876999995,0.50970426
efeU__delmenFentC_citr__1,-5.3991374271,0.564737193
efeU__delmenFentC_citr__2,-7.7519519851,0.513067552
efeU__delmenFentC__1,-2.8415045023000003,0.991366136
efeU__delmenFentC__2,-2.7956540535,1.000446686
efeU__menFentC_ale39__1,-19.1482731548,0.7605526960000001
efeU__menFentC_ale39__2,-19.8974902406,0.883820566
efeU__menFentC_ale29__1,-13.2104129871,0.759366626
efeU__menFentC_ale29__2,-12.7967406134,0.757306236
efeU__menFentC_ale30__1,-3.4938193131,-0.291655781
efeU__menFentC_ale30__2,-5.0811231565,-0.36664113200000004
efeU__menFentCubiC_ale36__1,-2.173045312,0.5628257560000001
efeU__menFentCubiC_ale36__2,-2.135212598,0.5128759540000001
efeU__menFentCubiC_ale37__1,-0.9957706906,0.816333446
efeU__menFentCubiC_ale37__2,-0.8588445432,0.838034626
efeU__menFentCubiC_ale38__1,-6.6058333696,-0.074172423
efeU__menFentCubiC_ale38__2,-7.6583701829,-0.09908335700000001
misc2__salc_glc__1,0.5690566917000001,0.5844178910000001
misc2__salc_glc__2,0.8260915049,0.808158746
misc2__dbcn_glc__1,-4.2576281627,0.15480885800000002
misc2__dbcn_glc__2,-0.0199560248,0.55781359
misc2__tyr_glc__1,-3.0207144568,0.31652371500000004
misc2__tyr_glc__2,-3.2629669029,0.34805157400000003
misc2__arg_cytd__1,-9.0731130787,0.169371414
misc2__arg_cytd__2,-5.9404761871,0.010136641
misc2__delyheO_pyr__1,-0.40190188400000004,0.33839259600000005
misc2__delyheO_pyr__2,1.5710395507000001,0.271971768
nquinone__delubiC__1,-7.8797801724,-0.21489506600000002
nquinone__delubiC__2,-8.7766763551,-0.033263391
nquinone__ubiC_ale1__1,-3.6746450878,0.428926898
nquinone__ubiC_ale1__2,-3.7532750055,0.450352065
nquinone__ubiC_ale2__1,-4.5570938607,0.6083629190000001
nquinone__ubiC_ale2__2,-5.1285253705,0.553352198
nquinone__ubiC_ale3__1,-3.5700786977,-0.163675489
nquinone__ubiC_ale3__2,-4.3320471853,-0.11664080600000001
nquinone__ubiC_ale4__1,-6.1081063191,0.5165691680000001
nquinone__ubiC_ale4__2,-5.9954726697,0.559982902
nquinone__delpdhR__1,-1.8048610066,0.13690308
nquinone__delpdhR__2,-1.5296039843,0.13527434200000002
quinone__glu_ale4__1,-2.1764343111,0.32555621300000004
quinone__glu_ale4__2,-19.6425007704,0.554928426
quinone__delmenF__1,-1.8886544701,0.6222112750000001
quinone__delmenF__2,-1.5649941509,0.385758567
quinone__menF_ale5__1,-17.6825890262,0.21714596200000003
quinone__menF_ale5__2,-18.2371399875,0.31143739
quinone__menF_ale6__1,-18.8068195777,0.522454143
quinone__menF_ale6__2,-19.2036266467,0.48432147600000003
quinone__menF_ale7__1,-20.2317302035,0.7122535630000001
quinone__menF_ale7__2,-20.334796713,0.651048905
quinone__menF_ale8__1,-20.6413635085,1.115899716
quinone__menF_ale8__2,-20.5062416738,0.5338657950000001
quinone__delmenFubiC__1,-4.3894131868,0.41800140300000005
quinone__delmenFubiC__2,-4.3932116042,0.41796379
quinone__menFubiC_ale1__1,-19.1766295461,0.990161956
quinone__menFubiC_ale1__2,-19.2156119243,0.9831297560000001
quinone__menFubiC_ale2__1,-20.3094499812,0.8927740160000001
quinone__menFubiC_ale2__2,-20.0263106752,0.9872195560000001
quinone__menFubiC_ale3__1,-6.2227575488,0.07436142200000001
quinone__menFubiC_ale3__2,-6.9046239584,0.095882301
quinone__menFubiC_ale4__1,-17.6043703141,0.8589243360000001
quinone__menFubiC_ale4__2,-18.1436390494,0.844631216
oxyR__wt_glc__1,-3.8654816392,-0.146201738
oxyR__wt_glc__2,-1.1047772277,-0.07992882
oxyR__wt_h2o2__1,-4.0591729287,-0.058308609000000004
oxyR__wt_h2o2__2,0.40109914020000004,0.511779267
oxyR__glu_ale4__1,-3.9262039804,0.48734367500000003
oxyR__glu_ale4__2,-14.0727361759,0.55045278
oxyR__glu_ale4_h2o2__1,-16.4084746552,0.42652437200000004
oxyR__glu_ale4_h2o2__2,-16.4324840937,0.41923975900000005
oxyR__oxyR_ale17__1,-16.0396014652,-0.47258526700000003
oxyR__oxyR_ale17__2,-15.8671833168,-0.319391246
oxyR__oxyR_ale17_h2o2__1,-16.4114656953,-0.407849047
oxyR__oxyR_ale17_h2o2__2,-1.6773430477,-0.36088363100000004
oxyR__oxyR_ale18__1,-9.031804883,-0.423750187
oxyR__oxyR_ale18__2,-1.5480896928,-0.580132675
oxyR__oxyR_ale18_h2o2__1,-16.6953536322,-0.432093592
oxyR__oxyR_ale18_h2o2__2,-17.4248342763,-0.32869141
oxyR__oxyR_ale19__1,-6.6918751612000005,-0.75174328
oxyR__oxyR_ale19__2,-5.8777113701,-0.8265227650000001
oxyR__oxyR_ale19_h2o2__1,-4.3868574022,-1.194452202
oxyR__oxyR_ale19_h2o2__2,-4.4822275838,-0.979012392
oxyR__oxyR_ale20__1,-12.7803819672,-0.669338697
oxyR__oxyR_ale20__2,-12.5945824809,-0.671754205
oxyR__oxyR_ale20_h2o2__1,-13.9095956145,-0.809541689
oxyR__oxyR_ale20_h2o2__2,-14.1006268646,-0.808753508
svns_pgi__BmePgi24_15__1,-0.1984811809,0.15738168700000002
svns_pgi__BmePgi24_15__2,-0.3217426883,0.158383399
svns_pgi__BmePgi24_26__1,-1.7546985854,0.019257945000000002
svns_pgi__BmePgi24_26__2,-1.3566043375,0.151773498
svns_pgi__BmePgi24_41__1,-1.8412104474,1.017115486
svns_pgi__BmePgi24_41__2,-2.3848403693,0.043576312000000006
svns_pgi__BmePgi24_52__1,-1.6590847325,0.044739098000000005
svns_pgi__BmePgi24_52__2,-1.2415079591,0.057732437000000005
svns_pgi__PaePgi2_34__1,-0.0355060826,0.7317756190000001
svns_pgi__PaePgi2_34__2,0.1546846827,0.699000876
svns_pgi__PaePgi2_63__1,-1.2177125487,0.7554666760000001
svns_pgi__PaePgi2_63__2,-0.9207304407,0.7990900860000001
svns_pgi__PaePgi24_54__1,0.496299437,0.852278316
svns_pgi__PaePgi24_54__2,0.7628691555,0.908308306
svns_pgi__PaePgi24_90__1,-0.4935607307,1.097423036
svns_pgi__PaePgi24_90__2,-0.3609960921,1.1680522660000001
abx_media__m9_ctrl__1,-4.806757694,0.38832677600000004
abx_media__m9_ctrl__2,-4.1896058925,0.5281267030000001
abx_media__rpmi_ctrl__1,-14.6827948922,1.148398166
abx_media__rpmi_ctrl__2,-13.7221444334,0.960487886
abx_media__camhb_ctrl__1,-12.4239259656,-0.9133811220000001
abx_media__camhb_ctrl__2,-12.3983625608,-0.9972484690000001
abx_media__m9_mero__1,-4.2932958525,0.49373369300000003
abx_media__m9_mero__2,-4.1218753952,0.239644822
abx_media__rpmi_mero__1,-9.8580544098,0.750131416
abx_media__rpmi_mero__2,-11.3428185088,1.117783896
abx_media__camhb_mero__1,-10.0552377405,-1.343260479
abx_media__camhb_mero__2,-9.6625009771,-1.375806483
abx_media__m9_trisulf__1,-0.8891668265,0.42521249800000005
abx_media__m9_trisulf__2,-3.6694265619,0.202579652
abx_media__rpmi_trisulf__1,-7.5710377724,-0.996780494
abx_media__rpmi_trisulf__2,-7.5074553307,-0.869100763
abx_media__camhb_trisulf__1,-3.1632233003,-0.76746688
abx_media__camhb_trisulf__2,-3.5678625185,-0.6975454830000001
abx_media__m9_cef__1,-5.7278133866,0.322745916
abx_media__m9_cef__2,-7.8462198208,0.32773048800000004
abx_media__rpmi_cef__1,-3.6185552826,-0.031158746
abx_media__rpmi_cef__2,-3.5505982723000002,-0.000146966
abx_media__camhb_cef__1,-7.5369433669,-0.82586124
abx_media__camhb_cef__2,-7.0771588342,-0.816201806
abx_media__m9_cipro__1,-3.080127763,0.259412766
abx_media__m9_cipro__2,-4.5247415115,0.25472500200000003
abx_media__rpmi_cipro__1,-5.1242891786,-0.464657757
abx_media__rpmi_cipro__2,-3.5964524115,-0.20812524200000002
abx_media__camhb_cipro__1,-9.3385449957,-1.6314585560000001
abx_media__camhb_cipro__2,-9.3619625578,-1.578264933
hot_tale__42c_ale3_30c__1,-7.2599221306,-0.085024997
hot_tale__42c_ale3_30c__2,-7.3884917601,-0.11169243100000001
hot_tale__42c_ale3_37c__1,-8.9956308215,-0.12554602
hot_tale__42c_ale3_37c__2,-9.4649632134,-0.12163840100000001
hot_tale__42c_ale3_44c__1,-9.7955852061,0.147011691
hot_tale__42c_ale3_44c__2,-10.1804740553,0.17322447
hot_tale__hot_ale3_mid_30c__1,-4.0070708325,0.59222252
hot_tale__hot_ale3_mid_30c__2,-5.5910134659,0.504056843
hot_tale__hot_ale3_mid_37c__1,-6.9713945289,0.22968818400000002
hot_tale__hot_ale3_mid_37c__2,-6.5915225372,0.056962728000000004
hot_tale__hot_ale3_mid_44c__1,-16.3908833264,0.39358909999999997
hot_tale__hot_ale3_mid_44c__2,-17.4125729863,0.6512664920000001
hot_tale__hot_ale3_30c__1,-6.1982022094,0.508200498
hot_tale__hot_ale3_30c__2,-5.9233306939,0.554538969
hot_tale__hot_ale3_37c__1,-5.8791532015,0.131412035
hot_tale__hot_ale3_37c__2,-6.657840513,0.113307349
hot_tale__hot_ale3_44c__1,-16.4945887096,0.732414381
hot_tale__hot_ale3_44c__2,-6.9105465931,0.397215451
hot_tale__hot_ale4_30c__1,-8.8609389711,0.047990289000000005
hot_tale__hot_ale4_30c__2,-9.4643740427,0.024226647
hot_tale__hot_ale4_37c__1,-12.6207612242,-0.16735893200000002
hot_tale__hot_ale4_37c__2,-12.3592836804,-0.046169952
hot_tale__hot_ale4_44c__1,-13.5055619395,0.000397934
hot_tale__hot_ale4_44c__2,-14.4476176972,0.061681656
hot_tale__hot_ale8_30c__1,-8.5510288182,0.023464927
hot_tale__hot_ale8_30c__2,-7.330489752,0.08428102900000001
hot_tale__hot_ale8_37c__1,-10.2145393263,-0.240669923
hot_tale__hot_ale8_37c__2,-10.1063655203,-0.24078269100000002
hot_tale__hot_ale8_44c__1,-12.598510092,0.11352845800000001
hot_tale__hot_ale8_44c__2,-12.150872914,0.055647699999999994
hot_tale__hot_ale9_mid_30c__1,-7.3531094066,0.423811033
hot_tale__hot_ale9_mid_30c__2,-7.2712633476,0.36192860400000004
hot_tale__hot_ale9_30c__1,-5.2580241129,0.23718312100000002
hot_tale__hot_ale9_30c__2,-4.8586335535,0.35780927900000004
hot_tale__hot_ale9_mid_37c__1,-10.8716769261,-0.065463742
hot_tale__hot_ale9_mid_37c__2,-10.9769840519,0.0031101880000000003
hot_tale__hot_ale9_37c__1,-6.2164253611,0.024472946000000002
hot_tale__hot_ale9_37c__2,-6.1738084213,0.055705313000000006
hot_tale__hot_ale9_mid_44c__1,-11.3617410838,0.153475046
hot_tale__hot_ale9_mid_44c__2,-11.3130255759,0.383165937
hot_tale__hot_ale9_44c__1,-5.3977784367,0.42902198
hot_tale__hot_ale9_44c__2,-5.7566132473,0.47947808100000006
hot_tale__hot_ale10_30c__1,-6.7796306731,0.40552786700000004
hot_tale__hot_ale10_30c__2,-7.4425615874,0.36391003800000005
hot_tale__hot_ale10_37c__1,-10.8325207975,-0.17456958
hot_tale__hot_ale10_37c__2,-10.8813539357,-0.112775311
hot_tale__hot_ale10_44c__1,-14.9874805823,0.547628596
hot_tale__hot_ale10_44c__2,-14.392372605,0.138707938
hot_tale__hot_ale16_30c__1,-9.0767285464,0.123741612
hot_tale__hot_ale16_30c__2,-9.2353737079,0.148947619
hot_tale__hot_ale16_37c__1,-12.5934063838,-0.194823721
hot_tale__hot_ale16_37c__2,-12.621168473600001,-0.207813609
hot_tale__hot_ale16_44c__1,-16.3276154951,0.116287575
hot_tale__hot_ale16_44c__2,-15.9686567131,0.30610816900000004
pdhr_ale__pdhR-13_51__1,-10.4631697707,0.182452148
pdhr_ale__pdhR-13_51__2,-15.9066914118,0.05675017500000001
pdhr_ale__pdhR-14_46__1,-4.2952910514,0.9022052260000001
pdhr_ale__pdhR-14_46__2,-10.6632585964,0.805511006
pdhr_ale__pdhR-15_51__1,-19.4780250686,-0.13942209900000002
pdhr_ale__pdhR-15_51__2,-18.9285477001,-0.07192016500000001
pdhr_ale__pdhR-16_49__1,-23.1318161255,-0.052949313000000005
pdhr_ale__pdhR-16_49__2,-13.7856282317,0.362159938
tcs__del_atoC_LiAcet__1,-17.2691034944,-0.189834376
tcs__del_atoC_LiAcet__2,-17.6930684169,0.008173476
tcs__del_atoC_LiCl__1,-18.4729317776,0.169654342
tcs__del_atoC_LiCl__2,-18.2776149934,0.06729879400000001
tcs__del_atoC_m9__1,-18.7106817597,0.15616148500000002
tcs__del_atoC_m9__2,-18.7841723885,0.239198092
tcs__del_baeR_etoh__1,-15.9591026083,0.8641572160000001
tcs__del_baeR_etoh__2,-15.5331904182,0.973083856
tcs__del_baeR_lb__1,-10.2747561276,1.333750346
tcs__del_baeR_lb__2,-10.3287144295,1.312309306
tcs__del_btsR_01xlb__1,-2.4504504095,1.8951162460000002
tcs__del_btsR_01xlb__2,-2.3289289728,1.911921266
tcs__del_btsR_lb__1,-18.3298896308,1.350056986
tcs__del_btsR_lb__2,-18.075143579,1.376970496
tcs__del_btsR_pyruvate__1,-2.738741084,1.913679546
tcs__del_btsR_pyruvate__2,-2.5710388397,1.8060344860000002
tcs__del_cpxR_etoh__1,-18.4711811636,1.558450116
