,new_2074312_2074438
LBexp_1,6.9611
LBexp_2,6.7855
LBexp_3,7.1048
LBtran_1,7.149
LBtran_2,6.9981
LBtran_3,7.2169
LBstat_1,7.343
LBstat_2,7.515
LBstat_3,7.4974
LBGexp_1,6.8945
LBGexp_2,6.9239
LBGexp_3,7.0363
LBGtran_2,7.5339
LBGtran_3,7.3729
LBGstat_1,7.1792
LBGstat_2,7.1869
LBGstat_3,7.784
S0_1,6.5732
S0_2,6.9273
S0_3,7.0289
S1_1,7.0338
S1_2,7.0495
S1_3,6.601
S2_1,8.2921
S2_2,8.3039
S2_3,7.8957
S3_1,12.5754
S3_2,12.7025
S4_1,12.5867
S4_2,12.0258
S4_3,11.7838
S5_1,11.9451
S5_2,12.5555
S5_3,12.6564
S6_1,11.1212
S6_2,10.9227
S6_3,11.5853
S6/t_1,10.8921
S6/t_2,10.2137
S6_4,10.0536
S6_5,10.6313
S6_6,10.768
S7_4,10.8933
S7_5,10.8816
S7_6,10.7781
S8_4,10.3844
S8_5,10.1791
G135_1,7.2502
G135_3,7.4709
G150_1,7.4004
G150_2,6.7848
G150_3,7.6467
G180_1,7.2521
G180_2,6.7787
G180_3,6.9436
C30_1,9.2709
C30_2,8.983
C90_1,8.2833
C90_2,6.8744
BI_1,6.8224
BI_2,6.6825
BC_2,7.5322
BC/t_1,8.2988
BC/t_2,9.6274
BC_1,7.4146
Sw_1,6.6537
Sw_2,6.6401
BT_1,9.2303
BT_2,8.5019
B36_1,8.2172
B36_2,8.5422
B60_1,8.3855
B60_2,9.0854
M9exp_1,7.0661
M9exp_2,7.0721
M9exp_3,6.9786
M9tran_1,7.2629
M9tran_2,7.2761
M9tran_3,7.09
M9stat_1,10.6638
M9stat_2,9.0475
M9stat_3,8.9662
M+G_1,9.3671
M+G_2,7.2039
M+G_3,7.2336
Glu_1,8.3647
Glu_2,7.277
Glu_3,7.2334
Fru_1,7.1195
Fru_2,7.9502
Fru_3,7.3827
Mal_1,6.9957
Mal_2,7.4497
Mal_3,7.2306
G+S_2,9.6632
G+S_3,10.0333
