,BSU40040
M9exp_1,10.0066
M9exp_2,9.6365
M9exp_3,9.2228
M9tran_1,9.8542
M9tran_2,9.9643
M9tran_3,10.0491
M9stat_1,8.6952
M9stat_2,8.7225
M9stat_3,8.5055
MG-0.1_1,9.6101
MG-0.1_2,8.7386
MG-0.1_3,9.7397
MG-0.2_2,9.1134
MG-0.2_3,9.2644
MG+5_1,9.3697
MG+5_2,9.266
MG+5_3,8.919
MG+10_1,9.643
MG+10_2,9.3742
MG+10_3,9.1585
MG+15_1,8.8577
MG+15_2,9.8423
MG+15_3,9.1891
MG+25_1,9.2078
MG+25_2,9.0155
MG+25_3,9.1622
MG+45_1,9.0527
MG+45_2,8.9652
MG+45_3,9.6337
MG+60_2,9.3429
MG+60_3,9.4696
MG+90_2,9.0659
MG+90_3,9.3644
MG+120_1,9.2896
MG+120_2,9.845
MG+120_3,9.1971
MG+150_1,9.8201
MG+150_3,9.4873
GM-0.1_1,9.3494
GM-0.1_2,9.2241
GM-0.1_3,9.4188
GM-0.2_1,9.6324
GM-0.2_2,9.2326
GM-0.2_3,9.2094
GM+5_1,9.1006
GM+5_2,9.1763
GM+5_3,9.8272
GM+10_2,9.1466
GM+10_3,8.7605
GM+15_1,9.7081
GM+15_2,9.2117
GM+15_3,9.5201
GM+25_1,9.6873
GM+25_2,9.0938
GM+25_3,9.3566
GM+45_1,9.8002
GM+45_2,8.62
GM+45_3,9.3908
GM+60_1,9.6802
GM+60_2,9.0651
GM+60_3,9.2696
GM+90_1,9.9716
GM+90_2,9.5142
GM+90_3,9.3739
GM+120_1,9.6706
GM+120_3,9.6044
GM+150_1,9.7402
GM+150_2,9.7496
GM+150_3,9.8868
BT_1,8.8433
BT_2,8.1783
B36_1,10.0781
B36_2,9.8491
B60_1,10.5374
B60_2,10.5334
S0_1,9.1199
S0_2,9.1575
S0_3,9.3933
S1_1,10.0555
S1_2,9.7233
S1_3,10.2422
S2_1,9.6646
S2_2,9.5294
S2_3,9.5607
S3_1,9.0549
S3_2,9.2707
S4_1,9.3155
S4_2,9.0675
