k,name,in_iM,gene_weight,regulator,function,category
14,UC-7,False,-0.008955591097474099,,,
6,Iron,False,-0.005209115869365633,,,
7,Zinc - Steady,False,-0.004957448076456785,,,
11,Chromium,False,0.003857817163225264,,,
12,Zinc - Intermediate,False,0.003585963916729193,,,
10,Copper,False,-0.0033253231295384466,,,
8,Zinc - Fast,False,-0.003258793724235148,,,
9,UC-5,False,-0.00228470057692289,,,
0,UC-1,False,-0.0019481850846204906,,,
5,Lead,False,-0.0017692554544191808,,,
2,UC-3,False,-0.0015349725517444313,,,
4,UC-4,False,0.0015163316170219332,,,
1,UC-2,False,0.0013814105652272704,,,
3,Cadmium,False,0.0005847349198302254,,,
13,UC-6,False,0.00020447789851459676,,,
