,A,Fnr,ihfB
SRX2391462,-1.6396462161,0.19522726210000002,-0.3916075934
SRX2391463,-2.4217914536,0.1179972345,-0.3751414215
SRX2391464,-3.2110264124,0.1502372341,-0.3437698719
SRX2391465,-2.3810093276,0.14022645620000002,-0.3634793157
SRX2391466,-2.1368023002,0.11782350750000001,-0.3447350557
SRX2391467,-0.18196592220000002,-0.014069373100000001,-0.013629433100000001
SRX2391468,-0.4142449372,-0.0315630531,0.0438769886
SRX2391469,-0.2451371314,-0.0141549879,-0.0778520007
SRX2391470,0.26949270740000003,-0.1106713146,0.0540694228
SRX2391471,0.1488135863,-0.2344536919,-0.3380115139
SRX2391472,-0.3775630816,-0.0826404376,-0.4061420535
SRX2391473,-0.7395459442,-0.0256008087,-0.36089320010000003
SRX2391474,-1.4020376422,0.0782023473,-0.3537627923
SRX2391475,-0.349037303,-0.061452792000000006,-0.34136905160000003
SRX2391476,-0.2801850271,-0.1692250595,-0.2991285242
SRX2391477,-0.6315229429,-0.041461468200000004,-0.518906887
SRX2391478,-1.5323140002,-0.1137485844,-0.0308626203
SRX2391479,-1.1693739431,-0.0317671671,-0.3128391911
SRX2391480,-1.1914040948,0.1322023543,-0.6247095729000001
SRX2391481,-1.5847713332,0.1073992975,-0.39696131430000003
SRX2391482,-1.2574828688,0.1209936897,-0.5874492021000001
SRX2391483,-2.285881471,0.0865760295,-0.4934994717
SRX2391484,-0.8047015915,0.0869610324,-0.29955184300000004
SRX2391485,-1.177327363,0.14327588460000001,-0.3493445589
SRX2391486,-1.5380028561999999,0.2261574416,-0.4939354536
SRX2391487,-1.8218677999000001,0.20080978970000002,-0.4346685737
SRX2391488,-1.5115966027,0.16720264440000002,-0.49898345190000004
SRX2391489,-1.4438966524999999,0.105850789,-0.4394335224
SRX2391490,-1.7750558263,0.09419939840000001,-0.3779241423
SRX2391491,-2.0241945695,0.1618353592,-0.43067581120000004
SRX2391492,-2.9328401649,0.16753480240000002,-0.4469418351
SRX2391493,-2.42877703,0.2065221516,-0.5305284609
SRX2391494,-2.3367974981,0.16651981030000002,-0.3726353283
SRX2391495,0.18196592220000002,0.014069373100000001,0.013629433100000001
SRX2391496,0.4965835203,0.0089584777,-0.1410483777
SRX2391497,0.1932809248,-0.0235427967,-0.2992241516
SRX2391498,0.4518633421,-0.2587817019,-0.1919072104
SRX2391499,-0.43302143,-0.24644766410000002,-0.2106737712
SRX2391500,-0.6788358565,-0.09211287180000001,-0.4396286763
SRX2391501,-1.0008741248,0.017315400800000002,-0.43113698440000003
SRX2391502,-1.3878991403,0.10647242130000001,-0.5285459621
SRX2391503,-0.7242900798,-0.0916118039,-0.7789340456
SRX2391505,-0.44541311990000004,-0.0331110313,-0.47990665450000003
SRX2391506,-0.9463631967,-0.0461462572,-0.40638696950000003
SRX2391507,-1.1070452815,0.1472780603,-0.4920680422
SRX2391508,-1.3356288766,-0.0815733439,-0.2794220631
SRX2391510,-1.0752927462,0.1628644928,-0.6138260592
SRX2391512,-0.9275074452000001,0.0778987927,-0.5289399786
SRX2391513,-1.2918990394,0.0352389719,-0.45414213950000004
SRX2391514,-1.857875527,0.0666002566,-0.48781659310000003
SRX5632598,0.2851033961,-0.21927705500000003,0.172211879
SRX5632599,0.6584303804,0.0068389657000000005,0.2852446293
SRX5632600,12.130437242,-0.39919583750000004,-0.034085819600000004
SRX5632601,8.8766347261,-0.15292812990000001,0.0714393256
SRX5632602,6.8953140472,-0.5413516662,0.7262429691000001
SRX5632603,11.843830971100001,-0.5255719177,-0.54570419
SRX5632604,8.7483827918,-0.4380107324,0.2129508923
SRX5632605,9.0603145855,-0.6924116879000001,0.14178574160000001
SRX5632606,3.0995995595,-0.023623925,0.2678849863
SRX5632607,-0.1364481864,-0.2769247087,-0.0398567252
SRX5632608,-0.023003720300000002,0.022569228400000002,-0.011565161000000001
SRX5632609,-0.06382669960000001,-0.0149231714,-0.0110295462
SRX5632610,1.4281581765,-0.059067987700000005,0.14964342960000002
SRX5632611,0.08683042,-0.007646057,0.0225947072
SRX5632612,1.6590163651,-0.3998425611,0.1396423013
SRX5632613,0.6525434294,-0.2961707172,0.6544630542000001
SRX5632614,0.2634960431,-0.0197029371,-0.312079486
SRX5632615,0.6966848617,-0.2057315476,-0.4423228079
ERX2874132,-0.6346144381000001,0.0648785776,0.1266565106
ERX2874133,3.1102041567,0.1318960147,-0.19509359999999998
ERX2874134,4.0130996239,-0.18930506100000002,-0.5672458622000001
ERX2874135,4.7002512124999996,0.048734282000000004,-1.1369997208
ERX2874136,5.2755062753,-0.1222527779,-1.1653131053
ERX2874137,4.9761257066,0.2651479138,-1.834437337
ERX2874138,6.5250579653,-0.18178306500000002,-0.3100348107
ERX2874139,8.2722866136,-0.0481881923,-0.3205994297
ERX2874140,-1.2843606173,0.0035004484000000003,-0.0232892471
ERX2874141,1.2843606173,-0.0035004484000000003,0.0232892471
ERX2874142,3.4069518643,0.2884841145,-0.9207812597
ERX2874143,5.9213881537,0.6061379563,-1.3071923027
ERX2874144,10.3185952274,-0.6059054221,-0.45955464420000003
ERX2874145,12.8427706634,-0.4301566023,-0.7959901979
ERX2874146,3.3987915639,-0.2255559323,0.4344459372
ERX2874147,7.0914661829,-0.1661942998,0.3504806305
SRX1300292,-1.2589928741,0.0654297724,-0.0056595274
SRX1300293,1.2589928741,-0.0654297724,0.0056595274
SRX1300299,-0.1102088551,0.0394489063,0.062111151
SRX1300300,1.4716568620000001,0.2651847274,-0.1246500822
SRX1300304,7.4078377623,-0.1274267449,-0.32022293760000003
SRX1300305,0.2208518934,-0.0156335277,-0.18921608780000002
SRX1300306,1.9970464649,-0.0681908374,-0.0718275669
SRX1300310,3.3158984822,-0.3039509496,0.0014180174
SRX1300311,2.8436262299,-0.18626809560000002,-0.0314311242
SRX7291195,4.9637867806,-0.0019092608000000001,0.25078108450000003
SRX7291196,4.626377849,0.0184901467,0.3183754319
SRX7291197,4.4216176208,0.0880267361,0.301183598
SRX7291198,-0.4799210667,0.0063945471,0.0474008011
SRX7291199,0.599247531,-0.0357761938,-0.0484154558
SRX7291200,-0.1193264643,0.0293816467,0.0010146547
SRX7291201,4.7194059208,0.0098731567,0.3186137509
SRX7291202,5.6455985854,-0.1897870955,0.30219993900000003
SRX7291203,5.1517775156,-0.0409235603,0.2917894999
SRX7291204,0.0883707132,-0.0254851513,0.09051329500000001
SRX7291205,-0.2087845354,0.0355440585,0.1174934251
SRX7291206,-0.010604547300000001,0.0057575253,0.11349563530000001
SRX2436955,7.2092239942,-7.3552758056,1.2565419311000001
SRX2436956,1.1708951852,0.7139563072,-0.8093952846
SRX2436957,1.8106204510000001,0.9185294265,-0.5522377374
SRX2436958,2.8608845635,0.7798311562,-0.2151484244
SRX2436959,7.5054500683,0.0845328856,-0.1374971984
SRX2436960,5.5720061822,0.196271321,0.2263643548
SRX2436961,7.5491109609,-0.21254939720000002,0.1338611287
SRX2436962,-3.9113736102,0.45666608210000004,0.2189045622
SRX2436963,0.1385901559,0.0023046192,-0.7429114568
SRX2436964,0.4231187342,0.030882746500000002,0.0881715998
SRX2436965,2.5836695055,0.9365946801,-0.8041098849
SRX2436966,0.1175322859,0.39447972600000003,0.7958109651
SRX2436967,8.033700773,-0.2747681118,-0.0253147293
SRX2436969,-0.4356422512,0.1197434681,-0.5291315211000001
SRX2436970,-0.0788799936,0.4314267907,0.861613673
SRX2436971,7.7718753032,-0.2345901954,0.0989163598
SRX2437029,-2.6947674283,0.456708999,0.1265679443
SRX2437030,6.1202960789,-7.8525940196,1.226954437
SRX2437031,-3.7789149927,0.2973060844,0.9211761875000001
SRX2437032,-2.9949355342,0.3124097697,0.9600903644000001
SRX2437033,0.4667256983,-0.1751172912,-0.823212393
SRX2437034,2.6123742026,0.9036193136,-0.6308114248000001
SRX2437035,5.6058350525,-7.5369515417,-0.1923440525
SRX2437036,5.491116629,-7.0361766568,-6.0176e-05
SRX2437037,-1.2648161565,-0.0131986588,0.1408796672
SRX2437038,-0.8832817847000001,0.1964461357,0.8741056694
SRX2437039,0.3061038803,0.1707039968,0.7605394983
SRX2437040,6.4117349973,-7.7499151628,-0.0228632045
SRX2437041,7.3811189428,-7.0926670476,1.3315944608999999
SRX2437042,-1.8537036751,-0.22741367480000002,-0.4763504617
SRX2437043,-0.3613520899,-0.0619256138,0.2004499127
SRX2437044,0.6463266504,-0.5844698577,0.0672969808
SRX4705203,2.114862331,1.2617788521,0.2288210901
SRX4705204,7.1657423572,0.013602002200000001,0.6101915694
SRX4705205,5.9113007758,-0.011886655900000001,0.576618225
SRX4705206,5.5014124296,0.0928465604,0.6110947582
SRX4705207,9.3637418446,1.4522089644,0.5652189377
SRX4705208,-0.3675923042,1.4799556311,-0.2131127912
SRX4705209,7.5390672909,1.2878835212,0.46224616560000004
SRX4705210,6.7112875563,0.5038059594000001,0.5648670378
SRX4705211,5.3857802857,0.360903352,0.2495908246
SRX4705212,5.7334113483,0.5015165093,0.25883636260000004
SRX4705213,-1.847088447,-0.2848580515,-0.3371452922
SRX4705214,-0.715865529,-0.061697307900000005,-0.4144919876
SRX4705215,1.6724878483999999,0.1678169173,0.0859386959
SRX4705216,-1.5034443510000002,-0.3500729039,-0.5315682872
SRX4705217,1.0174845527,0.2581440398,0.6184017657
SRX4705218,1.3764259258,0.2706673062,0.5788651053
SRX4705219,2.2173042373,0.4075951256,-0.5625498558
SRX4705220,2.299181031,0.4723477928,-0.31589760570000003
SRX4705221,6.8318399071,0.0966315491,1.1900981018
SRX4705222,2.915403448,0.4559032226,-0.2427241886
SRX4705223,1.8357818822,1.3849591353,0.9276404627
SRX4705224,1.3242627906,1.4019401177,0.0796417516
SRX4705225,6.3527904697,0.032233089300000003,0.2109846849
SRX4705226,4.9724092318,-0.0453090219,0.23533751830000002
SRX4705227,4.2574512724,0.0014162464,0.21035469750000002
SRX4705228,2.5717024402,0.2852736966,0.351986183
SRX4705229,2.4145005952,0.2818975743,0.13782204180000002
SRX4705230,2.480284074,0.9043918405,0.2137416066
SRX4705231,5.5532162952,0.2892210988,1.1509351128
SRX4705232,5.4980170558,0.2841031,1.210246552
SRX4705233,14.8621968123,-0.4692650607,0.9463787208000001
SRX4705234,2.9367436949,0.359532976,0.6894988855
SRX4705235,0.7021266657,1.0300605526,1.0535282181
SRX4705236,2.9188283967,0.06453909170000001,-0.1420939679
SRX4705237,2.2350274214,1.0883072748,0.9057751446000001
SRX4705238,1.0072413424,0.9656259972000001,1.1254304514
SRX2038319,-1.8606075688,0.1288576417,1.4426827544
SRX2038320,0.4317751381,-0.0383819357,0.6087812218
SRX2038321,0.30700258950000003,0.1318576497,1.453697321
SRX2038322,1.2358273439,0.019056687000000003,1.5126676941000001
SRX2038323,3.1477375789,-0.0419896674,1.1758653763
SRX2038324,3.4483667383,0.23862317660000001,0.7068659902000001
SRX2038325,-2.0473894009,0.1611058857,2.7404168595
SRX2038326,-0.732194305,0.4581252995,1.4055007212000001
SRX2038327,-3.2676685944,0.3172238424,1.5731943474999999
SRX2038328,-1.7635702625,0.1383090976,1.3286870738
SRX2038329,3.1748427701,-0.3716839181,-0.5334557359000001
SRX2038330,4.488674956,-0.2415756215,1.0691534304
SRX2038331,5.8855348832,-0.15906388330000001,-0.2272644741
SRX2038332,-0.7500502876,0.007812727200000001,1.2407535673
SRX2038334,2.6684919475,-0.12566082550000002,-0.2811494248
SRX2038335,3.5730595011,0.0504878854,0.3734034026
SRX2038336,3.2994094591,0.5392612067,1.0406558945
SRX2038337,1.3153436617,-0.1771450645,1.5872047917
SRX2038338,0.309865512,-0.0641102801,-0.5988409250000001
SRX2038339,0.9095107769,0.4335230942,1.4638075866
SRX2038340,0.4481435892,-0.1511554798,-0.065066414
SRX2038341,0.1686600683,-0.0774772219,-0.3694768094
SRX2038342,1.2728650241000001,-0.1502114202,-1.3381919271
SRX2038343,0.0043204502,0.1315080696,-0.3357301543
SRX2038344,0.7982847029,-0.0719380109,-0.4951080302
SRX2038345,0.8770804721000001,0.12563758,-0.4177804027
SRX2038346,0.0027445297,0.9592729955,0.8912843678
SRX2038347,-2.464684319,0.8334966567000001,0.7457290625
SRX2038348,-0.2615209126,1.0963381317,0.4106332983
SRX2038349,3.0496220269,-0.09922067500000001,-1.5295929048999999
SRX2038350,1.2861601565,-0.1683037611,-0.42164055240000003
SRX2038351,0.8920403905000001,0.12045115120000001,-1.8189793688
SRX2038352,1.0144226797,-0.10618114270000001,-0.6449885269
SRX2038353,3.1351420042,-0.4606796238,-1.0202695171
SRX2038354,2.5338811722,-0.2463820843,-0.4636976262
SRX2038355,3.0947544411,0.3616560525,-0.0876755152
SRX2038356,1.8926039785,-1.0284903831,0.2687374822
SRX2038357,1.5507420567999999,-0.0647473615,-0.8438418294000001
SRX2038358,1.7541978665,-0.0761053958,-0.8046802190000001
SRX2038359,1.1790218076,-0.09697300660000001,-0.1292274729
SRX2038360,1.3010149179,-0.2615945059,-1.3119733839
SRX2038361,0.1005568154,-0.162388314,-1.1567435402
SRX2038362,0.7067838034,0.06995235600000001,-0.5962353548
SRX2038363,0.7956821374,0.16927389210000002,-0.42237850050000003
SRX2038364,0.7150294364,-0.21989089520000002,-0.2330364484
SRX2038365,0.5407974923000001,0.8976741623000001,0.7267281071
SRX2038366,-2.2436731093,0.7015805322,1.633609074
SRX2038367,-0.0426494555,0.8552512050000001,0.5375879140000001
SRX2038368,2.5848734158,-0.3455777802,-1.2151198529
SRX2038369,1.5243059008,-0.3496650475,-0.9595485512
SRX2038370,2.7543582403,-0.3209950742,-0.9363784741000001
SRX2038371,3.5598936422,0.10337487640000001,-1.1393529857
SRX2038372,4.4258031695,-0.1810282464,-1.6868286117
SRX2038373,4.235565273,-0.1042635281,-1.0194093062
SRX2038374,4.382907784,0.17177478340000002,-2.0533163881
SRX2038375,1.7778603907,-0.3989806461,0.1201491622
ERX530520,-0.4635719868,0.0,0.16429681270000002
ERX530521,-0.9670884319,0.1430180401,-0.015058738600000001
ERX530522,-0.5931742359000001,0.0,0.1129815054
ERX530523,-2.4348988352,0.0,0.1308799863
ERX530524,0.4635719868,0.0,-0.16429681270000002
ERX530525,-0.5756649575,0.1810243454,0.10135033510000001
ERX530526,-0.632945937,0.0,-0.0248447382
ERX530527,-0.6026431239000001,0.3016847958,0.021092889
ERX3212443,0.3102029266,-0.5190136381,0.24784995
ERX3212444,1.1242287932,-0.3222420219,0.1064565189
ERX3212445,1.3912274136,-0.4530709885,0.005539048
ERX3212446,1.3792042549,-0.2782649171,-0.0982544908
ERX3212447,1.1689045812,-0.2806686959,-0.15643323380000002
ERX3212448,1.1082608665,-0.4037237883,0.0867734718
ERX3212449,0.27083202770000003,-0.0037651177,-0.033570588000000005
ERX3212450,-0.10142043390000001,-0.0090358951,-0.057117415000000005
ERX3212451,-0.1694115938,0.0128010128,0.090688003
ERX3212452,-1.5531770125,-0.093188196,0.1092855969
ERX3212453,-1.9797193289,-0.0238553789,0.1973599473
ERX3212454,-4.5846862441,-0.0313487078,0.0520428904
SRX7478973,-0.3422631559,0.0095465275,0.0126545278
SRX7478974,0.6777526606000001,0.0232059397,-0.0106326912
SRX7478975,-0.3354895047,-0.032752467300000004,-0.0020218365
SRX7478976,-0.7611063737,-0.15256787230000002,-0.129348762
SRX7478977,-0.0918264678,-0.12441594560000001,-0.0711125526
SRX7478978,-0.6773531775,-0.10435943240000001,-0.0494529187
SRX7478979,-1.2084500984,-0.4254753164,-0.0136252659
SRX7478980,-1.8888111311,-0.3196076483,0.040501495900000004
SRX7478981,-1.9873433566,-0.3156598178,0.0660673569
SRX7478982,-1.5243542747,-0.5449668212000001,0.0680506139
SRX7478983,-1.7184200073,-0.523218044,0.1463277796
SRX7478984,-1.8416293844,-0.5631612565,0.058645976
ERX1521038,-2.8099694656,-1.8529613086,0.8947661931
ERX1521039,-2.5187213017,4.4171410107,0.8245761367000001
ERX1521040,-2.8407550509,-1.9114182228,0.9172620950000001
ERX1521041,-4.0757006244,4.1511978614,0.4369839626
ERX1521042,-2.5709140804,-1.9114182228,0.7686354297
ERX1521043,2.2549429058,1.5058805974,-0.7693821899000001
ERX1521044,-0.9394818268,-1.8065297164,0.5138647472
ERX1521045,0.9394818268,1.8065297164,-0.5138647472
SRX621182,3.217435843,-1.6696986845000001,-2.0371496979
SRX621183,3.7796112749,-1.4652493593,-2.2684730482
SRX621184,-6.5133817917,-0.35889479760000004,-1.3068979798
SRX621185,-6.2081115943,-0.8014556473000001,-1.0530082661
SRX621188,-6.9007956543999995,-0.8388314320000001,-1.886946245
SRX621189,-7.874384876,-0.4152274681,-2.0984424845
SRX621190,0.6911443499000001,0.1043733763,-0.2592372978
SRX621191,-0.6911443499000001,-0.1043733763,0.2592372978
SRX621192,-1.8145830971999999,-1.5472205910999999,-1.4481975116
SRX621193,-1.280623012,-1.5531352302,-1.5487593325
SRX6489436,0.5338638223000001,-0.19100837710000002,0.5725168552000001
SRX6489437,1.4136544519,0.7087330881,0.5767602426
SRX6489438,0.5562682800000001,0.34349852080000004,0.5408314315
SRX6489439,-0.48500918260000003,0.1536742525,-0.3724250743
SRX6489440,0.1088254847,-0.0322767413,-0.5506885260000001
SRX6489441,0.3761836979,-0.1213975112,0.9231136003
SRX6489442,3.0733431912,0.21202446060000002,-0.015400114400000001
SRX6489443,0.09204930330000001,0.5987173526,-0.1280760356
SRX6489444,0.653177189,-0.1807484194,0.8585979411
SRX6489445,-1.3602823921,0.1036303247,-0.1118771202
SRX6489446,-0.0760231113,0.0875729346,-0.3732720155
SRX6489447,1.1901980969000001,-0.3900321698,0.8058659089
SRX6489448,6.0036478946,-0.5681724135,0.4054833875
SRX6489449,1.9643600764,0.019754427,-0.02338005
SRX6489450,8.2183730641,0.27332833030000003,0.9979107099000001
SRX6489451,-0.1382832739,-0.0690832475,-0.5737993512
SRX6489452,1.6080990109000002,0.6704954660000001,-0.3996532846
SRX6489453,1.0277672012,-0.2908193112,0.6080325268
SRX6489454,1.1294307524,-0.2406689964,-0.1255185965
SRX6489455,0.8376527377,0.14526903260000001,-0.7386780321
SRX6489456,1.389060599,-0.21581755660000002,0.6323031777
SRX6489457,3.5706548598,0.5535835338,0.41266472940000004
SRX6489458,5.8305931379,1.2081234349,0.5379466454
SRX6489459,5.3410740116,0.8957372423000001,0.917368182
SRX6489460,4.6356463865,0.6569229851,0.714406406
SRX6489461,5.4640526227,0.6167569178,0.48906684650000004
SRX6489462,3.6439435108,0.8316677062000001,1.106647775
SRX6489463,7.2032909952,0.1999734554,0.8958872998
SRX6489464,7.0197723286,0.2197027038,0.7264677902000001
SRX6489465,6.5474958913,0.25218964180000003,1.4966062456
SRX6489466,3.4540769699,0.5340236142,0.4676500039
SRX6489467,4.6747319822,1.0834013949,0.9145932295
SRX6489468,4.9097720142,1.0978565866,0.8961990470000001
SRX6489469,5.0380861174,0.9741019127,0.9549122993
SRX6489470,6.1136130324,0.6802497518,-0.0356378772
SRX6489471,3.8696125341,0.9403858490000001,0.7947546427000001
SRX6452027,-6.0363625522,-0.20978116330000002,0.6483579828
SRX6452029,0.4156959295,-0.0744435516,0.1013773724
SRX6452030,-7.9739889654,0.4468453882,0.7561082961000001
SRX6452031,-6.1100964651,-0.1340233916,0.4480533525
SRX6452044,-6.8396158743,-0.0619563058,0.4746197462
SRX6452045,-6.6095606252,0.0976427973,0.9323482898000001
SRX6452046,-6.0853688701,-0.21477502510000002,0.5534249098
SRX6452047,-7.6106231307000005,0.3342765871,1.5819909601000002
SRX6452048,-0.4156959295,0.0744435516,-0.1013773724
SRX6452059,-7.669505716,0.0047005741,1.5114326746
SRX1828491,0.1957181036,-0.7086893064,-0.22883507590000002
SRX1828492,1.2295766724,-0.6762833235,-0.16930334090000002
SRX1828493,0.4885153266,-0.5961064718,-0.0495267151
SRX1828494,-1.0268027437,-0.9389203311000001,-0.1082065834
SRX1828495,4.1817730943,0.3523185716,0.27176167630000003
SRX1828496,2.7637884547000002,0.2347033211,0.1478877247
SRX1828497,1.6722459469,-0.0167791524,0.0989071549
SRX1828498,2.4521913725,0.1179135661,0.092265601
SRX1828499,0.4360184339,-0.13920940210000002,-0.1910441595
SRX1828500,-0.1170310482,-0.3839734456,-0.2720639669
SRX1828501,0.6915521652000001,-0.0986806617,-0.10026415400000001
SRX1828502,1.9373525996,0.1994489292,0.1267075309
SRX1828503,0.5033332260000001,-0.4435333853,-0.0752220175
SRX1828504,2.393416664,-0.4244188257,-0.1755236102
SRX1828505,-0.1308242603,-0.1329093335,-0.167099086
SRX1828506,-0.0781154978,-0.4127689734,-0.3144100777
SRX1828507,-0.005129352,0.0866657269,-0.0172169932
SRX1828508,0.005129352,-0.0866657269,0.0172169932
SRX3796953,0.2361822285,-0.011919778300000001,-0.093145789
SRX3796954,-0.2361822285,0.011919778300000001,0.093145789
SRX3796955,-5.0509284225,-0.20470735180000002,0.1545839931
SRX3796956,-7.2676479664,0.1806692184,0.5016686799
SRX3796957,-12.6919436412,0.1726251009,0.2930838522
SRX3796958,-13.5327914011,0.0196643383,0.4443584974
SRX3796959,3.5099502853,0.2249489489,0.1499765312
SRX3796960,3.7168417698000003,0.1194383926,0.0832177955
SRX3796961,1.0422266834,-0.6919210905000001,0.1494158533
SRX3796962,1.3648054157,-0.5639088368,0.0520250297
SRX3796963,-12.3173818871,-0.0544059229,-0.5083392594
SRX3796964,-11.6656247547,-0.014093932000000002,-0.1052962085
SRX3796965,-2.6018999843,-0.4503003694,-1.060972326
SRX3796966,-2.3565259006,-0.4641175329,-1.0260900458
SRX3796967,4.4801326915,-1.0025144526,0.5162780332
SRX3796968,1.8646384421,-1.1404914458,-0.1665471899
SRX3796969,-3.5835189972,-0.8909438317,-0.25053451520000003
SRX3796970,1.1235501791,-0.5318614534,-0.2176500094
SRX3796971,4.4286045414,0.0033368332,-0.1135008517
SRX3796972,5.2433077349,0.0118921209,-0.1418917681
SRX3796973,-1.2260987724,-0.5675203342,0.8887595407000001
SRX3796974,0.6214533364,-0.5965645774,0.9354712413
SRX3796975,-9.8148813183,-0.09172600310000001,-0.114380222
SRX3796976,-9.0316325704,-0.2604633833,-0.4618928782
SRX3796977,2.8182983515,0.0257724632,-0.1224464358
SRX3796978,1.7992340881,-0.0743060465,0.2983490954
SRX3796979,0.9749703209,-0.7908679979000001,-0.24434000990000002
SRX3796980,1.7496676052,-0.5605540760000001,0.0135024936
SRX3796981,-10.9294823661,0.1988388559,-0.0888189655
SRX3796982,-11.6403146128,0.2155505949,0.0958785737
SRX3796983,-3.8195376223,-0.4247212359,-1.0485301634
SRX3796984,-3.3008437871,-0.4265440585,-0.9506783407
SRX3796985,3.8461480616,-0.8679103318,0.0092334253
SRX3796986,0.5505004023,-0.8983829466000001,0.24535617110000002
SRX3796987,-7.4729188903,-0.3971189492,0.047163355000000004
SRX3796988,-6.8923121848,-0.24081092610000002,0.5261040576
SRX2568270,0.4348385031,0.08827390900000001,0.1562382721
SRX2568271,3.0743117858,-0.23167562300000002,0.6331112553
SRX2568272,3.4394134137,0.2629024821,0.6614788326000001
SRX2568273,2.1954166353,0.43528731260000003,0.24987335840000002
SRX2568274,1.2795793056,0.3820487614,0.0917625044
SRX2568275,-0.4348385031,-0.08827390900000001,-0.1562382721
SRX2568276,2.4705645904,-0.2043366113,0.0567651034
SRX2568277,1.3387659278,-0.32261156550000003,0.7709594122000001
SRX2568278,1.2276158332,0.5355032213,-0.0509849852
SRX2568279,3.1420076387,0.39596403090000004,0.0225987589
SRX3421856,-0.3519011295,-0.0188473862,-0.0052523366
SRX3421857,0.3519011295,0.0188473862,0.0052523366
SRX3421858,-3.2813975472,0.8768952831,0.570603653
SRX3421859,-3.3058262367,0.7943170451,0.6901759176000001
SRX3421860,0.8227943171000001,0.0022417352,1.5424410397
SRX3421861,-0.2501828741,-0.1816462398,1.5776798909
SRX3421868,-6.1324980322,0.3641228837,2.225918038
SRX3421869,-5.9640967099,0.46529772480000003,1.9230280871
SRX2606337,0.5129347752,0.0143233844,-0.1894888166
SRX2606338,0.9568361178,-0.5673512663,-0.0070085912
SRX2606339,0.6350309606,-0.9106348201000001,0.1387935465
SRX2606340,2.6444467651,-0.7654763169000001,1.1480823992
SRX2606341,-2.8774036494,0.10413819610000001,0.553251837
SRX2606342,-2.2445208523,0.1963005887,2.2675264486
SRX2606343,-1.9372959818000002,0.5268947778,2.6073396528
SRX2606344,-7.6825733801,-0.0169749804,1.1005582828
SRX2606345,-11.9703394884,0.1514677783,1.4531342244
SRX2606346,0.9684230901,0.0907918983,0.3869285342
SRX2606347,-0.1157886489,-0.0046689013,0.06269682730000001
SRX2606348,0.8095131507000001,-0.426649692,0.0100486958
SRX2606349,1.2769182018,-1.0217004236,0.5188256616
SRX2606350,2.4866464259,-0.7745977194,1.1551031202
SRX2606351,-2.2529302749,0.1257959895,0.9031231929
SRX2606352,-0.716133106,0.1732554926,2.3014184749
SRX2606353,-1.0551585418,0.4697261488,0.8161729794
SRX2606354,-7.5781163603,-0.11645100400000001,1.18477867
SRX2606355,-12.0122637483,0.1571979088,1.4069757974
SRX2606356,0.5000928627,-0.6415963887,0.4216682631
SRX2606357,-0.3971461263,-0.0096544831,0.1267919893
SRX2606358,0.6861675572,-0.3169365246,0.0051995689
SRX2606359,1.3186677518,-0.748058828,0.8339415168000001
SRX2606360,2.6792246081,-0.642971501,0.9644064039
SRX2606361,-2.8635909105,0.1558185043,-0.8350756355000001
SRX2606362,-2.7292900383000003,0.1043121531,1.9415273842
SRX2606363,-1.5189472487,0.6420763381,1.9147132720000002
SRX2606364,-7.8537383022,-0.1316689648,1.1322130394
SRX2606365,-12.5819363126,0.09705247630000001,1.5095176118
SRX2606366,0.8691636215,-0.6977402275,0.6635232554
SRX3648427,2.8084624729,-0.7516619417,0.48992119580000004
SRX3648428,1.3833142037,-1.1496425843,0.3120800843
SRX3648429,1.495739901,-0.9921913121,0.1877009152
SRX3648430,2.9197297699,0.006689497000000001,0.0630767935
SRX3648431,3.1782803250000002,0.078838191,0.0691725602
SRX3648432,-0.0333540495,0.0518871206,-0.1545204794
SRX3648433,0.8845868364,-0.1923720784,0.1929939407
SRX3648434,-0.0389014839,-0.0085819389,0.0693341213
SRX3648435,-1.0614167331,-0.0053562109,-0.4425272645
SRX3648436,1.1141702246,-0.6587832035,-1.2325982184
SRX3648437,0.06522216930000001,-0.9242868331,-0.9705946505
SRX3648438,1.2513337358,-0.7405011435000001,-1.0401167738
SRX3648439,1.0050553563,-0.1190072798,-0.1261411765
SRX3648440,-0.5814025648,-0.0044759721,-0.1977983036
SRX3648441,-1.2796052011999999,-0.06839568160000001,-0.5428522547
SRX3648442,1.7222930693,-0.49915717730000003,-0.7008032636
SRX3648443,0.7484789803,-0.9562176016,-0.9762081964
SRX3648444,0.8360368560000001,-0.8397931040000001,-1.2619941227
SRX3648445,1.370156846,-0.6163406841,0.2438998293
SRX3648446,0.7207992637,-0.6206016748000001,0.26576712140000003
SRX3648447,0.7956554649,-0.5586389879,0.0780191361
SRX3648448,0.4454335579,-0.1166496013,0.1598698194
SRX3648449,0.7507867210000001,-0.051026380600000004,0.10642429290000001
SRX3648450,-0.0178555404,-0.1833504845,0.0510856679
SRX3648451,-0.0836373417,0.0806954445,0.1552387405
SRX3648452,-0.7195650925,0.0191679243,-0.26248649690000003
SRX3648453,-0.3751623043,0.2511630976,-0.2101320238
SRX3648454,2.256385209,-0.7860369249,-0.9780117109
SRX3648455,0.11410740130000001,-1.2163194972,-1.1075124308
SRX3648456,0.5108184714,-0.8969322540000001,-0.8407783841
SRX3648457,2.0937878926,-1.3651194326,0.4302949447
SRX3648458,1.2795791815,-1.2914137657,0.45006282140000003
SRX3648459,0.3173709084,-1.0983352413,-0.0423093921
SRX3648460,0.19806583360000002,-0.0289735559,-0.0001481002
