,SP5448_04250
SRX1726505,0.1532686611
SRX1726506,-0.12253286890000001
SRX1726507,-0.0307357922
SRX1726508,-1.2365124447
SRX1726509,-1.1688112317
SRX1726510,-0.6546816452
SRX1726511,-1.5470553611
SRX1726512,-1.390717491
SRX1726513,-1.2772789785
SRX1081650,0.3377384432
SRX1081651,0.20700008420000002
SRX1081652,-0.0410014583
SRX1081653,0.2290103436
SRX1081654,0.2720484214
SRX1081655,0.0736730811
SRX1081656,-0.0824805163
SRX1081657,0.203440585
SRX1081658,0.19624635510000002
SRX1081659,-0.8825054138
SRX1081660,0.0686224244
SRX1081661,-0.07607476590000001
SRX1081662,0.008796712
SRX1081663,0.1394893543
SRX1081664,0.1770211937
SRX1081665,-0.3376227006
SRX1081666,0.0887743638
SRX1081668,0.112877296
SRX1081669,-0.28472384640000004
SRX1081670,-0.30450426480000004
SRX1081671,-0.1058256917
SRX1081672,-1.0603690834
SRX1081673,-0.8161955717
SRX1081674,-0.9293901931
SRX1081675,-0.7734999898
SRX1081676,-0.49580902320000003
SRX1081677,-0.8797641967000001
SRX1081678,-0.8788249828
SRX1081679,-0.9799047509000001
SRX1081680,-1.1446754383
SRX1081681,-0.6895196966
SRX1081682,-0.8366000974000001
SRX1081683,-1.0071546733
SRX1081684,-0.9942531357000001
SRX1081685,-1.2891867351
SRX1081686,-1.0857522787
SRX1081687,-1.1043263479
SRX1081688,-1.4438061727
SRX1081689,-1.2092847713000001
SRX1081690,-0.7568747031
SRX1081691,-0.8799738169
SRX1081692,-0.8185857632
SRX1962715,0.0057283635
SRX1962716,-0.0278432458
SRX1962717,0.0221148823
SRX1962718,-1.7340070583
SRX1962719,-0.5809929019
SRX1962720,-0.5101033468
SRX1962721,-0.5055269622
SRX4892146,-0.064519772
SRX4892147,-0.0277930701
SRX4892148,0.0903152973
SRX4892149,0.0019975448000000002
SRX4892150,0.3225094609
SRX4892151,0.2988004705
SRX4892152,0.3139011436
SRX4892153,0.22632157930000002
SRX4892154,0.2987857349
SRX4892155,0.38717103
SRX4892156,0.2934705492
SRX4892157,0.3908574195
SRX4892158,-0.1811120765
SRX4892159,-0.1351671455
SRX4892160,-0.2771235025
SRX4892161,-0.2667916911
SRX7620814,-0.2761488334
SRX7620815,-0.3998776127
SRX7620816,-0.38507858370000003
SRX7620817,-0.9786931304
SRX7620818,-1.0033707998
SRX7620819,-1.0603627621
SRX7620856,0.45857406100000003
SRX7620857,-0.8345203566
SRX7620858,0.6545516028
SRX7620859,-0.662586479
SRX7620860,0.39363607700000003
SRX7620861,-0.5043694905
SRX7620862,0.3566099388
SRX7620863,-0.30234855
SRX7620864,0.45094535620000004
SRX7620865,-0.6854423504
SRX7620866,0.25354973470000003
SRX7620867,-0.24369605300000002
SRX2161502,0.0396940961
SRX2161503,-0.17367303180000002
SRX2161504,0.1339789357
SRX2161505,0.2311365736
SRX2161506,-0.2452518994
SRX2161507,-0.0227066835
SRX2161508,0.1810762102
SRX2161509,-0.0135914243
SRX2161510,-0.0407839411
SRX2161511,0.0904881625
SRX2161512,-0.1165042231
SRX2161513,-0.042674572300000005
SRX2161514,-0.4326593387
SRX2161515,-0.5540160458
SRX2161516,-0.46107916120000003
SRX2161517,-0.2525938368
SRX2161518,-0.09996198170000001
SRX2161519,0.0738150348
SRX2161520,-0.2217502748
SRX2161521,-0.308778693
SRX2161522,-0.1796774518
SRX2161523,0.8500270639
SRX2161524,0.8015319086
SRX2161525,0.34340028770000003
