,new_1905706_1905808
LBexp_1,7.2294
LBexp_2,7.1215
LBexp_3,7.2299
LBtran_1,7.2305
LBtran_2,7.0489
LBtran_3,7.1365
LBstat_1,7.289
LBstat_2,7.4404
LBstat_3,7.4464
LBGexp_1,7.2685
LBGexp_2,7.3104
LBGexp_3,7.3289
LBGtran_2,7.5361
LBGtran_3,7.4901
LBGstat_1,7.6314
LBGstat_2,7.3626000000000005
LBGstat_3,7.7439
S0_1,6.7482
S0_2,7.1312
S0_3,7.2358
S1_1,7.0694
S1_2,7.0453
S1_3,6.8391
S2_1,8.5399
S2_2,8.8261
S2_3,8.4844
S3_1,14.2951
S3_2,14.3755
S4_1,14.4964
S4_2,14.4959
S4_3,14.6193
S5_1,13.7401
S5_2,14.076
S5_3,14.4804
S6_1,13.7024
S6_2,11.5283
S6_3,14.1931
S6/t_1,14.0375
S6/t_2,10.5367
S6_4,12.9773
S6_5,13.9661
S6_6,14.2061
S7_4,13.487
S7_5,13.2949
S7_6,13.3189
S8_4,12.7181
S8_5,11.0186
G135_1,7.8877
G135_3,7.5667
G150_1,7.6329
G150_2,7.6333
G150_3,7.7532
G180_1,7.8102
G180_2,7.5459
G180_3,7.4864
C30_1,9.3795
C30_2,9.0383
C90_1,8.2248
C90_2,6.8738
BI_1,6.8829
BI_2,7.0812
BC_2,8.8484
BC/t_1,8.7472
BC/t_2,10.1827
BC_1,8.1264
Sw_1,6.7065
Sw_2,6.8061
BT_1,14.1164
BT_2,13.0567
B36_1,13.7943
B36_2,13.7888
B60_1,12.6798
B60_2,12.4031
M9exp_1,7.5635
M9exp_2,7.5241
M9exp_3,7.1783
M9tran_1,7.4386
M9tran_2,7.4932
M9tran_3,7.3031
M9stat_1,12.0957
M9stat_2,9.5183
M9stat_3,9.3021
M+G_1,9.1451
M+G_2,7.3133
M+G_3,7.2069
Glu_1,8.4586
Glu_2,7.2961
Glu_3,7.4905
Fru_1,7.1783
Fru_2,7.8836
Fru_3,7.5741
Mal_1,6.9779
Mal_2,7.5396
Mal_3,7.2776
G+S_2,12.2533
G+S_3,13.0071
Pyr_1,12.1431
Pyr_2,12.4647
Pyr_3,12.2718
Gly_1,7.8868
Gly_2,7.8419
Gly_3,7.9682
Glucon_1,9.8501
Glucon_2,9.2391
Glucon_3,8.2581
aero_1,7.7542
aero_2,7.221
aero_3,7.4284
nit_1,11.202
nit_2,9.5466
nit_3,11.099
ferm_1,10.5323
ferm_2,8.8109
ferm_3,11.0515
T-5.40H_1,9.7094
T-4.40H_1,8.574300000000001
T-3.40H_1,7.8593
T-2.40H_1,7.497
T-1.40H_1,7.3018
T-1.10H_1,7.1907
T-0.40H_1,6.9747
T0.0H_1,6.9483
