,A,Zur
R2,,0.08839026983128406
xmin,,-3.085685662455652
xmid,,-0.6138701955773075
xmax,,1.8009428179891458
ystart,,3.7124863065945
yend,,-6.643834043179896
SRX8138083,0.7562296240610697,-0.07006308646456816
SRX8138084,-0.592343144415901,0.09618622839887614
SRX8138085,-0.16388647964515676,-0.02612314193430887
SRX8138086,-1.5799712070983782,-0.3961914019420085
SRX8138087,-0.5193573424927951,-0.1273209527407788
SRX8138088,-1.3309604100453936,-0.1581481802380491
ERX4111143,0.6480452642761066,-0.06364197930399662
ERX4111144,-0.11016092696762124,0.03719009678121488
ERX4111145,-1.0611824765716362,-0.06557981342487551
ERX4111146,-0.4185546969420305,0.061879507519260635
ERX4111148,-0.6726654196355983,0.14695308515857966
ERX4111149,-0.9125073761058308,0.13459690372141342
ERX4111150,-0.8530437856919209,0.019757775291220803
ERX4111151,-0.6480452642760601,0.06364197930399572
ERX4111152,0.0276638538335978,-0.04962951711724184
ERX4111153,-1.2550199215217317,0.06844981042404541
ERX4111154,-0.2529236667805092,0.04013506302145053
ERX4111156,1.8292090326098127,-0.061309676662994576
ERX4111157,-0.8660757121464621,0.09680177170733906
ERX4111158,-0.7075562047550219,0.0021543242170301014
SRX5577041,0.4741774541098984,0.13034544085771582
SRX5577042,-0.2635145627692259,-0.06582061003115225
SRX5577043,0.3457951791274897,0.06076752314314859
SRX5577044,-0.5564580704681598,-0.12529235396971394
SRX5577045,1.9989283523106482,0.07690493339103187
SRX5577046,2.6915506403485607,-0.28261369760476995
SRX5577047,5.8278659037976395,-0.2713445589810597
SRX5577048,6.8849028191847275,-0.3990021650241813
SRX5577049,20.325850512619557,-0.6516692376100401
SRX5577050,21.128214654344664,-0.5138432131759672
SRX5577051,19.010193796120262,-0.8844863072666742
SRX5577052,18.85781745916346,-0.8769994131647776
SRX5577053,19.734681837127614,-0.3342705254701519
SRX5577054,23.071488707359194,-0.1934000314366076
SRX5577055,19.237258326507447,-0.5492922834884677
SRX5577056,22.350839425746337,-0.3225034813547252
SRX5577057,21.480546395633965,-0.2798021191439384
SRX5577058,22.344428084057316,-0.4572410039510002
SRX5577059,22.72309607024363,-0.3211639919993958
SRX5577060,22.284088553741167,-0.4826909104003354
SRX5577061,15.142311998260405,-0.5088065209903211
SRX5577062,20.3828221539938,-0.4752406361430826
SRX5577063,20.551759060696558,-0.6138699492332256
SRX5577064,18.554011048381728,-0.4172315659430872
SRX5577065,21.039460005789714,-0.9124029279938366
SRX5577066,17.529115325981948,-0.7741398088581368
SRX5577067,15.646620983165649,-0.7317732074873966
SRX5577068,17.433163798540136,-0.8438836852456006
SRX533166,1.169112909919185,0.07407249650674519
SRX533171,-1.169112909919202,-0.07407249650674608
SRX533786,14.822234753397828,-0.6266649649794722
SRX533787,-3.182234883603821,-0.7286950789710938
SRX533789,-5.880790961256009,-0.36132858256016653
SRX533791,-1.5908405139935908,-0.26576148927462384
SRX533792,20.829665547790192,-0.4004627257111588
SRX533793,9.829923997379126,-0.677505907654977
SRX533794,-0.6188203469560246,-0.15501636138584196
SRX533795,17.934135657782207,-0.2544740789555364
SRX4703435,0.5091040255692139,0.3261714818512642
SRX4703436,-0.019230709654581842,0.028536637509794183
SRX4703437,-0.4898733159145883,-0.3547081193610566
SRX4703438,3.2568240182134414,-1.5029742942298894
SRX4703439,3.112244767522981,-1.027396788067457
SRX4703440,2.5619655331610063,-0.7295037363637559
SRX6902408,0.11878455383829252,0.2188697732683078
SRX6902409,0.5039470523901164,0.11261564594741726
SRX6902410,-0.04063353118075125,0.07247956540772726
SRX6902411,0.2409150686832252,0.30399046945324226
SRX6902412,0.31750871084395776,0.4916059769623367
