,new_2100391_2100457_c
M9exp_1,7.9817
M9exp_2,8.1734
M9exp_3,7.7097
M9tran_1,8.1485
M9tran_2,7.9153
M9tran_3,8.2674
M9stat_1,9.1517
M9stat_2,9.0949
M9stat_3,8.3292
MG-0.1_1,7.5656
MG-0.1_2,7.2474
MG-0.1_3,8.2025
MG-0.2_2,7.7044
MG-0.2_3,8.4429
MG+5_1,7.7989
MG+5_2,7.331
MG+5_3,7.9118
MG+10_1,7.6394
MG+10_2,7.335
MG+10_3,7.4476
MG+15_1,7.8762
MG+15_2,8.0301
MG+15_3,7.8072
MG+25_1,7.4975
MG+25_2,7.3281
MG+25_3,7.8014
MG+45_1,8.0707
MG+45_2,7.1733
MG+45_3,7.8972
MG+60_2,7.6
MG+60_3,7.7181
MG+90_2,7.0014
MG+90_3,7.6788
MG+120_1,7.8768
MG+120_2,8.1251
MG+120_3,7.7024
MG+150_1,7.9275
MG+150_3,7.9287
GM-0.1_1,7.405
GM-0.1_2,8.8232
GM-0.1_3,7.9688
GM-0.2_1,7.6044
GM-0.2_2,8.4648
GM-0.2_3,8.2432
GM+5_1,7.6173
GM+5_2,7.6003
GM+5_3,7.9474
GM+10_2,7.3271
GM+10_3,7.51
GM+15_1,7.3888
GM+15_2,7.4888
GM+15_3,7.5338
GM+25_1,7.775
GM+25_2,7.8329
GM+25_3,7.7206
GM+45_1,7.4046
GM+45_2,7.1823
GM+45_3,7.925
GM+60_1,7.286
GM+60_2,7.0909
GM+60_3,7.5054
GM+90_1,7.5353
GM+90_2,8.1177
GM+90_3,8.0272
GM+120_1,7.5221
GM+120_3,8.5281
GM+150_1,8.0323
GM+150_2,7.2157
GM+150_3,8.4459
BT_1,9.7323
BT_2,9.8913
B36_1,10.3423
B36_2,10.7012
B60_1,10.369000000000002
B60_2,11.2528
S0_1,8.3158
S0_2,8.044
S0_3,8.4641
S1_1,8.5903
S1_2,8.7637
S1_3,8.4976
S2_1,9.321
S2_2,9.4561
S2_3,8.0819
S3_1,10.2311
S3_2,9.9061
S4_1,11.4518
S4_2,11.5588
S4_3,11.1023
S5_1,12.4134
S5_2,11.7931
S5_3,12.9075
S6_1,13.1275
S6_2,11.2768
S6_3,13.634
S6/t_1,13.3057
S6/t_2,10.5004
S6_4,12.5141
S6_5,12.6299
S6_6,13.0859
S7_4,13.469
S7_5,13.2792
S7_6,13.0889
S8_4,12.9094
S8_5,12.09
G135_1,8.323
G135_3,7.9641
G150_1,7.9921
G150_2,7.7481
G150_3,8.8854
G180_1,7.9278
G180_2,7.6592
G180_3,7.6768
T-5.40H_1,8.6728
T-4.40H_1,8.5717
T-3.40H_1,8.5721
