,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,2.8164978650666668,0.9012669902446021,3.0,0.0,1.7796134772,1.0,3.2578994051,2.0,3.4119807129,,,,,,,,,,
1,LB__LBtran,-0.052228797166666695,1.4470565116732501,3.0,3.0,1.5838680106,4.0,-0.57640142,5.0,-1.1641529821,,,,,,,,,,
2,LB__LBstat,2.3329498496000003,0.1419479902112543,3.0,6.0,2.2814313997,7.0,2.4934629944,8.0,2.2239551547,,,,,,,,,,
3,LB__LBGexp,1.6438058396,1.5603118266085718,3.0,9.0,3.421553239,10.0,1.0084743143,11.0,0.5013899655,,,,,,,,,,
4,LB__LBGtran,0.5169422936,0.6105915164262803,2.0,12.0,0.9486956954,13.0,0.0851888918,,,,,,,,,,,,
5,LB__LBGstat,10.018862492266665,4.4041755541749215,3.0,14.0,15.1042040317,15.0,7.5113823815,16.0,7.4410010636,,,,,,,,,,
6,Life Cycle__S0,-6.8375669707333335,0.6673915003249381,3.0,17.0,-6.2707771146999995,18.0,-6.6687745935,19.0,-7.573149204,,,,,,,,,,
7,Life Cycle__S1,-2.5744908005333333,0.410596209822737,3.0,20.0,-2.4045055666,21.0,-2.2761845619,22.0,-3.0427822731,,,,,,,,,,
8,Life Cycle__S2,-1.4004477016999999,1.0684177452383397,3.0,23.0,-0.2720653651,24.0,-1.5326881145,25.0,-2.3965896255,,,,,,,,,,
9,Life Cycle__S3,4.267571599949999,0.11123231305746722,2.0,26.0,4.1889184771,27.0,4.3462247228,,,,,,,,,,,,
10,Life Cycle__S4,4.348958015366667,1.2959964368616335,3.0,28.0,5.8057815974,29.0,3.9169505976,30.0,3.3241418511,,,,,,,,,,
11,Life Cycle__S5,5.001246747233333,0.2116528828015374,3.0,31.0,5.1117123858,32.0,5.1348126298,33.0,4.7572152261,,,,,,,,,,
12,Life Cycle__S6,0.7103128066125,4.103842427132161,8.0,34.0,2.5426910821,35.0,-6.561041109,36.0,3.1798894076,37.0,2.6340457228,38.0,-5.2445422934,39.0,2.9424676156,40.0,3.2517066258,41.0,2.9372854014
13,Life Cycle__S7,3.3788025872000005,0.6176304440762255,3.0,42.0,3.6268800666,43.0,2.6757038,44.0,3.833823895,,,,,,,,,,
14,Life Cycle__S8,1.1321570208499998,3.852622595951746,2.0,45.0,3.8563725838,46.0,-1.5920585421,,,,,,,,,,,,
15,Life Cycle__G135,3.59634696835,0.14246553438641618,2.0,47.0,3.4956086229,48.0,3.6970853138,,,,,,,,,,,,
16,Life Cycle__G150,0.8783313485333332,2.846828061443437,3.0,49.0,0.2192210095,50.0,3.9969025062,51.0,-1.5811294701,,,,,,,,,,
17,Life Cycle__G180,3.957177030066667,0.6090126439153435,3.0,52.0,3.6147609774,53.0,4.6603247481,54.0,3.5964453647,,,,,,,,,,
18,Stress Time Course__C30,-0.6675277608,0.13080006465897484,2.0,55.0,-0.7600173735,56.0,-0.5750381481,,,,,,,,,,,,
19,Stress Time Course__C90,-0.6135530300500001,0.591344978545307,2.0,57.0,-0.1954089857,58.0,-1.0316970744,,,,,,,,,,,,
20,Biofilm__BI,22.69700684075,1.993899754410702,2.0,59.0,21.2871068034,60.0,24.1069068781,,,,,,,,,,,,
21,Biofilm__BC,-0.07987326767499998,0.7431815034732855,4.0,61.0,-1.0488196665,62.0,0.1846696558,63.0,0.7195554991,64.0,-0.17489855910000002,,,,,,,,
22,Biofilm__Sw,7.7593763117,3.275159245275329,2.0,65.0,10.0752636235,66.0,5.4434889999,,,,,,,,,,,,
