,PSPTO_RS23530
SRX1828913,-0.0774644317
SRX1828914,-0.0207391203
SRX1828915,0.3030913941
SRX1828916,0.1791662877
SRX1828917,-0.22562696240000002
SRX1828918,-0.3444039719
SRX3983989,0.2825661758
SRX3983990,-0.6900209676
SRX3983993,-2.4225047798
SRX3983994,-2.7912955849000003
SRX3983995,0.28588356800000003
SRX3983996,-2.0184919521
SRX3983997,-2.1670984401
SRX3983998,0.2969618955
SRX3983999,-0.1122325596
SRX3984000,-0.1552384149
SRX3984001,-2.0994584739
SRX3984002,-1.4434711806
SRX3984003,-2.1636447406
SRX3984004,0.603116363
SRX3984005,-0.3871988692
SRX3984006,-2.2103391481
SRX3984007,-2.817821425
SRX3984008,-0.4368872757
SRX3984009,-0.31666122020000004
SRX3984010,-1.2583610544
SRX3984011,-0.0135785342
SRX3984012,-0.0484570343
SRX3984013,-0.6113646314
SRX3984014,0.5261242468
SRX3984015,-2.688576341
SRX3984016,1.097194577
SRX3984017,-1.2227159901
SRX3984019,-0.6286496239
SRX3984020,-2.0867513414
SRX3984021,-1.3353491199
SRX3984022,-1.6165650917
SRX3984023,0.0263481485
SRX3984024,-0.068368669
SRX3984025,-0.7244089795
SRX3984026,0.3083193984
SRX3984027,-0.31468616790000004
SRX3984028,-0.0110241577
SRX3984029,-0.6562127964000001
SRX3984031,-0.5583352968
SRX3984032,-1.1800106405
SRX3984034,0.0743810255
SRX3984035,-3.2571253413
SRX3984036,-0.4702324358
SRX3984037,-1.7933370084
SRX3984038,-0.6271694482
SRX3984039,-1.0467151525
SRX3984040,-0.21726840990000001
SRX3984041,-0.8413805789000001
SRX3984042,-2.2968831682
SRX3984043,-3.3736353307
SRX3984045,0.0020572582000000002
SRX3984046,0.2157726426
SRX3984047,-1.6424657221999999
SRX3984048,-2.2393593958
SRX3984049,-3.0979794062
SRX3984050,-1.7198736886
SRX3984051,-2.2929541284
SRX3984052,-0.1897946271
SRX3984056,-1.5029403990999999
SRX3984057,-1.6348694871
SRX3984058,-1.331228381
SRX3984059,-0.1630827397
SRX3984061,-0.1803363745
SRX3984062,-0.1101166475
SRX3984063,0.020373775900000002
SRX3984064,-0.1479357799
SRX3984065,0.1196998917
SRX3984066,0.6437605329
SRX3984067,0.0726870012
SRX3984068,0.3686365012
SRX3984069,-2.7185055159
SRX3984070,-2.2174340232
SRX3984071,-2.2445770894
SRX3984073,0.1567337635
SRX3984074,0.1452281
SRX3984077,-0.6003650357
SRX3984078,-0.4997204995
SRX3984079,-1.8589529188
SRX3984080,-0.3165018167
SRX3984082,0.08750276130000001
SRX3984084,-0.8673624203
SRX6997963,0.3688289662
SRX6997964,0.7845246316000001
SRX6997965,0.6624147490000001
SRX6997967,0.430480701
SRX6997968,0.24399682150000002
SRX6997969,-0.5279585955
SRX6997971,-0.7993096671000001
SRX6997972,-0.7723762018
SRX6997973,-0.3665038866
SRX3159100,-0.053103588300000004
SRX3159101,0.35605099290000003
SRX3159102,-0.0699912863
SRX3159103,-0.23295611830000001
SRX3159000,-1.3263277474000001
SRX3159001,-0.0797644263
SRX3159002,0.236172877
SRX3159003,0.7427333846
SRX3159004,0.9210368066
SRX3159005,-0.11618989910000001
SRX3159006,1.4512702366
SRX3159007,1.2388674823999999
SRX3159008,1.4801852027
SRX3159009,-1.3263277474000001
SRX3159010,-1.3263277474000001
SRX3159012,1.3285391519
SRX3159013,1.9924449272
SRX3159014,3.7302605894000003
SRX3159015,-1.3263277474000001
SRX3159016,2.4956045804
SRX3159017,2.4264262011
SRX3159018,-1.3263277474000001
SRX3159019,1.7708684824
SRX3159020,-1.3263277474000001
SRX3159021,1.9430837678000001
SRX3159022,-1.3263277474000001
SRX3159023,2.0653044572
SRX3159024,2.7221436898
SRX3159025,-1.3263277474000001
SRX3159026,2.7906717686
SRX3159027,-1.3263277474000001
SRX3159028,0.2086545395
SRX3159029,3.1851390305
SRX3159030,1.251706618
SRX3159034,-1.3263277474000001
SRX3159036,-1.3263277474000001
SRX3159037,1.3247605417
SRX3159041,0.7817742142
SRX3159042,1.3278796381
SRX3159043,-0.0785861001
SRX3159045,-1.3263277474000001
SRX3159047,1.094566222
SRX3159048,-1.3263277474000001
SRX3159049,-1.3263277474000001
SRX3159050,2.1093610499
SRX3159051,2.019841844
SRX3159052,0.5218310248
SRX3159053,1.8644985975
