,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,control__wt_glc,0.0,0.1204684487073628,2.0,0.0,-0.08518405700000001,1.0,0.08518405700000001,,,,,,,,
1,fur__wt_dpd,-0.38315822200000005,0.08673141261223524,2.0,2.0,-0.444486592,3.0,-0.321829852,,,,,,,,
2,fur__wt_fe,0.1674447595,0.10704964018727203,2.0,4.0,0.091749233,5.0,0.243140286,,,,,,,,
3,fur__delfur_dpd,-0.19498529050000002,0.042592704951099083,2.0,6.0,-0.1648677,7.0,-0.225102881,,,,,,,,
4,fur__delfur_fe2,0.222998727,0.07935807927882951,2.0,8.0,0.166884091,9.0,0.279113363,,,,,,,,
5,acid__wt_ph5,0.14356525050000002,0.0527023972779134,2.0,10.0,0.106299028,11.0,0.18083147300000002,,,,,,,,
6,acid__delgadx_ph5,0.42289607900000004,,1.0,12.0,0.42289607900000004,,,,,,,,,,
7,acid__delgadw_ph5,0.11212037750000002,0.29720342541101646,2.0,13.0,-0.09803418,14.0,0.32227493500000004,,,,,,,,
8,acid__delgade_ph5,0.0748568345,0.22391110750531742,2.0,15.0,0.233185897,16.0,-0.08347222800000001,,,,,,,,
9,oxidative__wt_pq,-0.36747257750000006,0.11557237417928291,2.0,17.0,-0.44919458700000003,18.0,-0.28575056800000004,,,,,,,,
10,oxidative__deloxyr_pq,0.1109359395,0.16272352148415378,2.0,19.0,-0.004126966,20.0,0.225998845,,,,,,,,
11,oxidative__delsoxr_pq,-0.250201224,0.3602566978250984,2.0,21.0,-0.504941178,22.0,0.00453873,,,,,,,,
12,oxidative__delsoxs_pq,-0.652600262,0.4195073062405577,2.0,23.0,-0.355963801,24.0,-0.9492367230000001,,,,,,,,
13,nac_ntrc__wt_csn,0.1700694495,0.27086302747458896,2.0,25.0,-0.021459634000000002,26.0,0.361598533,,,,,,,,
14,nac_ntrc__wt_cytd,0.348036626,0.2792858875835047,2.0,27.0,0.545521571,28.0,0.15055168100000002,,,,,,,,
15,nac_ntrc__wt_gln,0.559542816,0.17375638626153433,2.0,29.0,0.682407135,30.0,0.43667849700000005,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-0.07670539300000001,0.8887420015198629,2.0,31.0,0.551730103,32.0,-0.705140889,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,0.172414052,0.1971982460216474,2.0,33.0,0.311854269,34.0,0.032973835,,,,,,,,
18,nac_ntrc__bw_delnac_gln,0.39048688300000006,0.4641825177368904,2.0,35.0,0.062260277,36.0,0.7187134890000001,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-0.020159901000000008,0.1813457859714266,2.0,37.0,0.10807093400000001,38.0,-0.14839073600000002,,,,,,,,
20,misc__wt_no_te,0.0316186895,0.15507357363480215,2.0,39.0,0.141272265,40.0,-0.07803488600000001,,,,,,,,
21,misc__bw_delcbl,-0.24753406500000003,0.1460655671081053,2.0,41.0,-0.350818018,42.0,-0.144250112,,,,,,,,
22,misc__bw_delfabr,-0.3099327615,0.27918836978020456,2.0,43.0,-0.507348751,44.0,-0.112516772,,,,,,,,
23,misc__bw_delfadr,-0.055076274499999994,0.34896406605794045,2.0,45.0,-0.301831132,46.0,0.191678583,,,,,,,,
24,misc__nitr_031,-0.42711149800000003,,1.0,47.0,-0.42711149800000003,,,,,,,,,,
25,omics__wt_glu,-0.48456934949999997,0.017978754889986157,2.0,48.0,-0.497282249,49.0,-0.47185645,,,,,,,,
26,omics__wt_gly,-0.003857993500000002,0.04374467664996065,2.0,50.0,-0.034790151000000005,51.0,0.027074164,,,,,,,,
27,omics__wt_thr,2.024985795,0.20588358487484634,2.0,52.0,2.170567474,53.0,1.879404116,,,,,,,,
28,omics__bw_ac,0.2175681985,0.2724248934181552,2.0,54.0,0.410201688,55.0,0.024934709000000003,,,,,,,,
29,omics__bw_fum,-0.054238334,0.024156122461925222,2.0,56.0,-0.071319292,57.0,-0.037157376,,,,,,,,
30,omics__bw_glc,0.382677099,0.23403574311973854,2.0,58.0,0.54816536,59.0,0.21718883800000002,,,,,,,,
31,omics__bw_pyr,0.1811292525,0.2895863467132815,2.0,60.0,-0.023639217,61.0,0.385897722,,,,,,,,
32,ompr__wt_nacl,-0.44657511000000005,0.044740519878643,2.0,62.0,-0.478211435,63.0,-0.41493878500000003,,,,,,,,
33,ompr__bw_delompr_nacl,-0.5077372250000001,0.21674638976424482,2.0,64.0,-0.661000067,65.0,-0.354474383,,,,,,,,
34,minspan__wt_ade,1.209503391,,1.0,66.0,1.209503391,,,,,,,,,,
35,minspan__wt_glc,0.36704932533333334,0.388541735655903,3.0,67.0,0.583620323,68.0,0.599039351,69.0,-0.08151169800000001,,,,,,
36,minspan__wt_glc_anaero,0.6036862615,0.14101710399761191,2.0,70.0,0.703400412,71.0,0.5039721110000001,,,,,,,,
37,minspan__wt_trp,1.4774620760000001,,1.0,72.0,1.4774620760000001,,,,,,,,,,
38,minspan__bw_delcra_glc,0.8736957360000001,,1.0,73.0,0.8736957360000001,,,,,,,,,,
39,minspan__bw_delcra_trp,1.396834348,,1.0,74.0,1.396834348,,,,,,,,,,
40,minspan__bw_delmntr,0.255557708,,1.0,75.0,0.255557708,,,,,,,,,,
41,minspan__bw_delnac_ade,0.11343541200000001,,1.0,76.0,0.11343541200000001,,,,,,,,,,
42,minspan__bw_delnac_glc,1.2547243780000001,,1.0,77.0,1.2547243780000001,,,,,,,,,,
43,cra_crp__wt_ac,-0.46109748650000004,0.25919020206885657,2.0,78.0,-0.644372636,79.0,-0.27782233700000003,,,,,,,,
44,cra_crp__wt_fru,-0.5065209795000001,0.10617911961473975,2.0,80.0,-0.431441004,81.0,-0.5816009550000001,,,,,,,,
45,cra_crp__delcra_ac,0.09232525650000001,0.01416725417791904,2.0,82.0,0.08230749500000001,83.0,0.10234301800000001,,,,,,,,
46,cra_crp__delcra_fru,0.11793118250000001,0.5302399191687076,2.0,84.0,0.492867425,85.0,-0.25700506,,,,,,,,
47,cra_crp__delcra_glc,-0.19622833950000002,0.3088187743491469,2.0,86.0,0.02213951,87.0,-0.414596189,,,,,,,,
48,rpoB__wt_031,-0.007595247,,1.0,88.0,-0.007595247,,,,,,,,,,
49,rpoB__wt_044,0.116431088,,1.0,89.0,0.116431088,,,,,,,,,,
50,rpoB__wt_lb,-0.394280412,0.13252485408604478,2.0,90.0,-0.48798963500000003,91.0,-0.300571189,,,,,,,,
51,rpoB__rpoBE546V_031,0.18863433300000002,,1.0,92.0,0.18863433300000002,,,,,,,,,,
52,rpoB__rpoBE546V_044,-0.203942639,,1.0,93.0,-0.203942639,,,,,,,,,,
53,rpoB__rpoBE546V_lb,-0.20429967300000001,0.14965787320328597,2.0,94.0,-0.09847557600000001,95.0,-0.31012377,,,,,,,,
54,rpoB__rpoBE546V_glc,0.9583383780000001,,1.0,96.0,0.9583383780000001,,,,,,,,,,
55,rpoB__rpoBE672K_glc,0.353499813,0.1155842373097509,2.0,97.0,0.271769415,98.0,0.43523021100000003,,,,,,,,
56,rpoB__rpoBE672K_lb,0.20881990250000002,0.1557635981303688,2.0,99.0,0.09867840600000001,100.0,0.31896139900000003,,,,,,,,
57,crp__wt_fru,-0.205229866,,1.0,101.0,-0.205229866,,,,,,,,,,
58,crp__wt_glyc,-0.019579857500000002,0.06363602598251544,2.0,102.0,-0.064577323,103.0,0.025417608,,,,,,,,
59,crp__delar1_glyc,0.002041827000000003,0.1214249195233619,2.0,104.0,0.08790221100000001,105.0,-0.083818557,,,,,,,,
60,crp__delar1ar2_glyc,0.27138319299999997,0.1840556103600007,3.0,106.0,0.289425239,107.0,0.078970973,108.0,0.445753367,,,,,,
61,crp__delar2_glyc,-0.457655934,0.3952471300930124,3.0,109.0,-0.8569908530000001,110.0,-0.449349418,111.0,-0.066627531,,,,,,
62,crp__delcrp_fru,-0.17896107966666666,0.13423088315864587,3.0,112.0,-0.146051033,113.0,-0.064245883,114.0,-0.326586323,,,,,,
63,crp__delcrp_glc,-0.38171061033333337,0.43668682715730733,3.0,115.0,0.117250398,116.0,-0.568152879,117.0,-0.69422935,,,,,,
64,crp__delcrp_glyc,-0.5725111183333335,0.0667799578960798,3.0,118.0,-0.643970793,119.0,-0.5618750840000001,120.0,-0.511687478,,,,,,
65,glu__glu_ale3,-0.43848923900000003,,1.0,121.0,-0.43848923900000003,,,,,,,,,,
66,glu__glu_ale4,-0.511274444,,1.0,122.0,-0.511274444,,,,,,,,,,
67,glu__glu_ale5,0.10593107800000001,,1.0,123.0,0.10593107800000001,,,,,,,,,,
68,glu__glu_ale6,-0.39908650100000004,,1.0,124.0,-0.39908650100000004,,,,,,,,,,
69,glu__glu_ale8,-0.415892454,,1.0,125.0,-0.415892454,,,,,,,,,,
70,glu__glu_ale9,-0.48429252500000003,,1.0,126.0,-0.48429252500000003,,,,,,,,,,
71,glu__glu_ale10,0.640462238,,1.0,127.0,0.640462238,,,,,,,,,,
72,42c__wt_42c,-0.09538626800000001,,1.0,128.0,-0.09538626800000001,,,,,,,,,,
73,42c__42c_ale1,0.190093429,,1.0,129.0,0.190093429,,,,,,,,,,
74,42c__42c_ale2,-0.376370922,,1.0,130.0,-0.376370922,,,,,,,,,,
75,42c__42c_ale3,0.09449855400000001,,1.0,131.0,0.09449855400000001,,,,,,,,,,
76,42c__42c_ale4,-0.49720315000000004,,1.0,132.0,-0.49720315000000004,,,,,,,,,,
77,42c__42c_ale5,0.999233475,,1.0,133.0,0.999233475,,,,,,,,,,
78,42c__42c_ale6,0.07473739700000001,,1.0,134.0,0.07473739700000001,,,,,,,,,,
79,42c__42c_ale8,0.583723909,,1.0,135.0,0.583723909,,,,,,,,,,
80,42c__42c_ale9,-0.31421848700000005,,1.0,136.0,-0.31421848700000005,,,,,,,,,,
81,42c__42c_ale10,0.330822151,,1.0,137.0,0.330822151,,,,,,,,,,
82,ssw__wt_ac,0.076642502,,1.0,138.0,0.076642502,,,,,,,,,,
83,ssw__wt_glc,0.920219297,,1.0,139.0,0.920219297,,,,,,,,,,
84,ssw__wt_glyc,0.8961417410000001,,1.0,140.0,0.8961417410000001,,,,,,,,,,
85,ssw__wt_xyl,0.883285631,,1.0,141.0,0.883285631,,,,,,,,,,
86,ssw__glc_ale1,0.363320819,,1.0,142.0,0.363320819,,,,,,,,,,
87,ssw__glc_ale2,0.974822167,,1.0,143.0,0.974822167,,,,,,,,,,
88,ssw__glc_ale3,0.20476264600000002,,1.0,144.0,0.20476264600000002,,,,,,,,,,
89,ssw__glyc_ale1,0.765046988,,1.0,145.0,0.765046988,,,,,,,,,,
90,ssw__glyc_ale2,0.5332084340000001,,1.0,146.0,0.5332084340000001,,,,,,,,,,
91,ssw__xyl_ale1,1.4382273300000001,,1.0,147.0,1.4382273300000001,,,,,,,,,,
92,ssw__xyl_ale2,0.9410584310000001,,1.0,148.0,0.9410584310000001,,,,,,,,,,
93,ssw__xyl_ale3,1.533567367,,1.0,149.0,1.533567367,,,,,,,,,,
94,ssw__glc_ac_ac2,1.7748966080000002,,1.0,150.0,1.7748966080000002,,,,,,,,,,
95,ssw__glc_ac_glc1,1.008148997,,1.0,151.0,1.008148997,,,,,,,,,,
96,ssw__glc_glyc_glc,1.016364288,,1.0,152.0,1.016364288,,,,,,,,,,
97,ssw__glc_glyc_glyc,0.600454201,,1.0,153.0,0.600454201,,,,,,,,,,
98,ssw__glc_xyl_glc,0.520316169,,1.0,154.0,0.520316169,,,,,,,,,,
99,ssw__glc_xyl_xyl,0.5989528740000001,,1.0,155.0,0.5989528740000001,,,,,,,,,,
100,ica__wt_glc,-0.07189196983333333,0.22295396717528862,6.0,156.0,-0.0030973240000000003,157.0,0.062141261,158.0,-0.477146675,159.0,-0.037932592,180.0,-0.139759347,181.0,0.164442858
101,ica__arg_sbt,-0.13414369050000002,0.5996912584948456,2.0,160.0,0.28990206500000004,161.0,-0.5581894460000001,,,,,,,,
102,ica__cytd_rib,0.033543724500000004,0.03526839391661946,2.0,162.0,0.058482245,163.0,0.008605204,,,,,,,,
103,ica__gth,-0.3645317295,0.1368681266747286,2.0,164.0,-0.267751349,165.0,-0.46131211,,,,,,,,
104,ica__leu_glcr,-0.055640769,0.16938294637624474,2.0,166.0,-0.175412599,167.0,0.064131061,,,,,,,,
105,ica__met_glc,0.021100683000000002,0.014075284334424015,2.0,168.0,0.011147954,169.0,0.031053412000000002,,,,,,,,
106,ica__no3_anaero,-0.056228388500000004,0.025492976421116167,2.0,170.0,-0.07425464500000001,171.0,-0.038202132,,,,,,,,
107,ica__phe_acgam,-0.437510403,0.17563123746544362,2.0,172.0,-0.313320364,173.0,-0.561700442,,,,,,,,
108,ica__thm_gal,-0.166074614,0.05742831363016853,2.0,174.0,-0.125466664,175.0,-0.206682564,,,,,,,,
109,ica__tyr_glcn,-0.0561952775,0.09205154897648764,2.0,176.0,-0.121285552,177.0,0.008894997,,,,,,,,
110,ica__ura_pyr,-0.061052007500000005,0.10197877522684387,2.0,178.0,0.011057876000000001,179.0,-0.133161891,,,,,,,,
111,ica__bw_delpurR_cytd,0.24110665850000002,0.24350205666402072,2.0,182.0,0.068924703,183.0,0.413288614,,,,,,,,
112,ica__ade_glc,0.19915852850000001,0.33983535852501545,2.0,184.0,0.43945841500000005,185.0,-0.041141358,,,,,,,,
113,ytf__wt_glc,0.046177406000000004,0.005903942814683084,2.0,186.0,0.042002688,187.0,0.050352124000000005,,,,,,,,
114,ytf__delyafC,0.748142414,0.05405364086010152,2.0,188.0,0.7863641100000001,189.0,0.709920718,,,,,,,,
115,ytf__delyeiE,0.4702090575,0.08949073348414933,2.0,190.0,0.533488562,191.0,0.406929553,,,,,,,,
116,ytf__delyiaJ,0.720237655,0.21814391702079552,2.0,192.0,0.8744886980000001,193.0,0.565986612,,,,,,,,
117,ytf__delyieP,0.5203272855000001,0.18397330355354105,2.0,194.0,0.6504160560000001,195.0,0.390238515,,,,,,,,
118,ytf__wt_ph5,0.3404509355,0.8075104491882407,2.0,196.0,-0.23054517900000002,197.0,0.91144705,,,,,,,,
119,ytf__wt_ph8,0.21287018350000003,0.27668593302372096,2.0,198.0,0.40851668300000005,199.0,0.017223684,,,,,,,,
120,ytf__delybaO,0.40927472100000006,0.03824733508370221,2.0,200.0,0.436319671,201.0,0.38222977100000005,,,,,,,,
121,ytf__delybaQ,-0.12590281250000002,0.13233623688769716,2.0,202.0,-0.21947866300000002,203.0,-0.032326962,,,,,,,,
122,ytf__delybiH,0.3576430225,0.23226473266796688,2.0,204.0,0.19340705500000002,205.0,0.52187899,,,,,,,,
123,ytf__delydcI_ph5,0.29900551350000004,0.17620638468623193,2.0,206.0,0.174408784,207.0,0.42360224300000004,,,,,,,,
124,ytf__delydcI_ph8,0.46639510250000005,0.12682827811311925,2.0,208.0,0.37671396700000004,209.0,0.5560762380000001,,,,,,,,
125,ytf__delyddM,0.14895723500000002,0.05693755323975382,2.0,210.0,0.18921816500000002,211.0,0.10869630500000001,,,,,,,,
126,ytf__delyheO,0.5354576015,0.08689561907028275,2.0,212.0,0.596902083,213.0,0.47401312,,,,,,,,
127,fps__bw_glc,0.150620354,0.3290608281390736,2.0,214.0,-0.08206078900000001,215.0,0.38330149700000005,,,,,,,,
128,fps__fps_thrA_ale1,0.40700668100000004,0.003613500913839951,2.0,216.0,0.409561812,217.0,0.40445155,,,,,,,,
129,fps__fps_thrA_ale2,0.8082328975,0.05176355321975572,2.0,218.0,0.771630538,219.0,0.8448352570000001,,,,,,,,
130,fps__fps_serB_ale1,0.19556615250000003,0.05017288398856463,2.0,220.0,0.23104373900000003,221.0,0.16008856600000002,,,,,,,,
131,fps__fps_serB_ale4,0.13239572500000002,0.04248581232609389,2.0,222.0,0.10235371900000001,223.0,0.162437731,,,,,,,,
132,fps__fps_ptsI_ale1,0.08990402950000001,0.16496475158145352,2.0,224.0,-0.026743665000000003,225.0,0.20655172400000002,,,,,,,,
133,fps__fps_ptsI_ale3,0.1045533055,0.055578906249566705,2.0,226.0,0.143853527,227.0,0.065253084,,,,,,,,
134,pal__lyx_ale2_f6,0.33945615500000004,,1.0,228.0,0.33945615500000004,,,,,,,,,,
135,pal__lyx_ale2,0.2748456255,0.1506982075906406,2.0,229.0,0.38140535000000003,230.0,0.16828590100000002,,,,,,,,
136,pal__lyx_ale4,-0.06986460350000004,0.6096772721887761,2.0,231.0,0.36124233,232.0,-0.5009715370000001,,,,,,,,
137,pal__5drib_ale10_f18,0.4305495305,0.14521853025888296,2.0,233.0,0.533234538,234.0,0.327864523,,,,,,,,
138,pal__5drib_ale10,0.395333975,,1.0,235.0,0.395333975,,,,,,,,,,
139,pal__arab_ale14_f9,0.05852842150000001,0.1560923363155831,2.0,236.0,0.16890237100000002,237.0,-0.051845528,,,,,,,,
140,pal__arab_ale14,0.16790466750000002,0.8245257604822586,2.0,238.0,0.750932424,239.0,-0.415123089,,,,,,,,
141,pal__arab_ale16,1.3352854920000001,0.09998630883069949,2.0,240.0,1.264584495,241.0,1.405986489,,,,,,,,
142,pal__tartr_ale26_f10,0.10369881100000002,0.42705017125318007,2.0,242.0,0.40566888300000004,243.0,-0.198271261,,,,,,,,
143,pal__tartr_ale26,0.38199352950000004,0.10086887779567646,2.0,244.0,0.45331859700000005,245.0,0.31066846200000003,,,,,,,,
144,pal__tartr_ale28_f10,-0.34630611050000004,0.21584754602959208,2.0,246.0,-0.49893337400000004,247.0,-0.19367884700000002,,,,,,,,
145,pal__tartr_ale28,0.0610766245,0.05708148694638468,2.0,248.0,0.10143933100000001,249.0,0.020713918,,,,,,,,
146,efeU__delmenFentC_citr,0.23250760600000003,0.17880723868584136,2.0,250.0,0.35894341700000004,251.0,0.10607179500000001,,,,,,,,
147,efeU__delmenFentC,0.141694421,0.4432800495478592,2.0,252.0,-0.171751908,253.0,0.45514075,,,,,,,,
148,efeU__menFentC_ale39,0.717531129,0.02614986235738254,2.0,254.0,0.699040384,255.0,0.7360218740000001,,,,,,,,
149,efeU__menFentC_ale29,0.35866616900000003,0.1186292059867405,2.0,256.0,0.27478265300000004,257.0,0.442549685,,,,,,,,
150,efeU__menFentC_ale30,0.339430226,0.045767004165474516,2.0,258.0,0.307068067,259.0,0.371792385,,,,,,,,
151,efeU__menFentCubiC_ale36,0.19690757500000003,0.08239116573346812,2.0,260.0,0.13864822300000001,261.0,0.25516692700000004,,,,,,,,
152,efeU__menFentCubiC_ale37,0.3862777345,0.07786630670916199,2.0,262.0,0.44133752800000003,263.0,0.331217941,,,,,,,,
153,efeU__menFentCubiC_ale38,0.8547211050000001,0.24393240538658476,2.0,264.0,1.027207363,265.0,0.682234847,,,,,,,,
154,misc2__salc_glc,0.008443248999999986,0.36719020508375183,2.0,266.0,0.268085933,267.0,-0.251199435,,,,,,,,
155,misc2__dbcn_glc,-0.8974434765000001,0.04721367180778367,2.0,268.0,-0.8640583690000001,269.0,-0.930828584,,,,,,,,
156,misc2__tyr_glc,-0.0683552655,0.12015448551834136,2.0,270.0,0.016606786000000002,271.0,-0.153317317,,,,,,,,
157,misc2__arg_cytd,0.065130242,0.2221165716109357,2.0,272.0,-0.091929892,273.0,0.22219037600000002,,,,,,,,
158,misc2__delyheO_pyr,0.2755291455,0.04540741844693094,2.0,274.0,0.243421252,275.0,0.307637039,,,,,,,,
159,nquinone__delubiC,0.026675888000000002,0.20146104915152543,2.0,276.0,-0.115778586,277.0,0.169130362,,,,,,,,
160,nquinone__ubiC_ale1,0.239777005,0.045678747339687506,2.0,278.0,0.207477253,279.0,0.272076757,,,,,,,,
161,nquinone__ubiC_ale2,0.5495760485000001,0.05575611145157271,2.0,280.0,0.589001573,281.0,0.510150524,,,,,,,,
162,nquinone__ubiC_ale3,-0.339095753,0.2330080609940197,2.0,282.0,-0.174334173,283.0,-0.503857333,,,,,,,,
163,nquinone__ubiC_ale4,0.4606012585,0.3493022398760429,2.0,284.0,0.213607276,285.0,0.707595241,,,,,,,,
164,nquinone__delpdhR,0.033968848999999995,0.29474847299620993,2.0,286.0,-0.17444979500000002,287.0,0.242387493,,,,,,,,
165,quinone__glu_ale4,-0.20220487800000003,0.6118591371362613,2.0,288.0,0.23044486700000003,289.0,-0.6348546230000001,,,,,,,,
166,quinone__delmenF,0.152359043,0.1242356887775683,2.0,290.0,0.064511145,291.0,0.240206941,,,,,,,,
167,quinone__menF_ale5,0.2785701515,0.1707625180703007,2.0,292.0,0.399317486,293.0,0.157822817,,,,,,,,
168,quinone__menF_ale6,0.6326179575,0.28696311066272706,2.0,294.0,0.835531519,295.0,0.42970439600000004,,,,,,,,
169,quinone__menF_ale7,0.6169564045,0.03569542560127291,2.0,296.0,0.5917159270000001,297.0,0.642196882,,,,,,,,
170,quinone__menF_ale8,0.8207273695,0.3919056369887802,2.0,298.0,1.097846503,299.0,0.5436082360000001,,,,,,,,
171,quinone__delmenFubiC,-0.11640871850000001,0.15818703691725822,2.0,300.0,-0.22826384500000002,301.0,-0.004553592,,,,,,,,
172,quinone__menFubiC_ale1,0.494370251,0.1440380458932836,2.0,302.0,0.39251997200000005,303.0,0.59622053,,,,,,,,
173,quinone__menFubiC_ale2,0.45755847250000004,0.23847315000577463,2.0,304.0,0.626184454,305.0,0.288932491,,,,,,,,
174,quinone__menFubiC_ale3,0.387323338,0.03192729386941634,2.0,306.0,0.36474733200000004,307.0,0.409899344,,,,,,,,
175,quinone__menFubiC_ale4,0.9345357300000001,0.12570822592146724,2.0,308.0,1.023424869,309.0,0.8456465910000001,,,,,,,,
176,oxyR__wt_glc,-0.09576429250000001,0.14239913430194612,2.0,310.0,-0.19645568600000002,311.0,0.004927101000000001,,,,,,,,
177,oxyR__wt_h2o2,0.1858692235,0.1245107596794109,2.0,312.0,0.09782682100000001,313.0,0.273911626,,,,,,,,
