,-0.047936802323854805,0.047936802323854805,0.14381040697156441,0.23968401161927402,0.33555761626698366,0.4314312209146932,0.5273048255624029,0.6231784302101125,0.7190520348578221,0.8149256395055317,0.9107992441532413,1.0066728488009509,1.1025464534486604,1.19842005809637,1.2942936627440798,1.3901672673917893,1.4860408720394989,1.5819144766872084,1.677788081334918,1.7736616859826277
thresh,-0.09587360464770961,0.09587360464770961,1,,,,,,,,,,,,,,,,,
unreg,2234,1974,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],['yjiA'],['yjiX'],[],[],[],[],[],[],['btsT'],[],[],[],[],[],[],[],[],[]
