,b1632
control__wt_glc__1,5.9748624671
control__wt_glc__2,5.9259648477999995
fur__wt_dpd__1,5.5160409297
fur__wt_dpd__2,5.5469034538
fur__wt_fe__1,5.6262370896
fur__wt_fe__2,5.8966976494
fur__delfur_dpd__1,5.7848623907
fur__delfur_dpd__2,5.7876652708
fur__delfur_fe2__1,5.9350118387
fur__delfur_fe2__2,5.7993933205
acid__wt_ph5__1,5.5581019406
acid__wt_ph5__2,5.5114693667
acid__delgadx_ph5__1,5.8228252986
acid__delgadx_ph5__2,5.6753020571
acid__delgadw_ph5__1,5.5764968949
acid__delgadw_ph5__2,5.582101243
acid__delgade_ph5__1,5.582577721
acid__delgade_ph5__2,5.3427469792
oxidative__wt_pq__1,4.3679837234
oxidative__wt_pq__2,4.5400863824
oxidative__deloxyr_pq__1,4.5752869411
oxidative__deloxyr_pq__2,4.735409934
oxidative__delsoxr_pq__1,5.3136627624
oxidative__delsoxr_pq__2,5.3764023166
oxidative__delsoxs_pq__1,4.3226697364
oxidative__delsoxs_pq__2,5.0416959345
nac_ntrc__wt_csn__1,5.1322517018
nac_ntrc__wt_csn__2,5.2373248274
nac_ntrc__wt_cytd__1,5.5942333297
nac_ntrc__wt_cytd__2,5.2100596146
nac_ntrc__wt_gln__1,4.9000765228
nac_ntrc__wt_gln__2,5.0159355293
nac_ntrc__bw_delnac_csn__1,4.850074767
nac_ntrc__bw_delnac_csn__2,5.1031877202
nac_ntrc__bw_delnac_cytd__1,5.0244799086
nac_ntrc__bw_delnac_cytd__2,5.057231024
nac_ntrc__bw_delnac_gln__1,4.7752499577
nac_ntrc__bw_delnac_gln__2,4.8896255585
nac_ntrc__bw_delnac_nh4__1,5.5756493907
nac_ntrc__bw_delnac_nh4__2,5.4638379587
misc__wt_no_te__1,5.1531392658
misc__wt_no_te__2,5.5584171682
misc__bw_delcbl__1,5.7040912224
misc__bw_delcbl__2,5.7448395645
misc__bw_delfabr__1,5.5355870956
misc__bw_delfabr__2,5.679470495
misc__bw_delfadr__1,5.6878507454000005
misc__bw_delfadr__2,5.7492089767
misc__nitr_031__1,5.3831818641
omics__wt_glu__1,6.4653711989
omics__wt_glu__2,6.5517999135
omics__wt_gly__1,6.6531354381
omics__wt_gly__2,6.677718738
omics__wt_thr__1,6.4432891938
omics__wt_thr__2,6.6674216905
omics__bw_ac__1,5.6775360314
omics__bw_ac__2,5.7095494443
omics__bw_fum__1,5.8298261989
omics__bw_fum__2,5.9307235195
omics__bw_glc__1,6.0853313382
omics__bw_glc__2,6.0086252667
omics__bw_pyr__1,6.0413653259
omics__bw_pyr__2,5.9762074229
ompr__wt_nacl__1,5.1570102357
ompr__wt_nacl__2,4.9290363802
ompr__bw_delompr_nacl__1,4.4050147649
ompr__bw_delompr_nacl__2,4.6442719473
minspan__wt_ade__1,5.7232730807
minspan__wt_glc__1,5.0035897048
minspan__wt_glc__2,5.6089075349
minspan__wt_glc__3,5.3727164184
minspan__wt_glc__4,5.5557281241
minspan__wt_glc_anaero__1,4.9098977285
minspan__wt_glc_anaero__2,5.2365651702000005
minspan__wt_trp__1,4.4966907577
minspan__bw_delcra_glc__1,5.0206948231
minspan__bw_delcra_glc__2,5.1106747438
minspan__bw_delcra_trp__1,4.5125998888000005
minspan__bw_delmntr__1,5.5932182239
minspan__bw_delnac_ade__1,6.0542992826
minspan__bw_delnac_glc__1,5.3373998697000005
cra_crp__wt_ac__1,6.2237511032
cra_crp__wt_ac__2,6.0892368507
cra_crp__wt_fru__1,5.9562471894
cra_crp__wt_fru__2,6.1432812394
cra_crp__delcra_ac__1,4.4809067942
cra_crp__delcra_ac__2,4.6331372788
cra_crp__delcra_fru__1,5.6122040486
cra_crp__delcra_fru__2,5.8521706686
cra_crp__delcra_glc__1,5.6247844867
cra_crp__delcra_glc__2,5.4836983811
rpoB__wt_031__1,5.3886895918
rpoB__wt_044__1,5.2568208043
rpoB__wt_lb__1,5.2652539543
rpoB__wt_lb__2,5.3337265869
rpoB__rpoBE546V_031__1,5.4341140116
rpoB__rpoBE546V_044__1,5.0101252033
rpoB__rpoBE546V_lb__1,5.4875024222
rpoB__rpoBE546V_lb__2,5.6523960179
rpoB__rpoBE546V_glc__1,5.5567073635
rpoB__rpoBE672K_glc__1,5.4879016656
rpoB__rpoBE672K_glc__2,5.5841097926
rpoB__rpoBE672K_lb__1,5.9751996016
rpoB__rpoBE672K_lb__2,6.3286259255
crp__wt_fru__1,5.5085953838
crp__wt_glyc__1,5.4441264259
crp__wt_glyc__2,5.4099777051
crp__delar1_glyc__1,5.8898974303
crp__delar1_glyc__2,6.0891516706
crp__delar1ar2_glyc__1,5.455550184
crp__delar1ar2_glyc__2,5.4947334577
crp__delar1ar2_glyc__3,5.4548740083
crp__delar2_glyc__1,3.9285616247
crp__delar2_glyc__2,4.2277201082
crp__delar2_glyc__3,4.0868103249
crp__delcrp_fru__1,5.3362008385
crp__delcrp_fru__2,5.5805975594
crp__delcrp_fru__3,5.6883343018
crp__delcrp_glc__1,5.709567557
crp__delcrp_glc__2,5.7560258188
crp__delcrp_glc__3,5.7366216144
crp__delcrp_glyc__1,5.9633737369
crp__delcrp_glyc__2,6.0607253612
crp__delcrp_glyc__3,5.9249120949
glu__glu_ale3__1,5.2532948937
glu__glu_ale4__1,5.0123355018
glu__glu_ale5__1,5.285710853
glu__glu_ale6__1,5.5426059036
glu__glu_ale8__1,4.1631042662
glu__glu_ale9__1,5.4617138795
glu__glu_ale10__1,5.4575035005
42c__wt_42c__1,5.5497343554
42c__42c_ale1__1,4.1918774142
42c__42c_ale2__1,5.6461150684
42c__42c_ale3__1,6.3196574245
42c__42c_ale4__1,6.0146602605
42c__42c_ale5__1,6.3681261753000005
42c__42c_ale6__1,4.9027496292
42c__42c_ale8__1,6.0940261885
42c__42c_ale9__1,5.5540778301
42c__42c_ale10__1,5.7934650902
ssw__wt_ac__1,5.1547850402
ssw__wt_glc__1,5.5890944591
ssw__wt_glyc__1,4.4318837778
ssw__wt_xyl__1,5.5380031477
ssw__glc_ale1__1,4.2638262508
