,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,M9__M9exp,13.120233333333333,0.2659051021197845,3.0,0.0,13.4264,1.0,12.9872,2.0,12.9471,,,,,,,,,,
1,M9__M9tran,12.947600000000001,0.4463346166274805,3.0,3.0,12.7073,4.0,12.6729,5.0,13.4626,,,,,,,,,,
2,M9__M9stat,11.191933333333333,0.15819865149024914,3.0,6.0,11.3744,7.0,11.0932,8.0,11.1082,,,,,,,,,,
3,Carbon Transition__MG-0.1,12.295333333333332,0.6677535273836694,3.0,9.0,12.3812,10.0,11.5888,11.0,12.916,,,,,,,,,,
4,Carbon Transition__MG-0.2,12.4002,0.18455486988968836,2.0,12.0,12.5307,13.0,12.2697,,,,,,,,,,,,
5,Carbon Transition__MG+5,12.398466666666666,0.11889496765352729,3.0,14.0,12.4692,15.0,12.465,16.0,12.2612,,,,,,,,,,
6,Carbon Transition__MG+10,12.488633333333333,0.9760855717268507,3.0,17.0,13.2694,18.0,12.8022,19.0,11.3943,,,,,,,,,,
7,Carbon Transition__MG+15,12.933733333333334,0.4975920651832519,3.0,20.0,12.3995,21.0,13.384,22.0,13.0177,,,,,,,,,,
8,Carbon Transition__MG+25,12.6006,0.1949428377755895,3.0,23.0,12.7136,24.0,12.3755,25.0,12.7127,,,,,,,,,,
9,Carbon Transition__MG+45,12.577666666666667,0.6241426225898478,3.0,26.0,12.1524,27.0,12.2864,28.0,13.2942,,,,,,,,,,
10,Carbon Transition__MG+60,12.6632,0.08075159441150394,2.0,29.0,12.7203,30.0,12.6061,,,,,,,,,,,,
11,Carbon Transition__MG+90,12.67345,0.5637762366400343,2.0,31.0,12.2748,32.0,13.0721,,,,,,,,,,,,
12,Carbon Transition__MG+120,12.584233333333335,0.40085202174035933,3.0,33.0,12.167,34.0,12.9664,35.0,12.6193,,,,,,,,,,
13,Carbon Transition__MG+150,13.0326,0.15386643558619337,2.0,36.0,12.9238,37.0,13.1414,,,,,,,,,,,,
14,Carbon Transition__GM-0.1,12.970633333333334,0.4034236524217859,3.0,38.0,12.5048,39.0,13.2039,40.0,13.2032,,,,,,,,,,
15,Carbon Transition__GM-0.2,12.682066666666666,0.34947047562467076,3.0,41.0,12.4406,42.0,12.5228,43.0,13.0828,,,,,,,,,,
16,Carbon Transition__GM+5,12.830233333333334,0.37987458895447807,3.0,44.0,12.4561,45.0,12.819,46.0,13.2156,,,,,,,,,,
17,Carbon Transition__GM+10,12.318349999999999,0.3888380189744819,2.0,47.0,12.5933,48.0,12.0434,,,,,,,,,,,,
18,Carbon Transition__GM+15,12.672733333333332,0.24291316006617084,3.0,49.0,12.7457,50.0,12.4017,51.0,12.8708,,,,,,,,,,
19,Carbon Transition__GM+25,12.9283,0.585100632370193,3.0,52.0,13.5413,53.0,12.8678,54.0,12.3758,,,,,,,,,,
20,Carbon Transition__GM+45,12.475900000000001,0.6860810739263975,3.0,55.0,13.1527,56.0,11.7809,57.0,12.4941,,,,,,,,,,
21,Carbon Transition__GM+60,12.318,0.6890325681707647,3.0,58.0,13.1136,59.0,11.9258,60.0,11.9146,,,,,,,,,,
22,Carbon Transition__GM+90,12.956966666666666,0.2723776116594997,3.0,61.0,13.2617,62.0,12.872,63.0,12.7372,,,,,,,,,,
23,Carbon Transition__GM+120,12.18235,0.6197790937100089,2.0,64.0,11.7441,65.0,12.6206,,,,,,,,,,,,
24,Carbon Transition__GM+150,12.579333333333333,0.2772893855403295,3.0,66.0,12.6027,67.0,12.2911,68.0,12.8442,,,,,,,,,,
25,Life Cycle__BT,9.37245,0.403828682735637,2.0,69.0,9.658,70.0,9.0869,,,,,,,,,,,,
26,Life Cycle__B36,13.01625,0.05876057351660207,2.0,71.0,13.0578,72.0,12.9747,,,,,,,,,,,,
27,Life Cycle__B60,13.5197,0.15556349186103965,2.0,73.0,13.6297,74.0,13.4097,,,,,,,,,,,,
28,Life Cycle__S0,13.118233333333334,0.1410212868092377,3.0,75.0,13.0982,76.0,13.2682,77.0,12.9883,,,,,,,,,,
29,Life Cycle__S1,13.094066666666668,0.14490073613799648,3.0,78.0,13.0946,79.0,12.9489,80.0,13.2387,,,,,,,,,,
30,Life Cycle__S2,12.8371,0.14026193353864796,3.0,81.0,12.8592,82.0,12.965,83.0,12.6871,,,,,,,,,,
31,Life Cycle__S3,12.5508,0.28029712806234736,2.0,84.0,12.3526,85.0,12.749,,,,,,,,,,,,
32,Life Cycle__S4,11.515466666666667,0.396175016038787,3.0,86.0,11.9729,87.0,11.2822,88.0,11.2913,,,,,,,,,,
33,Life Cycle__S5,11.0431,0.29855212275245974,3.0,89.0,10.7439,90.0,11.0444,91.0,11.341,,,,,,,,,,
34,Life Cycle__S6,10.10585,0.8112708953945565,8.0,92.0,10.0387,93.0,8.9891,94.0,10.7068,95.0,10.6859,96.0,8.8742,97.0,9.9177,98.0,10.601,99.0,11.0334
35,Life Cycle__S7,10.5606,0.08965840730238313,3.0,100.0,10.5009,101.0,10.5172,102.0,10.6637,,,,,,,,,,
36,Life Cycle__S8,10.0497,0.49497474683058273,2.0,103.0,10.3997,104.0,9.6997,,,,,,,,,,,,
37,Life Cycle__G135,10.95785,1.601808991421886,2.0,105.0,12.0905,106.0,9.8252,,,,,,,,,,,,
38,Life Cycle__G150,12.722433333333333,0.2930153977751572,3.0,107.0,12.4239,108.0,12.7338,109.0,13.0096,,,,,,,,,,
39,Life Cycle__G180,11.730733333333333,0.6855075516238556,3.0,110.0,11.7796,111.0,12.3905,112.0,11.0221,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,13.8385,,1.0,113.0,13.8385,,,,,,,,,,,,,,
