,BSU_06300
LBexp_1,7.0474
LBexp_2,6.947
LBexp_3,7.1218
LBtran_1,7.1946
LBtran_2,7.0632
LBtran_3,7.2735
LBstat_1,7.2537
LBstat_2,7.4703
LBstat_3,7.5606
LBGexp_1,6.9564
LBGexp_2,6.9925
LBGexp_3,7.1331
LBGtran_2,7.367
LBGtran_3,7.458
LBGstat_1,7.0949
LBGstat_2,7.2737
LBGstat_3,7.5717
S0_1,6.8298000000000005
S0_2,7.0401
S0_3,7.3397
S1_1,9.3909
S1_2,9.4119
S1_3,9.3686
S2_1,8.6233
S2_2,8.4237
S2_3,8.5033
S3_1,8.7162
S3_2,8.5157
S4_1,9.4383
S4_2,9.3173
S4_3,8.9308
S5_1,13.7102
S5_2,14.1642
S5_3,14.3133
S6_1,15.632
S6_2,15.1054
S6_3,15.3177
S6/t_1,15.6335
S6/t_2,14.3724
S6_4,15.032
S6_5,15.6416
S6_6,15.3122
S7_4,15.0785
S7_5,14.9801
S7_6,14.7735
S8_4,14.5963
S8_5,14.0519
G135_1,7.4696
G135_3,7.5503
G150_1,7.3691
G150_2,7.0537
G150_3,7.5383
G180_1,7.3309
G180_2,7.1187
G180_3,7.1901
C30_1,8.3976
C30_2,8.5312
C90_1,7.8069
C90_2,7.1091
BI_1,7.44
BI_2,7.3507
BC_2,9.3326
BC/t_1,8.1208
BC/t_2,9.3981
BC_1,8.0185
Sw_1,7.9316
Sw_2,8.4388
BT_1,14.519
BT_2,13.7744
B36_1,13.06
B36_2,13.1664
B60_1,11.1382
B60_2,11.1871
M9exp_1,10.3751
M9exp_2,10.0449
M9exp_3,7.7636
M9tran_1,8.3545
M9tran_2,8.2895
M9tran_3,8.4816
M9stat_1,9.2663
M9stat_2,9.2236
M9stat_3,9.2341
M+G_1,8.7537
M+G_2,7.8676
M+G_3,7.7783
Glu_1,8.1885
Glu_2,8.3728
Glu_3,8.6281
Fru_1,8.2435
Fru_2,8.687100000000001
Fru_3,8.3138
Mal_1,7.5937
Mal_2,7.9107
Mal_3,7.8068
G+S_2,12.0886
G+S_3,13.1626
Pyr_1,10.7941
Pyr_2,12.9929
Pyr_3,12.8512
Gly_1,8.6687
Gly_2,9.0582
Gly_3,8.3138
Glucon_1,10.4394
Glucon_2,10.569
Glucon_3,8.6868
aero_1,10.4265
aero_2,8.177
aero_3,9.6618
nit_1,11.452
nit_2,9.0504
nit_3,9.15
ferm_1,10.7044
ferm_2,8.2945
ferm_3,8.6934
T-5.40H_1,8.9828
T-4.40H_1,8.7668
T-3.40H_1,8.445
T-2.40H_1,8.2142
T-1.40H_1,7.9943
T-1.10H_1,7.6951
T-0.40H_1,7.9313
T0.0H_1,7.8484
T0.30H_1,8.6547
T1.0H_1,8.9294
T1.30H_1,9.5112
T2.0H_1,9.3172
T2.30H_1,9.5009
T3.0H_1,8.9307
T3.30H_1,9.2126
T4.0H_1,8.8851
T5.0H_1,8.4159
HPh_1,7.9187
HPh_2,7.4494
HPh_3,7.8016000000000005
LPh_1,7.7149
LPh_2,7.603
LPh_3,7.8218
LPhT_1,7.6353
LPhT_2,7.3326
LPhT_3,7.5034
SMMPr_1,10.2094
SMMPr_2,10.0952
SMMPr_3,10.4866
HiTm_1,7.7192
HiTm_2,7.2819
HiTm_3,7.6225000000000005
LoTm_1,9.5518
LoTm_2,9.2987
LoTm_3,9.3627
HiOs_1,8.9163
HiOs_2,8.9354
HiOs_3,8.7264
BMM_1,7.5857
BMM_2,7.5202
BMM_3,7.6363
Heat_1,7.6516
Heat_2,7.0538
Heat_3,7.5074000000000005
Cold_1,8.3119
Cold_2,8.1146
Cold_3,7.9396
Etha_1,7.5555
Etha_2,7.6832
Etha_3,7.3754
SMM_1,8.0947
SMM_2,7.9518
SMM_3,7.9434000000000005
Salt_1,8.1884
Salt_2,8.0938
Salt_3,8.0615
Mt0_1,7.1326
Mt0_3,6.5807
M0t45_1,7.1332
M0t45_2,6.8568
M0t45_3,6.928
M0t90_1,7.5482
M0t90_2,7.115
M0t90_3,7.4163
M40t45_1,7.3191
M40t45_2,7.2858
M40t45_3,6.7486
M40t90_1,7.4159
M40t90_2,7.2505
M40t90_3,7.3854
dia0_1,6.9333
dia0_2,6.9678
dia0_3,6.6489
dia5_1,7.1458
dia5_2,7.2138
dia5_3,6.7706
dia15_1,7.3097
dia15_2,7.3355
dia15_3,7.1998
Diami_1,7.5023
Diami_2,7.3656
Diami_3,7.9616
Paraq_1,7.64
Paraq_2,7.2651
Paraq_3,7.2509
H2O2_1,7.3426
H2O2_2,7.5604
H2O2_3,7.7043
Oxctl_1,7.8501
Oxctl_2,7.6624
Oxctl_3,7.3086
GM-0.1_1,8.393
GM-0.2_1,8.7974
GM+5_1,7.9585
GM+15_1,8.028
GM+25_1,8.119
GM+45_1,8.2187
GM+60_1,7.9898
GM+90_1,8.1346
GM+120_1,8.3055
GM+150_1,8.1091
GM-0.1_2,8.134
GM-0.2_2,8.5336
GM+5_2,7.9426
GM+10_2,7.5876
GM+15_2,7.6341
GM+25_2,7.6246
GM+45_2,7.0564
GM+60_2,7.5659
GM+90_2,8.0892
GM+150_2,7.7696000000000005
GM-0.1_3,8.3683
GM-0.2_3,8.0889
GM+5_3,8.2308
GM+10_3,7.4904
GM+15_3,7.7663
GM+25_3,7.7356
GM+45_3,8.2414
GM+60_3,7.9611
GM+90_3,7.9595
GM+120_3,8.4124
GM+150_3,7.7638
MG-0.1_1,8.7941
MG+5_1,8.3757
MG+10_1,8.2935
MG+15_1,7.8488
MG+25_1,7.9827
MG+45_1,7.8542000000000005
MG+120_1,8.0626
MG+150_1,7.91
MG-0.1_2,7.3565000000000005
MG-0.2_2,7.5992
MG+5_2,7.6237
MG+10_2,7.731
MG+15_2,8.2954
MG+25_2,7.7807
MG+45_2,7.5659
MG+60_2,7.7757000000000005
MG+90_2,7.3839
MG+120_2,8.4579
MG-0.1_3,7.7873
MG-0.2_3,7.7187
MG+5_3,7.823
MG+10_3,7.7633
MG+15_3,7.6193
MG+25_3,7.7287
MG+45_3,7.9984
MG+60_3,7.9422
MG+90_3,7.7214
MG+120_3,8.011
MG+150_3,7.9637
