,Value,list
TF,[ArsR] / [YodB] / [SigA + CtsR] / [SigA + CsoR],
reg_genes,49,"['S45' 'mcsA' 'ysxC' 'S754' 'S762' 'yosX' 'S1067' 'yotG' 'S1078' 'yotE'
 'yotK' 'disA' 'ctsR' 'clpX' 'S763' 'trxA' 'clpP' 'yodB' 'yotI' 'clpC'
 'S491' 'S1318' 'radA' 'S1066' 'yotB' 'S1319' 'lonA' 'yotM' 'yotJ' 'yotC'
 'yotD' 'sprB' 'yotH' 'yodC' 'mcsB']"
comp_genes,30,"['ydgJ' 'ydgI' 'S76' 'hypR' 'S144' 'ywnB' 'ydeP' 'yceK' 'ykvN' 'yvbT'
 'mtlD' 'fabHB' 'hxlR' 'S1304' 'S185' 'S496']"
both_genes,14,"['copZ' 'catD' 'yqcK' 'S736' 'catE' 'arsB' 'copA' 'clpE' 'S492' 'S1283'
 'S972' 'arsR' 'azoR1' 'arsC']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,16,
comp_ops,16,
both_ops,6,
