,A,SoxS
ompr__bw_delompr_nacl__2,3.4873237445605265,0.654944596
minspan__wt_ade__1,0.6364647964195393,0.7436481350000008
minspan__wt_glc__2,-0.8385779229949238,-1.060961731
minspan__wt_glc__3,-0.513893534078389,-0.7446564530000002
minspan__wt_glc__4,-0.3919467438741409,-1.0453003999999997
minspan__wt_glc_anaero__1,-4.97029408768418,-1.9490469059999995
minspan__wt_glc_anaero__2,-5.017768566030155,-0.962177809
minspan__wt_trp__1,-2.8859778342076936,-1.1340682799999993
minspan__bw_delcra_glc__2,-1.3950427731528003,-0.4286695289999996
minspan__bw_delcra_trp__1,-3.8940804969252514,-0.8994331209999995
minspan__bw_delmntr__1,-2.0364162156785923,-0.9570665740000006
minspan__bw_delnac_ade__1,-0.8442641372813118,0.05775123300000029
minspan__bw_delnac_glc__1,-1.4491397930737897,-0.027139792999999912
cra_crp__wt_ac__1,-1.2031299317864486,2.05320139
cra_crp__wt_ac__2,-1.5712077760013434,2.0424050069999997
cra_crp__wt_fru__1,-0.7674632380669648,2.6120208970000007
cra_crp__wt_fru__2,-0.6360616352565992,2.4979015009999994
cra_crp__delcra_ac__1,-2.901911246904364,0.3474776369999999
cra_crp__delcra_ac__2,-3.1337446391038166,0.2718330800000004
cra_crp__delcra_fru__1,-1.0546578793970738,-0.05773806200000031
cra_crp__delcra_fru__2,-0.8398984940180313,0.19116737299999986
cra_crp__delcra_glc__1,-0.716181050290286,-0.04736514999999919
cra_crp__delcra_glc__2,-0.9430556358459324,-0.09998481099999967
rpoB__wt_031__1,-1.5120601291259044,0.2031575840000004
rpoB__wt_044__1,-0.0240027828490077,-0.0061861319999998434
rpoB__wt_lb__1,0.1837793140321375,0.12996516500000066
rpoB__wt_lb__2,0.21882795043848,-0.10268701700000003
rpoB__rpoBE546V_031__1,-0.7425982178593106,0.5552509059999995
rpoB__rpoBE546V_044__1,-0.292941539943933,0.1545590859999999
rpoB__rpoBE546V_lb__1,0.3221697510396623,0.16067580599999953
rpoB__rpoBE546V_lb__2,0.3504430708059698,0.18439785500000028
rpoB__rpoBE546V_glc__1,-1.0551966334776122,-0.1088959109999994
rpoB__rpoBE672K_glc__1,-0.75569566112203,-2.292857445
rpoB__rpoBE672K_glc__2,-0.7688046062713089,-1.6019369580000005
rpoB__rpoBE672K_lb__1,-0.2467343165276215,0.225134969
rpoB__rpoBE672K_lb__2,0.2617713677407921,0.1968334580000004
crp__wt_fru__1,-1.2301024375569485,-0.123947158
crp__wt_glyc__1,-2.447489031208292,-0.7132158649999996
crp__wt_glyc__2,-2.387366092211536,-1.072966846
crp__delar1_glyc__1,-0.4037825074265392,-0.6103461549999993
crp__delar1_glyc__2,-0.5457446560563233,-0.6206632789999995
crp__delar1ar2_glyc__1,0.4065937672105782,0.18244647700000005
crp__delar1ar2_glyc__2,0.4858984806334599,0.16156128599999953
crp__delar1ar2_glyc__3,0.2241180834467205,-0.29555947999999965
crp__delar2_glyc__1,-3.760699095760816,-0.5688345999999997
crp__delar2_glyc__2,-3.9252887961989114,-0.6114277799999996
crp__delar2_glyc__3,-4.149010659362104,-0.5942049349999996
crp__delcrp_fru__1,0.6271116528506783,-0.05951004799999993
crp__delcrp_fru__2,0.6868822276309082,-0.18979469099999946
crp__delcrp_fru__3,0.3272979246643498,-0.11819513099999936
crp__delcrp_glc__1,1.5376164654169104,0.19529339800000045
crp__delcrp_glc__2,1.489591278153105,0.01615669900000061
crp__delcrp_glc__3,1.5535219955634896,0.223152657
crp__delcrp_glyc__1,1.802703391819148,0.8411088819999986
crp__delcrp_glyc__2,2.0718777349548474,1.2754368630000004
crp__delcrp_glyc__3,2.067972128586499,1.0299845800000007
glu__glu_ale3__1,-1.405467305641633,-0.6725220359999984
glu__glu_ale4__1,-0.5730846493981929,-0.4351012579999996
glu__glu_ale5__1,-0.645653022694463,-0.13054300499999982
glu__glu_ale6__1,-1.6086590857332543,-0.8167782419999998
glu__glu_ale8__1,-2.014617550355085,-0.18606683099999974
glu__glu_ale9__1,-1.3383179745257985,-1.1821962689999994
glu__glu_ale10__1,-1.08565216723942,-1.0900708509999983
42c__wt_42c__1,-1.2476172717522058,-0.6263846409999996
42c__42c_ale1__1,-2.7937868789988234,-0.8531927759999984
42c__42c_ale2__1,-1.220014733010609,-0.1450410609999997
42c__42c_ale3__1,-2.9767764327406576,-0.3241341740000001
42c__42c_ale4__1,-0.8949784150966846,-0.059019991999999626
42c__42c_ale5__1,-1.8480572721657385,-0.4489925059999997
42c__42c_ale6__1,-1.1594874529079775,-0.5525467989999999
42c__42c_ale8__1,-1.7320757445606307,0.2534158440000001
42c__42c_ale9__1,-2.952851899569698,-0.2511800690000001
42c__42c_ale10__1,-2.3210706298405936,-0.6747045099999998
ssw__wt_ac__1,-1.1414405907808247,0.1459375180000002
ssw__wt_glc__1,-1.1006632866290675,0.377415107
ssw__wt_glyc__1,-4.952647623171034,-2.1866374520000003
ssw__wt_xyl__1,-4.806176664117445,-0.9638044919999996
ssw__glc_ale1__1,-2.3211715481666606,0.0856537770000001
ssw__glc_ale2__1,-2.613444811929869,-0.5656788869999998
ssw__glc_ale3__1,-2.555573077177673,-1.0684300040000003
ssw__glyc_ale1__1,-4.437933200965687,-1.6742674930000003
ssw__glyc_ale2__1,-3.286705426468284,-1.7474454699999995
ssw__xyl_ale1__1,-3.923716566987285,0.04345373800000018
ssw__xyl_ale2__1,-3.3632733429854555,-0.595219844999999
ssw__xyl_ale3__1,-3.578668773404705,0.09019761800000037
ssw__glc_ac_ac2__1,-3.157243777246498,-1.0233723929999998
ssw__glc_ac_glc1__1,-3.618129170302831,-0.1643972490000003
ssw__glc_glyc_glc__1,-2.6084125464134447,-0.8758399959999998
ssw__glc_glyc_glyc__1,-3.134914286602464,-0.4392006509999984
ssw__glc_xyl_glc__1,-2.8236606276544234,-0.5108004149999994
ssw__glc_xyl_xyl__1,-2.665635250498362,-0.6483982999999993
ica__wt_glc__1,-1.976925508983856,-0.8975580579999995
ica__wt_glc__2,-2.5745791613752997,-1.325189891
ica__wt_glc__3,-1.4491312129921987,-0.5268011779999995
ica__wt_glc__4,-1.6582347401476596,-0.5177829949999992
ica__arg_sbt__1,-4.150717672672555,-1.3282758959999998
ica__arg_sbt__2,-3.303238218288888,-0.717006059
ica__cytd_rib__1,1.5451108798919635,2.22691328
ica__cytd_rib__2,1.2566869102832994,2.2168580250000005
ica__gth__1,1.26522747540056,1.609417186
ica__gth__2,0.6168803940977803,0.951191969
ica__leu_glcr__1,-0.903726045003973,0.8493961909999994
ica__leu_glcr__2,-1.0389199146808623,0.6013178300000002
ica__met_glc__1,-2.4577681288266264,-1.119904127
ica__met_glc__2,-2.241771429511802,-1.1821676449999998
ica__no3_anaero__1,-3.1068885379688367,-0.7210431479999997
ica__no3_anaero__2,-3.4212063147844507,-0.4517701480000005
ica__phe_acgam__1,-1.9265512625256704,-0.4889003670000003
ica__phe_acgam__2,-2.274654546294567,-0.6924074200000003
ica__thm_gal__1,-1.0525379807824955,0.05684567900000026
ica__thm_gal__2,-0.9564904468830868,-0.060179106999999725
ica__tyr_glcn__1,-2.052438658825689,-0.5068996229999998
ica__tyr_glcn__2,-2.100661622704124,-0.7429332479999999
ica__ura_pyr__1,-2.1765003232241606,-0.2942111899999995
ica__ura_pyr__2,-3.020178158032903,-0.4561803769999999
ica__wt_glc__5,-2.9342674740334136,-0.7290771229999997
ica__wt_glc__6,-2.5348354296418663,-0.6450500570000015
ica__bw_delpurR_cytd__1,-2.6764580986060142,-0.3676603730000005
ica__bw_delpurR_cytd__2,-1.845548982842984,-0.16224837099999956
ica__ade_glc__1,-1.925433160014057,-0.2175327790000008
ica__ade_glc__2,-2.21968605754834,-0.1570684799999995
ytf__wt_glc__1,-1.323554837968525,-0.07859509999999936
ytf__wt_glc__2,-1.5410626421169442,0.198426102
ytf__delyafC__1,-3.605520365506006,-0.6923247309999994
ytf__delyafC__2,-3.358576703701587,-0.7800396209999994
ytf__delyeiE__1,-3.2370899594411706,-1.0891799749999995
ytf__delyeiE__2,-2.7300645441922544,-0.7019999089999995
ytf__delyiaJ__1,-2.814198872096224,-0.4632938440000007
ytf__delyiaJ__2,-2.6074949160643075,-0.6074641190000003
ytf__delyieP__1,-2.274274894781968,0.5020111540000016
ytf__delyieP__2,-2.2954951832600003,0.8203027369999987
ytf__wt_ph5__1,0.4981416267740192,1.391895024
ytf__wt_ph5__2,0.4915809954565984,1.6078995690000006
ytf__wt_ph8__1,-1.6358612068457088,0.2507396690000005
ytf__wt_ph8__2,-1.142154230712502,0.5213574150000007
ytf__delybaO__1,-3.5634301785124998,-0.2380735280000001
ytf__delybaO__2,-3.1530073186100878,0.1838074729999999
ytf__delybaQ__1,-1.2578416855803904,-0.3453217199999994
ytf__delybaQ__2,-1.641035638383073,-0.1398424880000002
ytf__delybiH__1,-2.2536606121557834,-0.0873872209999984
ytf__delybiH__2,-2.8598303455053253,0.18977901700000024
ytf__delydcI_ph5__1,0.7534061352126775,1.5305670200000012
ytf__delydcI_ph5__2,0.8005250946137656,1.5690003059999995
ytf__delydcI_ph8__1,-1.7680094835745268,0.36945724300000027
ytf__delydcI_ph8__2,-1.563745406965688,0.3091969280000004
ytf__delyddM__1,-1.1739439668877247,-0.2366603789999999
ytf__delyddM__2,-0.9461825078077052,-0.11312865699999985
ytf__delyheO__1,-3.4437550429028283,-1.0261175849999995
ytf__delyheO__2,-3.1700051093678066,-0.4280131119999995
fps__bw_glc__1,-1.5747457212875358,-0.3255137549999993
fps__bw_glc__2,-1.68607667691381,-0.20267898499999948
fps__fps_thrA_ale1__1,-2.4210091457018468,0.018423285999999983
fps__fps_thrA_ale1__2,-2.549186785641822,-0.09957470499999932
fps__fps_thrA_ale2__1,-3.41130845816209,-0.3980266609999994
fps__fps_thrA_ale2__2,-3.247397480434556,-0.06762790799999951
fps__fps_serB_ale1__1,-1.4447791766984197,-0.1739484409999994
fps__fps_serB_ale1__2,-1.1157452025933945,-0.24733635499999984
fps__fps_serB_ale4__1,-0.3365001835741744,-0.4899708459999994
fps__fps_serB_ale4__2,-0.1381861307108821,0.09739960400000047
fps__fps_ptsI_ale1__1,-1.6642333245484853,0.07249222200000016
fps__fps_ptsI_ale1__2,-1.5635587392578711,0.10411264699999999
fps__fps_ptsI_ale3__1,-2.819711616985961,-0.5782640990000001
fps__fps_ptsI_ale3__2,-2.395919768877063,-0.15601334700000002
pal__lyx_ale2_f6__1,-0.790666303722463,0.2174849459999999
pal__lyx_ale2__1,-0.9780460929021244,-0.025852656999999724
pal__lyx_ale2__2,-1.418624758112322,0.0854324240000004
pal__lyx_ale4__1,-1.657159085326973,-0.4991671740000001
pal__lyx_ale4__2,-1.471250797078863,-0.5766857659999998
pal__5drib_ale10_f18__1,-1.1234074634329303,2.1116144200000004
pal__5drib_ale10_f18__2,-1.2770482888186525,2.0919389950000014
pal__5drib_ale10__1,-3.7251490527772746,0.7249469230000001
pal__arab_ale14_f9__1,4.15609714891052,3.0346525680000003
pal__arab_ale14_f9__2,4.055877978816121,2.7730183939999997
pal__arab_ale14__1,2.883609642931374,2.661477662
pal__arab_ale14__2,3.174694935235365,2.8680086990000007
pal__arab_ale16__1,-3.806131949406947,0.01780333000000045
pal__arab_ale16__2,-2.3638258638622,1.3200369290000005
pal__tartr_ale26_f10__1,-0.2633844505385976,0.7158156819999997
pal__tartr_ale26_f10__2,0.5124855337353887,0.9630332299999996
pal__tartr_ale26__1,-1.000579085408703,0.4138115229999997
pal__tartr_ale26__2,-0.3422106520542815,1.026434471
pal__tartr_ale28_f10__1,-0.4578916681078531,0.5035575790000006
pal__tartr_ale28_f10__2,1.6396063746489005,2.1532675280000007
pal__tartr_ale28__1,0.8018850051950881,1.7560999440000007
pal__tartr_ale28__2,0.1712697812069522,1.923930854
efeU__delmenFentC_citr__1,-1.654726026784168,-1.1503731240000006
efeU__delmenFentC_citr__2,-1.5692833374644777,-0.9823899949999992
efeU__delmenFentC__1,-0.3805603085849421,0.7174456090000003
efeU__delmenFentC__2,-0.4839493601219494,0.6939163630000005
efeU__menFentC_ale39__1,-2.834786790490392,-1.5205628889999998
efeU__menFentC_ale39__2,-2.934272927652618,-1.5564996419999997
efeU__menFentC_ale29__1,-3.5332904138084955,-1.7970485709999997
efeU__menFentC_ale29__2,-3.253662874021586,-1.5870448880000003
efeU__menFentC_ale30__1,-3.847797716300674,-1.587686497
efeU__menFentC_ale30__2,-3.0976464321215,-1.6052636969999998
efeU__menFentCubiC_ale36__1,-2.4904208904442777,-1.4314890219999998
efeU__menFentCubiC_ale36__2,-2.814061251863364,-1.2785670819999997
efeU__menFentCubiC_ale37__1,-2.828664981294453,-1.0882436249999996
efeU__menFentCubiC_ale37__2,-3.0398694079400017,-1.462604122
efeU__menFentCubiC_ale38__1,-2.3054987645673832,-1.0668204269999997
efeU__menFentCubiC_ale38__2,-2.6123373112991133,-1.2867627959999997
misc2__salc_glc__1,5.887082895176352,1.8838960369999995
misc2__salc_glc__2,6.027883079599666,2.0571006480000005
misc2__dbcn_glc__1,-1.135173084897223,-0.16769248599999995
misc2__dbcn_glc__2,-0.8132386337838056,0.01578643000000035
misc2__tyr_glc__1,-0.9183384020192142,-0.08538846900000062
misc2__tyr_glc__2,-1.2801191803658338,0.04705885699999968
misc2__arg_cytd__1,-2.746332306207409,-0.8992518519999999
misc2__arg_cytd__2,-2.629449320771087,-0.9592891040000008
misc2__delyheO_pyr__1,-2.7061785250583985,-0.3029023399999993
misc2__delyheO_pyr__2,-2.91579453135032,-0.32087516699999963
misc2__dellon_glc__1,2.839293803145761,-0.7611531559999998
misc2__dellon_glc__2,2.265653945169948,-1.431161694
nquinone__delubiC__1,-3.236753088569367,-1.6958800849999998
nquinone__delubiC__2,-2.401077074620126,-1.1121223249999996
nquinone__ubiC_ale1__1,-2.5382394455243,-1.4226241559999997
nquinone__ubiC_ale1__2,-2.626762517513561,-1.3614515479999998
nquinone__ubiC_ale2__1,-2.7320956018925058,-1.2182321859999998
nquinone__ubiC_ale2__2,-2.474724539183747,-1.2513512169999998
nquinone__ubiC_ale3__1,-0.3037561288472807,-0.3253671140000005
nquinone__ubiC_ale3__2,-0.1259888823413461,-0.002364447999999797
nquinone__ubiC_ale4__1,-2.7509388923376825,-1.630249483
nquinone__ubiC_ale4__2,-2.7106963086442204,-1.2488060279999995
nquinone__delpdhR__1,-2.492637830247245,-0.5986622480000001
nquinone__delpdhR__2,-2.1342279463945646,-0.6403139229999999
quinone__glu_ale4__1,-2.401600233559657,-0.8160438590000005
quinone__glu_ale4__2,-3.4839616871324144,-1.5452636669999995
quinone__delmenF__1,-1.3702950897783233,-0.4381290689999995
quinone__delmenF__2,-1.9845162197297268,-0.5582137390000002
quinone__menF_ale5__1,-2.278391114681783,-0.9227828590000008
quinone__menF_ale5__2,-2.245408571942173,-1.051341602
quinone__menF_ale6__1,-2.6649510740949256,-0.8358941680000003
quinone__menF_ale6__2,-2.567415661304332,-1.1465254349999991
quinone__menF_ale7__1,-3.1932041298725964,-1.1872452459999998
quinone__menF_ale7__2,-3.184550722789954,-1.4497095149999994
quinone__menF_ale8__1,-3.632778763695765,-1.4711825280000002
quinone__menF_ale8__2,-3.253187514864117,-1.0686925459999994
quinone__delmenFubiC__1,-2.5159688822879427,-1.2750164389999998
quinone__delmenFubiC__2,-2.2355375118450915,-1.2044815719999995
quinone__menFubiC_ale1__1,-3.5196813137335123,-1.6801748890000001
quinone__menFubiC_ale1__2,-3.2264098563057075,-1.4198032849999995
quinone__menFubiC_ale2__1,-2.287500133006114,-1.916199925
quinone__menFubiC_ale2__2,-2.7156651574060877,-1.5601783070000002
quinone__menFubiC_ale3__1,-2.959676080957164,-1.834145681
quinone__menFubiC_ale3__2,-3.1409374377114263,-2.2059056749999995
quinone__menFubiC_ale4__1,-2.47348486245414,-1.3362516839999996
quinone__menFubiC_ale4__2,-2.5249627294135344,-1.0544847070000003
oxyR__wt_glc__1,-2.3991477941033965,-0.7024235049999996
oxyR__wt_glc__2,-2.52838537942625,-0.7294573670000002
oxyR__wt_h2o2__1,-2.8575929362271246,-0.5959636430000002
oxyR__wt_h2o2__2,-2.1534339633312003,-0.2574603040000003
oxyR__glu_ale4__1,-3.1512081628920727,-0.18366374699999974
oxyR__glu_ale4__2,-3.358562101965143,-0.8303996680000001
oxyR__glu_ale4_h2o2__1,-4.153406162866332,-0.637174602
oxyR__glu_ale4_h2o2__2,-4.173142297714362,-0.8485519299999993
oxyR__oxyR_ale17__1,-4.358659712473143,-1.2390595839999996
oxyR__oxyR_ale17__2,-4.541083425581004,-1.7473149730000002
oxyR__oxyR_ale17_h2o2__1,-4.760840332665434,-1.563687258
oxyR__oxyR_ale17_h2o2__2,-4.123334647247785,-0.9964725170000001
oxyR__oxyR_ale18__1,-3.293279070498567,-1.1288676219999996
oxyR__oxyR_ale18__2,-3.4168956700474795,-1.207818745
oxyR__oxyR_ale18_h2o2__1,-4.798684394498877,-1.386911393
oxyR__oxyR_ale18_h2o2__2,-4.650116538028179,-1.3856999920000002
oxyR__oxyR_ale19__1,-4.178247904473173,-1.3129752829999999
oxyR__oxyR_ale19__2,-4.624120058658569,-1.1838046479999995
oxyR__oxyR_ale19_h2o2__1,-3.982228826165085,-1.6863246700000003
oxyR__oxyR_ale19_h2o2__2,-3.608586413812184,-1.1653788719999998
oxyR__oxyR_ale20__1,-5.782170892013162,-1.902059606
oxyR__oxyR_ale20__2,-5.741505098845028,-1.6191611339999996
oxyR__oxyR_ale20_h2o2__1,-5.150365200073506,-1.533959363
oxyR__oxyR_ale20_h2o2__2,-4.931079350111736,-1.5444879480000004
svns_pgi__BmePgi24_15__1,-2.733408381815372,-0.941231297
svns_pgi__BmePgi24_15__2,-2.4402020231299484,-0.5682359579999998
svns_pgi__BmePgi24_26__1,-3.16044472402903,-1.0785548699999996
svns_pgi__BmePgi24_26__2,-2.6417300987291457,-0.9202126040000004
svns_pgi__BmePgi24_41__1,-2.580150992844125,-0.6069936849999991
svns_pgi__BmePgi24_41__2,-3.1052847476344665,-0.8776655399999997
svns_pgi__BmePgi24_52__1,-3.5099883572474915,-1.3176300149999998
svns_pgi__BmePgi24_52__2,-2.606153054152322,-0.8621779489999994
svns_pgi__PaePgi2_34__1,-1.0521394910508646,-0.19909621199999966
svns_pgi__PaePgi2_34__2,-0.9969503385644558,0.04385290200000025
svns_pgi__PaePgi2_63__1,-1.6007117545656129,-0.4141435059999994
svns_pgi__PaePgi2_63__2,-1.7390176775389108,-0.5238491070000002
svns_pgi__PaePgi24_54__1,-1.8539193820234547,0.23606759599999985
svns_pgi__PaePgi24_54__2,-1.90528465040232,0.3683834519999998
svns_pgi__PaePgi24_90__1,-1.7999926703118447,-0.06176813599999952
svns_pgi__PaePgi24_90__2,-1.9439183778861129,0.11021996399999967
abx_media__m9_ctrl__1,-1.5442147981747916,-1.3961038609999994
abx_media__m9_ctrl__2,-1.2211078795153023,-1.8259286580000005
abx_media__rpmi_ctrl__1,-3.0210308243080624,-1.9591572789999996
abx_media__rpmi_ctrl__2,-2.8295898266874064,-1.973972635
abx_media__camhb_ctrl__1,-2.3690224044844324,-1.7742644919999997
abx_media__camhb_ctrl__2,-2.155157718974767,-2.4047798769999997
abx_media__m9_mero__1,-1.616089491602598,-1.887645515
abx_media__m9_mero__2,-1.8591580202009563,-2.9831491000000003
abx_media__rpmi_mero__1,-3.032658761873614,-2.2974616830000003
abx_media__rpmi_mero__2,-2.3061844063111208,-0.4709292290000002
abx_media__camhb_mero__1,-2.356637290028853,-2.669646517
abx_media__camhb_mero__2,-2.697015964058746,-2.66898937
abx_media__m9_trisulf__1,-1.8017663407306497,-2.5088861730000005
abx_media__m9_trisulf__2,-1.906256579804473,-1.4798177930000005
abx_media__rpmi_trisulf__1,0.8169964338127788,-2.408568765
abx_media__rpmi_trisulf__2,1.6286507667505823,-2.031380114
abx_media__camhb_trisulf__1,-0.7868458812349537,-2.153819224
abx_media__camhb_trisulf__2,-0.5913298586758916,-2.540361909
abx_media__m9_cef__1,0.1493356145835856,-1.2187536869999995
abx_media__m9_cef__2,0.0962798528598448,-1.960505475
abx_media__rpmi_cef__1,-2.3951870324128395,-3.170465414
abx_media__rpmi_cef__2,-2.4171680704894114,-2.543532697
abx_media__camhb_cef__1,-1.2746619385463414,-2.596744498
abx_media__camhb_cef__2,-1.652318859113452,-3.211003349
abx_media__m9_cipro__1,-0.1252871806797919,-1.6588662759999997
abx_media__m9_cipro__2,-0.0861942596431015,-0.6916433519999998
abx_media__rpmi_cipro__1,-2.223171932068765,-2.3191195239999995
abx_media__rpmi_cipro__2,-1.6923781004557106,-1.8938987329999997
abx_media__camhb_cipro__1,-0.4515279654644556,-3.149897555
abx_media__camhb_cipro__2,-0.8232210247552422,-3.1784491109999995
hot_tale__42c_ale3_30c__1,-1.778496732934279,-0.5304971099999998
hot_tale__42c_ale3_30c__2,-2.533133125279788,-0.6222159410000003
hot_tale__42c_ale3_37c__1,-1.7501581205563157,-0.49405511399999996
hot_tale__42c_ale3_37c__2,-1.7461559066399857,0.05630230800000025
hot_tale__42c_ale3_44c__1,-4.0975495868918745,0.7506505590000003
hot_tale__42c_ale3_44c__2,-3.9488278550715257,0.8088576090000004
hot_tale__hot_ale3_mid_30c__1,0.0447415790652551,0.3577918360000005
hot_tale__hot_ale3_mid_30c__2,-0.1908140665398868,0.4907860700000004
hot_tale__hot_ale3_mid_37c__1,0.5269956096219327,1.015051036
hot_tale__hot_ale3_mid_37c__2,-0.3357481253804422,0.7518452880000002
hot_tale__hot_ale3_mid_44c__1,-3.391058776967092,0.8604872329999997
hot_tale__hot_ale3_mid_44c__2,-3.4597484821286195,1.4042385409999998
hot_tale__hot_ale3_30c__1,-0.3155685929570313,0.37656444299999947
hot_tale__hot_ale3_30c__2,0.4413471685827217,0.42282514199999977
hot_tale__hot_ale3_37c__1,0.2797119423729959,1.2743252089999997
hot_tale__hot_ale3_37c__2,0.1566005257557931,1.038080763
hot_tale__hot_ale3_44c__1,-2.399815315221728,1.7131810430000003
hot_tale__hot_ale3_44c__2,-2.16546496745511,1.9394616179999995
hot_tale__hot_ale4_30c__1,-0.6992629568001096,-0.35964026499999946
hot_tale__hot_ale4_30c__2,-0.9726754255486644,-0.40841608999999934
hot_tale__hot_ale4_37c__1,-1.5172400857585908,-0.21296401499999984
hot_tale__hot_ale4_37c__2,-1.458933948215807,-0.17050769200000016
hot_tale__hot_ale4_44c__1,-2.74162209790917,0.7502221130000004
hot_tale__hot_ale4_44c__2,-2.9792668415067016,0.8657989530000005
hot_tale__hot_ale8_30c__1,-2.282806272718012,-0.22643997999999946
hot_tale__hot_ale8_30c__2,-1.5749993274842182,-0.2262415579999999
hot_tale__hot_ale8_37c__1,-2.251264028954017,-0.19662085499999904
hot_tale__hot_ale8_37c__2,-2.310388299587621,-0.07591142499999927
hot_tale__hot_ale8_44c__1,-4.150420033806494,0.6364481619999998
hot_tale__hot_ale8_44c__2,-3.872460024506939,0.40137432800000017
hot_tale__hot_ale9_mid_30c__1,-2.066769676893985,-0.4934204340000008
hot_tale__hot_ale9_mid_30c__2,-1.8828678967514776,-0.4330442119999995
hot_tale__hot_ale9_30c__1,-0.5339894874475378,0.1790320750000003
hot_tale__hot_ale9_30c__2,-0.6202475341342004,0.09192837699999856
hot_tale__hot_ale9_mid_37c__1,-1.9968267597106937,-0.2300917619999998
hot_tale__hot_ale9_mid_37c__2,-1.899565110436792,0.03661201099999989
