,-0.09202782884242888,-0.07668985736869073,-0.06135188589495258,-0.04601391442121443,-0.030675942947476276,-0.015337971473738124,2.7755575615628914e-17,0.01533797147373818,0.03067594294747633,0.0460139144212145,0.061351885894952635,0.07668985736869077,0.09202782884242894,0.1073658003161671,0.12270377178990524,0.13804174326364338,0.15337971473738155,0.1687176862111197,0.18405565768485788,0.199393629158596
thresh,-0.09969681457929795,0.09969681457929795,1,,,,,,,,,,,,,,,,,
unreg,1,3,2,25,117,775,2137,688,101,19,6,6,1,6,4,1,1,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['ABUW_2942' 'ABUW_2951' 'ABUW_2938' 'ABUW_2946' 'ABUW_2945' 'ABUW_2947'],['pcaI1' 'ABUW_2944' 'ABUW_2948' 'ABUW_2943'],['ABUW_2950'],['ABUW_2949'],['ABUW_2952' 'ABUW_2953'],[],[]
