,-0.08100903295703257,-0.06480722636562605,-0.04860541977421953,-0.03240361318281301,-0.016201806591406492,2.7755575615628914e-17,0.016201806591406548,0.03240361318281307,0.04860541977421959,0.06480722636562611,0.08100903295703263,0.09721083954843915,0.11341264613984567,0.1296144527312522,0.1458162593226587,0.16201806591406523,0.17821987250547175,0.19442167909687827,0.2106234856882848,0.2268252922796913
thresh,-0.08910993625273583,0.08910993625273583,2,,,,,,,,,,,,,,,,,
unreg,2,4,13,111,900,2344,802,111,20,3,3,1,0,0,0,0,0,0,0,0
FapR,0,0,0,0,0,0,0,2,0,1,0,2,3,2,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['yosU'],[],[],[],[],[],[],[],[]
FapR_genes,[],[],[],[],[],[],[],['akrN' 'acpA'],[],['fabF'],[],['fabHA' 'fabG'],['fabD' 'plsC' 'fabI'],['fapR' 'plsX'],[],[],[],['fabHB'],[],[]
