,-0.06712224466071429,-0.05679574548214286,-0.04646924630357144,-0.03614274712500001,-0.02581624794642859,-0.015489748767857164,-0.00516324958928574,0.0051632495892856844,0.015489748767857109,0.025816247946428533,0.03614274712499996,0.04646924630357138,0.056795745482142806,0.06712224466071423,0.07744874383928566,0.08777524301785708,0.0981017421964285,0.10842824137499993,0.11875474055357135,0.12908123973214278
thresh,-0.07228549425,0.07228549425,1,,,,,,,,,,,,,,,,,
unreg,0,1,5,36,159,687,1383,1187,463,161,74,20,15,10,1,4,2,3,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['trmH'],['rsxE' 'recG' 'rsxD' 'rsxG'],['wecB' 'rffC'],['wecC' 'rffH' 'rffG'],[],[]
