,-0.051566259590859975,0.0,0.051566259590859975,0.10313251918171995,0.15469877877257993,0.2062650383634399,0.2578312979542999,0.30939755754515985,0.3609638171360198,0.4125300767268798,0.4640963363177398,0.5156625959085999,0.5672288554994598,0.6187951150903197,0.6703613746811796,0.7219276342720398,0.7734938938628997,0.8250601534537596,0.8766264130446195,0.9281926726354797
thresh,-0.07734938938628996,0.07734938938628996,1,,,,,,,,,,,,,,,,,
unreg,75,4031,101,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,[],[],[],['xisE' 'arnF' 'yhfU'],[],[],[],[],[],[],[],[],[],['yjhV'],[],[],[],[],[],[]
