,A,YmfT
minicoli__W3110_osm__2,2.143625139349905,0.32614529442368
minicoli__W3110_ph5__1,4.4386183601908815,1.306272678052241
minicoli__W3110_ph5__2,4.117508485267076,1.2726160236534565
minicoli__W3110_pyr__1,5.787215518660851,2.5503368641130413
minicoli__W3110_pyr__2,5.902221814015508,2.2225058819849113
minicoli__W3110_sorb__1,4.987598945552945,1.9369463378931089
minicoli__W3110_sorb__2,5.07261258151962,2.3929140188273816
minicoli__W3110_urid__1,5.356765497800229,2.3097047355332467
minicoli__W3110_urid__2,4.494443183145947,2.0343848697716607
minicoli__W3110_WT_glc__1,3.220580557284574,1.7489877857616083
minicoli__W3110_WT_glc__2,3.4302962817623883,1.4412982386085182
minicoli__W3110_WT_osm__1,4.499316574627588,2.104653335192632
minicoli__W3110_WT_osm__2,4.443430819699946,1.8583394945257292
eep__BOP27__1,1.0281704367598392,-0.02181118132856752
eep__BOP27__2,0.9125378516407564,-0.2445733374522028
eep__BOP1000__1,0.2964492245081241,-0.22271362999997968
eep__BOP1000__2,-0.0635024102860504,-0.15634644120166952
eep__BOP27_ndh-cydB-appC__1,2.8696591617172635,1.7822592399765924
eep__BOP27_ndh-cydB-appC__2,3.1755714382055684,1.777529841843399
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,5.352096279442848,2.175111187271491
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,3.727892852891749,2.0078798016071007
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,3.4938405741233542,1.8008743889718122
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,3.200971954412512,1.3341601010569542
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,2.4409300178657385,1.6995742408831689
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,1.5753880049175086,0.5999182098712945
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,1.8016748403646543,0.3422565756168152
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,1.900478049789723,1.0758814782048207
eep__BOP27_nuoB-cydB-appC__1,3.802445854284112,0.52157942395364
eep__BOP27_nuoB-cydB-appC__2,2.565470867192657,1.3814196812460604
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,2.37980221984723,1.5848213032581897
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,2.1595810122426347,1.3327691852900452
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,-0.9399733440152724,-0.5434984200873048
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,0.0209009078777459,0.08179471809185057
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,4.719169001784182,2.324507177602495
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,4.786042139245708,2.7512834709170964
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,3.1038446931976456,1.9284061200008529
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,3.054930198706911,1.4754695032115095
eep__BOP27_ndh-cyoB__1,1.7812719233974752,0.6173005426217693
eep__BOP27_ndh-cyoB__2,2.1392867996740903,1.4617669326629663
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,5.643302715141816,2.602802435708142
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,6.190220160290019,2.8423876052129615
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,6.747742152379736,3.3463289574476063
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,5.393171871361192,3.1422314736485215
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,5.347948616491157,2.3943119705061777
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,4.299550853079754,2.6871356907320427
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,5.559234003589628,2.3193219204982976
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,4.704474573842716,2.5357281765372277
eep__BOP27_nuoB-cyoB__1,1.1285139905637591,1.2235409987912629
eep__BOP27_nuoB-cyoB__2,0.8181423280382417,1.0034721241142466
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,0.5275666183494918,1.5590894204332264
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,-0.5913474540739685,0.5438525622156571
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,-0.6604625766282268,0.15206900777602114
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,-1.1295097330443076,-0.5245051479508192
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,2.021304178232445,1.0231337958735487
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,1.9001527604608817,0.8259063287567148
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,-0.4416536033349871,1.0176912098658142
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,-0.4963896853106697,0.0715200675544676
eep__BOP27_ndh-cydB__1,2.6690613757523973,0.6708246312207444
eep__BOP27_ndh-cydB__2,4.0452137372969865,2.317370505483728
eep__BOP27_nuoB-cydB__1,5.3929389302931865,3.4191861089365254
eep__BOP27_nuoB-cydB__2,2.908453551738692,2.0602346086498287
DDB2__PD-005_BW25113_Batch_6h__1,-2.140160161239937,0.7860707135490232
DDB2__PD-005_BW25113_Batch_6h__2,-1.689429658532556,0.1199861421546049
DDB2__PD-003_BW25113_Batch_9h__1,-1.0533048251765234,0.25960914262146817
DDB2__PD-003_BW25113_Batch_9h__2,-1.15361234626592,0.5152780448757255
DDB2__PD-003_BW25113_Fed-batch_6h__1,1.0707364184838202,1.364891002954412
DDB2__PD-003_BW25113_Fed-batch_6h__2,-0.347932667604565,1.6026705236887746
DDB2__PD-005_BW25113_Fed-batch_6h__1,1.3989637417483076,1.4071617145292457
DDB2__PD-005_BW25113_Fed-batch_6h__2,-2.099271512258924,-1.5579887325
DDB2__PD-005_BW25113_Fed-batch_6h__3,-0.0240208156435985,0.36216144006992795
DDB2__PD-005_BW25113_Fed-batch_15h__1,0.6585743496975439,1.0645603511980084
DDB2__PD-005_BW25113_Fed-batch_15h__2,1.5869564078800746,1.8766938631961028
DDB2__PD-003_BW25113_Fed-batch_21h__1,0.0793792224466524,1.1501498289858347
DDB2__PD-003_BW25113_Fed-batch_21h__2,1.6541653627640511,1.8840992872901523
DDB2__PD-004_del-basS_Batch_6h__1,-1.1159904733462778,-0.2310840992108425
DDB2__PD-004_del-basS_Batch_6h__2,-0.2568262902577452,0.6011838015584721
DDB2__PD-004_del-basS_Fed-batch_6h__1,-0.4340181737335076,0.02770027727731228
DDB2__PD-004_del-basS_Fed-batch_6h__2,-0.1149263424555435,1.040270630634072
DDB2__PD-004_del-basS_Fed-batch_15h__1,0.5770331460229473,-0.3479709463696721
DDB2__PD-004_del-basS_Fed-batch_15h__2,0.7574508222275409,-0.02235065859216334
DDB2__PD-004_del-kdpE_Batch_6h__1,-1.5264544582917323,0.3217026169651873
DDB2__PD-004_del-kdpE_Batch_6h__2,-0.8910339675335855,0.9233883701653942
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,-0.2270340794600781,1.1018985929589002
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,-1.2635936455740395,-0.4005658598368675
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,0.8279441764453093,0.981806553514012
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,0.7396551446870541,1.005956997662501
DDB2__PD-005_del-phoB_Batch_6h__1,-2.419146386392622,-1.5579887325
DDB2__PD-005_del-phoB_Batch_6h__2,-4.916679007157811,-1.5579887325
DDB2__PD-005_del-phoB_Batch_6h__3,-0.6434884720609065,0.8281726170936812
DDB2__PD-003_del-phoB_Batch_9h__1,-2.4541193565738464,-1.5579887325
DDB2__PD-003_del-phoB_Batch_9h__2,-0.1311240269342362,1.4618030927213932
DDB2__PD-003_del-phoB_Fed-batch_6h__1,-3.299189026643287,-1.5579887325
DDB2__PD-003_del-phoB_Fed-batch_6h__2,-0.289718318610947,0.7363153461979748
DDB2__PD-005_del-phoB_Fed-batch_6h__1,-0.2660492354253038,-1.5579887325
DDB2__PD-005_del-phoB_Fed-batch_6h__2,-0.4516857745103855,0.6226344483361881
DDB2__PD-005_del-phoB_Fed-batch_15h__1,0.9639002736366812,0.4600869996462851
DDB2__PD-005_del-phoB_Fed-batch_15h__2,0.7168316821342688,-0.3176231070898923
DDB2__PD-003_del-phoB_Fed-batch_21h__1,0.6368850286963542,0.9130631459336204
DDB2__PD-003_del-phoB_Fed-batch_21h__2,1.5689463757200683,1.6908550499507011
DDB2__PD-004_del-qseB_Batch_6h__1,-0.6018989100175687,0.5494089089251186
DDB2__PD-004_del-qseB_Fed-batch_6h__1,-0.598738474472051,0.4052121814178309
DDB2__PD-004_del-qseB_Fed-batch_6h__2,0.4266208100672566,1.6879499898318369
DDB2__PD-004_del-qseB_Fed-batch_15h__1,1.4049143948945473,2.1078926176646062
DDB2__PD-004_del-qseB_Fed-batch_15h__2,1.0381751421583485,0.9875280608449584
DDB2__PD-004_del-qseC_Batch_6h__1,0.1454663789567878,1.108912185139464
DDB2__PD-004_del-qseC_Batch_6h__2,-0.0404623342369928,1.1247011173334684
DDB2__PD-004_del-qseC_Fed-batch_6h__1,-0.1216869337256212,0.23554943843766216
DDB2__PD-004_del-qseC_Fed-batch_6h__2,-0.4289058560186167,-0.020639737236871625
DDB2__PD-004_del-qseC_Fed-batch_15h__1,1.78210560479416,1.147246047613344
DDB2__PD-004_del-qseC_Fed-batch_15h__2,0.3392253024544234,0.5498795578852202
DDB2__PD-005_del-qseF_Batch_6h__1,-2.181447626985089,-0.5590081958068455
DDB2__PD-005_del-qseF_Batch_6h__2,-1.4790931326462775,-0.132571839561892
DDB2__PD-003_del-qseF_Batch_6h__1,-0.498936449220925,1.246126438124102
DDB2__PD-003_del-qseF_Batch_6h__2,-0.3213268733133106,1.1528808036348044
DDB2__PD-003_del-qseF_Fed-batch_6h__1,-0.4499312984265033,-0.2425898927422219
DDB2__PD-003_del-qseF_Fed-batch_6h__2,-0.5707967186148633,0.3591706863380961
DDB2__PD-005_del-qseF_Fed-batch_6h__1,-3.974922227142265,-1.5579887325
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-2.5226431127662177,-1.5579887325
DDB2__PD-005_del-qseF_Fed-batch_6h__3,-0.9164335036934944,0.20096088743696885
DDB2__PD-005_del-qseF_Fed-batch_15h__1,1.5724916063274297,1.4435913375489065
DDB2__PD-005_del-qseF_Fed-batch_15h__2,1.329965721323552,0.1748259582819185
DDB2__PD-003_del-qseF_Fed-batch_21h__1,-0.6394405321691745,0.0556696750730632
DDB2__PD-003_del-qseF_Fed-batch_21h__2,-0.53294620620231,1.3331701739080886
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,-0.6739923224723406,2.242281745782924
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,0.0183443263812511,1.0652500595781251
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,0.0059261101001403,0.7880194701307845
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,-0.7137105135854996,0.010553642957288556
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,0.5894057932823298,0.93826032680225
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,0.7848722148613745,-1.5579887325
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,0.7600785447637166,0.4475112170579821
DDB3__PD-009_del-arcA_Batch_6h__1,-1.8781633572340024,0.06371831817618112
DDB3__PD-009_del-arcA_Batch_6h__2,-1.437884035208044,-0.004235326995252421
DDB3__PD-009_del-arcA_Fed-batch_6h__1,0.521756980014347,-0.12642320669154986
DDB3__PD-009_del-arcA_Fed-batch_6h__2,-0.771433568495311,1.5105745380710636
DDB3__PD-009_del-arcA_Fed-batch_15h__1,-0.5600810880393223,0.7166352338313848
DDB3__PD-009_del-arcA_Fed-batch_15h__2,1.092613370190456,1.3067789012349162
DDB3__PD-006_del-baeR_Batch_12h__1,1.4097057794192682,2.079222177654887
DDB3__PD-006_del-baeR_Batch_12h__2,0.6949242744817855,1.9907246331909572
DDB3__PD-009_del-baeR_Batch_12h__1,2.232621200783247,1.5729015815820755
DDB3__PD-009_del-baeR_Batch_12h__2,2.175361364129045,2.392053374418872
DDB3__PD-006_del-baeR_Fed-batch_12h__1,2.541155648263474,1.9282172841727887
DDB3__PD-006_del-baeR_Fed-batch_12h__2,5.46126532892812,3.6098931457373733
DDB3__PD-009_del-baeR_Fed-batch_12h__1,3.3701139034808136,2.7067029758460057
DDB3__PD-009_del-baeR_Fed-batch_12h__2,1.6833235112836038,2.8553337626003987
DDB3__PD-009_del-baeR_Fed-batch_18h__1,5.645388481651199,3.089263352822233
DDB3__PD-006_del-lsrB_Batch_6h__1,-1.520080643505343,0.11583406579349642
DDB3__PD-006_del-lsrB_Batch_6h__2,0.3590326707144726,0.08437982125528909
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,0.4226110156022322,-0.09560731091694397
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,-1.618759835701754,-1.5579887325
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,0.1662226238254072,0.1947395920609818
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,-1.0352976032428998,-0.03473545904615172
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,0.1714586136156321,1.1725033159106164
DDB3__PD-009_del-lsrK_Batch_6h__1,0.5633898000555725,1.675661292789725
DDB3__PD-009_del-lsrK_Batch_6h__2,-4.071322979373066,-1.5579887325
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,-2.310287729545455,-0.0416858270945939
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,-0.8294141133956748,0.21416500348836576
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,2.8712345203495477,2.8078781624420257
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,1.8544155720516733,1.4233426739146762
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,1.5059571846837525,1.3307003224000378
DDB3__PD-006_del-lsrR_Batch_6h__1,-0.8209212250318619,0.6991781444216725
DDB3__PD-006_del-lsrR_Batch_6h__2,-0.6753691952316045,0.9221612520338882
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,-1.4802457408800491,-0.4992772758920079
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,-3.3123790911244844,-1.5579887325
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,0.1082352447750206,0.9081912508387099
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,0.8267766192811231,1.359309034677427
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,0.1979610355113368,0.6654823778406633
DDB3__PD-009_del-luxS_Batch_6h__1,-0.5858032393879541,0.7534148815672161
DDB3__PD-009_del-luxS_Batch_6h__2,-0.9982441098595856,0.4190233306132132
DDB3__PD-009_del-luxS_Fed-batch_6h__1,-1.4228917559010918,-0.06056671979848183
DDB3__PD-009_del-luxS_Fed-batch_6h__2,-1.5482312986433215,-0.11043031257140612
DDB3__PD-009_del-luxS_Fed-batch_15h__1,1.35009588887726,2.074656602652009
DDB3__PD-009_del-luxS_Fed-batch_15h__2,1.9593295340351176,0.9424791608611882
DDB3__PD-006_del-rpoS_Batch_9h__1,-1.4705152013394065,1.1980201606795449
DDB3__PD-006_del-rpoS_Batch_9h__2,-1.1316990998555752,-0.11406686903709652
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,2.4862690428763274,0.4285080066063551
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,1.9063903489548664,2.013518927261264
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,2.0333958658297164,1.6688273102255202
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,5.022861219365824,2.638672340517247
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,2.4699837713923265,2.0666712302444603
DDB3__PD-009_del-tnaA_Batch_6h__1,-0.5078658232218799,0.5570301445866959
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,-2.09542725455214,-1.5579887325
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,1.328761963168584,1.0755744512752672
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,1.5545012684584243,0.8974611725386528
