,PSPTO_RS12085
SRX1828913,0.3091579215
SRX1828914,1.2736026238
SRX1828915,0.2727504712
SRX1828916,1.0379605876
SRX1828917,-0.5819083927
SRX1828918,0.0681106414
SRX3983989,0.9986365533
SRX3983990,0.6186979109
SRX3983993,1.7141874527
SRX3983994,1.4889873901000001
SRX3983995,0.779708931
SRX3983996,1.3452501288
SRX3983997,1.4011644734
SRX3983998,0.8243531420000001
SRX3983999,0.46762138880000004
SRX3984000,0.32268870120000004
SRX3984001,1.6175635358
SRX3984002,1.7868356115
SRX3984003,0.7025862902000001
SRX3984004,0.9851501984000001
SRX3984005,0.670556479
SRX3984006,0.7172194575
SRX3984007,0.854612982
SRX3984008,0.838896423
SRX3984009,0.48130626060000004
SRX3984010,1.4544240932
SRX3984011,0.5475254086
SRX3984012,0.6743457251
SRX3984013,0.8091418686
SRX3984014,0.43975619320000003
SRX3984015,0.7563407129
SRX3984016,0.6755567560000001
SRX3984017,1.495243824
SRX3984019,0.24924837630000002
SRX3984020,1.2332563963
SRX3984021,1.2951258838
SRX3984022,1.5424949571000002
SRX3984023,-0.018451808
SRX3984024,0.4468730745
SRX3984025,0.7454665415
SRX3984026,0.6260746929000001
SRX3984027,0.6185134754
SRX3984028,0.7117897818000001
SRX3984029,1.0195243093
SRX3984031,1.7734717801
SRX3984032,1.4945337575
SRX3984034,-0.2227314032
SRX3984035,0.5706181089
SRX3984036,1.771160117
SRX3984037,0.6888004329
SRX3984038,1.7403543808
SRX3984039,1.5373705953
SRX3984040,0.8519078134
SRX3984041,1.6339443661000002
SRX3984042,1.196082101
SRX3984043,0.8519135794
SRX3984045,1.0609381952
SRX3984046,0.387129323
SRX3984047,1.2822304843
SRX3984048,0.8438047053000001
SRX3984049,0.9907727121000001
SRX3984050,0.9783284675
SRX3984051,0.9998840091000001
SRX3984052,0.86126095
SRX3984056,1.8466980282
SRX3984057,1.9335839429
SRX3984058,1.8774276173
SRX3984059,0.5217920794
SRX3984061,-0.0235464417
SRX3984062,0.5872006009
SRX3984063,0.39787836520000003
SRX3984064,0.5143035056
SRX3984065,0.2748535004
SRX3984066,0.6116962405
SRX3984067,0.2973759453
SRX3984068,0.8016328665
SRX3984069,0.9052819919
SRX3984070,0.7934450980000001
SRX3984071,1.0077929937
SRX3984073,0.7931871806
SRX3984074,0.7558351331000001
SRX3984077,0.2861364161
SRX3984078,0.4969940867
SRX3984079,0.8597845914000001
SRX3984080,-0.1459461118
SRX3984082,0.5222906653
SRX3984084,1.7418321511000001
SRX6997963,-0.028820245
SRX6997964,0.6176851406
SRX6997965,0.2033657218
SRX6997967,0.5736490885000001
SRX6997968,0.6474051761
SRX6997969,-0.4340408679
SRX6997971,-0.5448288436000001
SRX6997972,-2.433953634
SRX6997973,-0.6693933518
SRX3159100,0.1112101437
SRX3159101,-0.7193282129
