,A,Fnr
R2,,0.007348238233857107
xmin,,-9.786193262000001
xmid,,
xmax,,2.044364117999999
ystart,,10.102543565286922
yend,,4.602626797891375
control__wt_glc__1,0.1522053802944245,-0.0526320000000009
control__wt_glc__2,-0.1522053802944822,0.05263199999999912
fur__wt_dpd__1,-1.2893344387246852,-0.2233275490000004
fur__wt_dpd__2,-1.2150703226642172,-0.20726320800000053
fur__wt_fe__1,1.8270029083995527,-0.559124369000001
fur__wt_fe__2,1.3883068894865584,-0.5180337210000019
fur__delfur_dpd__1,-0.4909539059352298,-0.35869387400000186
fur__delfur_dpd__2,-0.8711714500334614,-0.3499676950000019
fur__delfur_fe2__1,-1.950010302415576,-0.2728296990000008
fur__delfur_fe2__2,-1.6900654344555397,-0.2654058500000005
acid__wt_ph5__1,0.2209817788535791,-0.5248469310000008
acid__wt_ph5__2,0.5904814128082445,-0.5394919760000008
acid__delgadx_ph5__2,1.712098475109946,-0.4808098230000013
acid__delgadw_ph5__1,1.1669995274632572,-0.5694477410000012
acid__delgadw_ph5__2,0.6763762743382046,-0.5457824470000006
acid__delgade_ph5__1,1.1847219561632203,-0.4965959550000018
acid__delgade_ph5__2,0.5876373327274066,-0.5235996460000011
oxidative__wt_pq__1,-3.239134436344404,-0.27798360400000105
oxidative__wt_pq__2,-3.7518978758287305,-0.40360473400000174
oxidative__deloxyr_pq__1,-3.121750960189886,-0.11731480800000148
oxidative__deloxyr_pq__2,-3.828486446859654,-0.05299572400000052
oxidative__delsoxr_pq__1,-3.206147991056523,-0.4695711340000006
oxidative__delsoxr_pq__2,-2.7513495796905603,-0.4755742960000013
oxidative__delsoxs_pq__1,-2.721013503880643,-0.1387633190000006
oxidative__delsoxs_pq__2,-2.6201597542955586,-0.1421156520000011
nac_ntrc__wt_csn__1,1.219189976865971,-0.1587119630000018
nac_ntrc__wt_csn__2,0.6674297801779179,-0.2040164890000007
nac_ntrc__wt_cytd__1,1.089195990591393,-0.2233020650000004
nac_ntrc__wt_cytd__2,1.0519572590320303,-0.14878209200000114
nac_ntrc__wt_gln__1,1.4869731311659025,-0.1339289860000008
nac_ntrc__wt_gln__2,1.1327775675616762,-0.07252378100000101
