,SP5448_09120
SRX1726505,0.0555560864
SRX1726506,0.0123251695
SRX1726507,-0.0678812559
SRX1726508,-1.1591977704
SRX1726509,-1.1543108815
SRX1726510,-0.3005086227
SRX1726511,-1.4644639219
SRX1726512,-1.3797053285
SRX1726513,-1.2073942978
SRX1081650,0.2494714999
SRX1081651,-0.1475956918
SRX1081652,-0.057671278000000006
SRX1081653,-0.0126778742
SRX1081654,-0.010878780900000001
SRX1081655,0.2862067332
SRX1081656,0.006383641000000001
SRX1081657,-0.3219837504
SRX1081658,-0.11548313190000001
SRX1081659,0.2639647596
SRX1081660,0.3951345439
SRX1081661,-0.2053718747
SRX1081662,0.1986498575
SRX1081663,-0.0033952830000000002
SRX1081664,0.2188623728
SRX1081665,0.2689403916
SRX1081666,0.2266083153
SRX1081668,0.3200271455
SRX1081669,-0.3393576861
SRX1081670,-0.6905499303
SRX1081671,-0.5292839789
SRX1081672,-0.8977829775
SRX1081673,-1.1470044179
SRX1081674,-0.9673448188
SRX1081675,-0.6451947329000001
SRX1081676,-0.1894586487
SRX1081677,-0.3367396566
SRX1081678,-0.24181519510000002
SRX1081679,-0.7907237684
SRX1081680,-0.9081712277
SRX1081681,-1.026018314
SRX1081682,-1.0455019782
SRX1081683,-1.1419972014
SRX1081684,-0.7357671784
SRX1081685,-0.6882405753
SRX1081686,-1.1465285131
SRX1081687,-0.6235528995
SRX1081688,-1.8841755145999999
SRX1081689,-0.6952369461
SRX1081690,-0.2612393512
SRX1081691,-0.1918404914
SRX1081692,-0.3860165787
SRX1962715,-0.0166991391
SRX1962716,-0.0163883777
SRX1962717,0.0330875167
SRX1962718,0.4172184592
SRX1962719,-0.3829327792
SRX1962720,-0.4461637396
SRX1962721,-0.1822675678
SRX4892146,0.0114314301
SRX4892147,0.0394906449
SRX4892148,0.027769375800000003
SRX4892149,-0.0786914508
SRX4892150,-0.20710851560000001
SRX4892151,-0.09411541030000001
SRX4892152,-0.16811483130000002
SRX4892153,-0.1995416087
SRX4892154,0.0216524978
SRX4892155,0.005234879400000001
SRX4892156,-0.0183326864
SRX4892157,-0.1460906478
SRX4892158,-0.0013662097
SRX4892159,-0.0462620498
SRX4892160,0.2567296013
SRX4892161,0.2258345512
SRX7620814,-0.47637760160000003
SRX7620815,-0.5162313055000001
SRX7620816,-0.4839253888
SRX7620817,-0.1410070396
SRX7620818,-0.19049604520000002
SRX7620819,-0.0977161196
SRX7620856,0.4367001909
SRX7620857,0.5767290019
SRX7620858,0.5041254997
SRX7620859,0.5260088608
SRX7620860,0.2895280502
SRX7620861,0.43438740600000003
SRX7620862,0.410568702
SRX7620863,0.6950841772
SRX7620864,0.5286294450000001
SRX7620865,0.7204716023000001
SRX7620866,0.5373361489
SRX7620867,0.5639705253
SRX2161502,0.1360650131
SRX2161503,-0.1698861384
SRX2161504,0.033821125300000004
SRX2161505,0.1130857056
SRX2161506,0.0624013223
SRX2161507,0.1252055557
SRX2161508,0.3085143271
SRX2161509,0.27986547500000003
SRX2161510,0.5306362694
SRX2161511,0.3391702728
SRX2161512,0.31674125480000004
SRX2161513,0.370952072
SRX2161514,0.1130692066
SRX2161515,-0.18861675390000002
SRX2161516,-0.1503706512
SRX2161517,0.6269279985
SRX2161518,0.529086886
SRX2161519,0.7907967938
SRX2161520,0.11674345
SRX2161521,0.2519816427
SRX2161522,0.29976512180000003
SRX2161523,0.5064456061
SRX2161524,0.1922694143
SRX2161525,0.2722400551
