,-0.1086817546231954,-0.09196148468116534,-0.07524121473913528,-0.05852094479710522,-0.04180067485507516,-0.0250804049130451,-0.008360134971015037,0.008360134971015024,0.025080404913045085,0.04180067485507516,0.05852094479710521,0.07524121473913525,0.09196148468116533,0.1086817546231954,0.12540202456522545,0.1421222945072555,0.15884256444928557,0.17556283439131565,0.19228310433334572,0.20900337427537574
thresh,-0.05016080982609018,0.05016080982609018,1,,,,,,,,,,,,,,,,,
unreg,1,3,16,19,48,152,1926,1945,152,31,12,8,1,6,2,2,1,0,0,0
unreg_genes,['BSU_13545'],['yrzQ' 'ytzD' 'ykpC'],"['yozT' 'ykzE' 'yrpDX' 'edmS' 'spoVM' 'yrzT' 'yhaL' 'yqgO' 'ypeQ' 'ykzV'
 'sboX' 'yrzN' 'sspP' 'ynfCc' 'yqbNc' 'BSU_17689']","['phrG' 'phrI' 'BSU_25875' 'ypzF' 'secE' 'ptsJ' 'spoIISC' 'ydzQ' 'yolD'
 'yczM' 'BSU_34399' 'ypzI' 'phrA' 'ydzTc' 'ybxH' 'ypzH' 'phrF' 'fni'
 'yopU']",[],[],[],[],[],[],"['ydhUn' 'yjzJ' 'ydzM' 'yoyE' 'usd' 'liaK' 'yrzM' 'yuzL' 'BSU_24205'
 'yczN' 'swrAAn' 'BSU_02585']",['yycC' 'yrkS' 'ykzP' 'BSU_18596' 'yoqE' 'ynzI' 'BSU_11515' 'yxzJ'],['fbpA'],['BSU_04745' 'mciZ' 'BSU_17099' 'BSU_22205' 'ywzE' 'sdpB'],['BSU_29845' 'BSU_28509'],['youB' 'ynzL'],['BSU_25565'],[],[],[]
