,A,FliA
R2,,0.7389389708147793
xmin,,-3.1576643200000003
xmid,,-0.1863247954363502
xmax,,8.054350523706072
ystart,,-0.11557138113022858
yend,,29.220877759855828
control__wt_glc__1,0.2092340954630359,-0.4411986110000004
control__wt_glc__2,-0.2092340954630638,0.4411986109999999
fur__wt_dpd__1,0.4276312344712163,-0.9934258690000002
fur__wt_dpd__2,0.8415587957628918,-0.8406642950000003
fur__wt_fe__1,-0.7839281951653599,-2.8216205619999997
fur__wt_fe__2,-0.9355239572163144,-2.0858129740000004
fur__delfur_dpd__1,0.5671499079858305,-1.2868297380000002
fur__delfur_dpd__2,0.2296242276606672,-1.3141161720000003
fur__delfur_fe2__1,0.2785449073627186,-0.19587994600000025
fur__delfur_fe2__2,0.1443578731125339,-0.18715458600000007
acid__wt_ph5__1,-0.46778949831386,-0.7627856620000002
acid__wt_ph5__2,-0.7325968689812967,-0.4265248400000004
acid__delgadx_ph5__2,-0.6524621533518772,-0.7168831890000003
acid__delgadw_ph5__1,-0.5154762741947674,-0.6662751250000003
acid__delgadw_ph5__2,-0.8083233517570838,-0.365508524
acid__delgade_ph5__1,-0.3082051848295105,-1.1096626290000002
acid__delgade_ph5__2,-0.268752786755732,-0.7746300120000003
oxidative__wt_pq__1,1.946452024504736,-1.7977564990000003
oxidative__wt_pq__2,1.7440300063193674,-1.1152016679999999
oxidative__deloxyr_pq__1,1.42366653433843,-0.6923030000000003
oxidative__deloxyr_pq__2,0.9720959042338408,-0.5069669500000002
oxidative__delsoxr_pq__1,1.433858347565686,-1.3221565120000005
oxidative__delsoxr_pq__2,0.9891524950648194,-1.0775050640000003
oxidative__delsoxs_pq__1,2.219987353122568,-0.8885977159999999
oxidative__delsoxs_pq__2,1.654712439750495,-1.1383556150000005
nac_ntrc__wt_csn__1,1.1271270079729876,-1.5384015560000004
nac_ntrc__wt_csn__2,1.0581641937095605,-0.9192883400000004
nac_ntrc__wt_cytd__1,-0.1206546317670372,-1.7988632910000002
nac_ntrc__wt_cytd__2,-0.1092210154627694,-2.5776356700000003
nac_ntrc__wt_gln__1,0.6454727799038072,-1.6161610890000002
nac_ntrc__wt_gln__2,0.98185004663331,-1.5275729500000004
nac_ntrc__bw_delnac_csn__1,2.855429340503004,-0.2118332750000005
nac_ntrc__bw_delnac_csn__2,1.61123248712104,-0.7336206390000002
nac_ntrc__bw_delnac_cytd__1,0.7425608076028939,-1.0915757980000005
nac_ntrc__bw_delnac_cytd__2,0.5175162321591382,-1.3557235690000002
nac_ntrc__bw_delnac_gln__1,6.10623734952313,0.4832217599999997
nac_ntrc__bw_delnac_gln__2,6.342360775135608,-0.2762676810000002
nac_ntrc__bw_delnac_nh4__1,19.538299047819848,5.506442908999999
nac_ntrc__bw_delnac_nh4__2,19.724213470935275,5.482318495
misc__wt_no_te__1,1.120686839209659,-1.3315784590000004
misc__wt_no_te__2,0.7144179310968436,-0.02471510100000041
