,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,10.2298,0.5081119856881943,3.0,0.0,9.6963,1.0,10.708,2.0,10.2851,,,,,,,,,,
1,LB__LBtran,11.868133333333333,0.3593432945434401,3.0,3.0,12.2811,4.0,11.6267,5.0,11.6966,,,,,,,,,,
2,LB__LBstat,12.707966666666666,0.18568479564394427,3.0,6.0,12.8062,7.0,12.8239,8.0,12.4938,,,,,,,,,,
3,LB__LBGexp,8.888566666666668,0.7142952914119852,3.0,9.0,8.082,10.0,9.4412,11.0,9.1425,,,,,,,,,,
4,LB__LBGtran,10.3022,0.7587255762131645,2.0,12.0,9.7657,13.0,10.8387,,,,,,,,,,,,
5,LB__LBGstat,9.030833333333334,0.39265978064137586,3.0,14.0,9.0179,15.0,8.6448,16.0,9.4298,,,,,,,,,,
6,Life Cycle__S0,12.4231,0.2415386304507007,3.0,17.0,12.5297,18.0,12.1466,19.0,12.593,,,,,,,,,,
7,Life Cycle__S1,13.944633333333334,0.048164025302431836,3.0,20.0,13.9545,21.0,13.9871,22.0,13.8923,,,,,,,,,,
8,Life Cycle__S2,13.962233333333332,0.21034603236888766,3.0,23.0,14.2051,24.0,13.8381,25.0,13.8435,,,,,,,,,,
9,Life Cycle__S3,14.74615,0.382332636587567,2.0,26.0,14.4758,27.0,15.0165,,,,,,,,,,,,
10,Life Cycle__S4,14.789766666666667,0.15341008224146577,3.0,28.0,14.6469,29.0,14.9519,30.0,14.7705,,,,,,,,,,
11,Life Cycle__S5,14.494966666666665,0.05493471883366002,3.0,31.0,14.432,32.0,14.5198,33.0,14.5331,,,,,,,,,,
12,Life Cycle__S6,14.374675,0.3197440572440041,8.0,34.0,14.3375,35.0,14.706900000000001,36.0,14.535,37.0,13.932,38.0,14.3256,39.0,13.8846,40.0,14.6611,41.0,14.6147
13,Life Cycle__S7,14.430033333333334,0.3464231853287728,3.0,42.0,14.8292,43.0,14.253,44.0,14.2079,,,,,,,,,,
14,Life Cycle__S8,14.006,0.07976164491784257,2.0,45.0,13.9496,46.0,14.0624,,,,,,,,,,,,
15,Life Cycle__G135,9.1267,0.006081118318203954,2.0,47.0,9.131,48.0,9.1224,,,,,,,,,,,,
16,Life Cycle__G150,8.855866666666666,0.22859510785083134,3.0,49.0,8.7169,50.0,9.1197,51.0,8.731,,,,,,,,,,
17,Life Cycle__G180,8.372733333333333,0.5367276807966339,3.0,52.0,8.0125,53.0,8.1161,54.0,8.9896,,,,,,,,,,
18,Stress Time Course__C30,13.401900000000001,0.4928534264870243,2.0,55.0,13.0534,56.0,13.7504,,,,,,,,,,,,
19,Stress Time Course__C90,14.352799999999998,0.01767766952966394,2.0,57.0,14.3403,58.0,14.3653,,,,,,,,,,,,
20,Biofilm__BI,14.175,0.19912126958213122,2.0,59.0,14.3158,60.0,14.0342,,,,,,,,,,,,
21,Biofilm__BC,16.1707,0.3221928718433519,4.0,61.0,15.7797,62.0,16.4714,63.0,16.3948,64.0,16.0369,,,,,,,,
22,Biofilm__Sw,16.46775,0.02722361107568144,2.0,65.0,16.487,66.0,16.4485,,,,,,,,,,,,
23,Life Cycle__BT,15.31795,0.31699597000592905,2.0,67.0,15.5421,68.0,15.0938,,,,,,,,,,,,
24,Life Cycle__B36,15.975349999999999,0.1754331924123818,2.0,69.0,16.0994,70.0,15.8513,,,,,,,,,,,,
25,Life Cycle__B60,16.153950000000002,0.0963786542757279,2.0,71.0,16.0858,72.0,16.2221,,,,,,,,,,,,
26,M9__M9exp,14.593499999999999,0.296149438628541,3.0,73.0,14.92,74.0,14.5183,75.0,14.3422,,,,,,,,,,
27,M9__M9tran,13.703833333333334,0.40269180936956395,3.0,76.0,13.6565,77.0,13.3269,78.0,14.1281,,,,,,,,,,
28,M9__M9stat,13.664966666666666,0.0719627913114365,3.0,79.0,13.7377,80.0,13.6634,81.0,13.5938,,,,,,,,,,
29,Supplement__M+G,13.612499999999999,0.5255076402869896,3.0,82.0,13.0459,83.0,14.0839,84.0,13.707699999999999,,,,,,,,,,
30,Supplement__Glu,14.392666666666665,0.1790816666589113,3.0,85.0,14.279,86.0,14.2999,87.0,14.5991,,,,,,,,,,
31,Supplement__Fru,14.2558,0.7212975183653422,3.0,88.0,14.8663,89.0,14.4412,90.0,13.4599,,,,,,,,,,
32,Supplement__Mal,13.352233333333333,0.3501733903844397,3.0,91.0,13.1632,92.0,13.7563,93.0,13.1372,,,,,,,,,,
33,Supplement__G+S,14.518,0.0500631601080077,2.0,94.0,14.5534,95.0,14.4826,,,,,,,,,,,,
34,Supplement__Pyr,14.185366666666667,0.29694324934797417,3.0,96.0,13.9117,97.0,14.5011,98.0,14.1433,,,,,,,,,,
35,Supplement__Gly,13.958333333333334,0.6941329723715282,3.0,99.0,13.7415,100.0,14.735,101.0,13.3985,,,,,,,,,,
36,Supplement__Glucon,13.469133333333334,0.5022155845185747,3.0,102.0,13.3842,103.0,14.0084,104.0,13.0148,,,,,,,,,,
37,Stressors__aero,12.890799999999999,0.20613400980915295,3.0,105.0,12.9827,106.0,12.6547,107.0,13.035,,,,,,,,,,
38,Stressors__nit,12.954566666666667,0.28084344986724036,3.0,108.0,12.9025,109.0,13.2578,110.0,12.7034,,,,,,,,,,
39,Stressors__ferm,12.725499999999998,0.3270243568910423,3.0,111.0,12.4726,112.0,12.6091,113.0,13.0948,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,14.3135,,1.0,114.0,14.3135,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,14.4451,,1.0,115.0,14.4451,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,14.7312,,1.0,116.0,14.7312,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,14.0555,,1.0,117.0,14.0555,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,13.7579,,1.0,118.0,13.7579,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,13.6312,,1.0,119.0,13.6312,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,13.719100000000001,,1.0,120.0,13.719100000000001,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,13.6283,,1.0,121.0,13.6283,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,13.4768,,1.0,122.0,13.4768,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,12.8735,,1.0,123.0,12.8735,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,12.8705,,1.0,124.0,12.8705,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,12.7538,,1.0,125.0,12.7538,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,13.282,,1.0,126.0,13.282,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,13.4837,,1.0,127.0,13.4837,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,13.7041,,1.0,128.0,13.7041,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,13.3126,,1.0,129.0,13.3126,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,12.9333,,1.0,130.0,12.9333,,,,,,,,,,,,,,
57,Stressors__HPh,13.545433333333333,0.5145642849375897,3.0,131.0,13.7038,132.0,12.9703,133.0,13.9622,,,,,,,,,,
58,Stressors__LPh,13.220366666666669,0.1942068570708394,3.0,134.0,13.1834,135.0,13.4304,136.0,13.0473,,,,,,,,,,
59,Stressors__LPhT,14.282000000000002,0.034398255769733446,3.0,137.0,14.285,138.0,14.3148,139.0,14.2462,,,,,,,,,,
60,Stressors__SMMPr,13.692966666666665,0.06102297381587792,3.0,140.0,13.7045,141.0,13.627,142.0,13.7474,,,,,,,,,,
61,Stressors__HiTm,13.684366666666667,0.9835064277031101,3.0,143.0,12.7127,144.0,13.6611,145.0,14.6793,,,,,,,,,,
62,Stressors__LoTm,15.217633333333334,0.1203955287098875,3.0,146.0,15.3158,147.0,15.2538,148.0,15.0833,,,,,,,,,,
63,Stressors__HiOs,15.4722,0.05863164674473984,3.0,149.0,15.4288,150.0,15.4489,151.0,15.5389,,,,,,,,,,
64,Stressors__BMM,15.2442,0.21609902822548765,3.0,152.0,15.3427,153.0,15.3935,154.0,14.9964,,,,,,,,,,
65,Stressors__Heat,13.903733333333333,0.29331993340605617,3.0,155.0,13.9439,156.0,14.1749,157.0,13.5924,,,,,,,,,,
66,Stressors__Cold,12.780366666666666,0.7857802258477449,3.0,158.0,13.3431,159.0,13.1154,160.0,11.8826,,,,,,,,,,
67,Stressors__Etha,13.342366666666665,0.44949707822558005,3.0,161.0,13.847,162.0,12.9849,163.0,13.1952,,,,,,,,,,
68,Stress Time Course__SMM,14.6297,0.049653499373155933,3.0,164.0,14.6334,165.0,14.6774,166.0,14.5783,,,,,,,,,,
69,Stress Time Course__Salt,13.583966666666669,0.3256377486307959,3.0,167.0,13.7497,168.0,13.7934,169.0,13.2088,,,,,,,,,,
