,-0.08471667816923077,-0.07059723180769231,-0.05647778544615385,-0.04235833908461539,-0.028238892723076933,-0.014119446361538474,-1.3877787807814457e-17,0.014119446361538446,0.028238892723076905,0.04235833908461535,0.056477785446153825,0.0705972318076923,0.08471667816923074,0.09883612453076919,0.11295557089230766,0.12707501725384612,0.14119446361538457,0.15531390997692301,0.16943335633846146,0.18355280269999996
thresh,-0.09177640135000001,0.09177640135000001,1,,,,,,,,,,,,,,,,,
unreg,0,1,16,25,133,480,596,309,87,29,18,6,1,2,2,5,4,6,3,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['secY' 'SP5448_03760'],['rplC' 'rplO'],['rplB' 'rpsH' 'rpsE' 'rplD' 'rpmD'],['rplF' 'rplW' 'rplR' 'rpsS'],['rpmC' 'rpsC' 'rpsQ' 'rplP' 'rplN' 'rplV'],['rplE' 'rpsN' 'rplX'],[]
