,-0.06857142857142857,-0.04571428571428572,-0.022857142857142868,-1.3877787807814457e-17,0.02285714285714284,0.04571428571428569,0.06857142857142855,0.0914285714285714,0.11428571428571425,0.13714285714285712,0.15999999999999998,0.18285714285714283,0.20571428571428568,0.22857142857142854,0.2514285714285714,0.27428571428571424,0.2971428571428571,0.31999999999999995,0.3428571428571428,0.36571428571428566
thresh,-0.08,0.08,1,,,,,,,,,,,,,,,,,
unreg,4,37,454,1357,391,34,6,3,3,0,1,0,1,3,1,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['SACI_RS11740' 'purM' 'SACI_RS03510'],['purD' 'purF-2' 'guaA_1'],[],['purF-1'],[],['purL'],['purT' 'purS' 'purQ'],['purC'],[],['adeQ'],[],[],[]
