,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.27415343793205493,3.0,0.0,0.1190030002,1.0,0.1945434211,2.0,-0.3135464213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,2.3542974776666665,0.1435137426150304,3.0,3.0,2.3614661534,4.0,2.2073337414,5.0,2.4940925382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,1.6660547204,0.31873224313507226,3.0,6.0,1.4490375336999999,7.0,1.5171377938,8.0,2.0319888337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.7619236596236055e-12,0.6934481880121954,21.0,9.0,0.1293407818,10.0,-0.2425787982,11.0,-0.2195735833,12.0,-0.7950888188,13.0,-0.1602901,14.0,-0.8763622344,15.0,0.174530353,16.0,-0.5215927022,17.0,-0.6216666958,18.0,0.4835550491,19.0,-0.4949303705,20.0,-0.22986498260000002,21.0,0.1430560669,22.0,-0.3997204277,23.0,-0.24990003360000002,24.0,1.8035994782,25.0,1.1991079556,26.0,1.3362790506,27.0,0.0031078495,28.0,-0.33467959540000003,29.0,-0.1263282423
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,0.7956366098761904,0.5660955537080737,21.0,30.0,1.1467748041,31.0,0.5305464986,32.0,0.43705605200000003,33.0,0.7373995079,34.0,0.4873163784,35.0,0.724658482,36.0,0.7436104504000001,37.0,0.2858595761,38.0,0.9534285721,39.0,0.3613993558,40.0,0.5231332769,41.0,0.1249517059,42.0,0.34318995620000003,43.0,0.2835079723,44.0,-0.0242528924,45.0,1.9724640596,46.0,1.3384063907,47.0,2.0272401865,48.0,1.1711511906,49.0,1.4381941822,50.0,1.1023331015
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.24086599892288424,3.0,51.0,-0.27780129130000003,52.0,0.12722754190000002,53.0,0.1505737494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.8700781345749999,0.3640179832252425,4.0,54.0,-0.325833042,55.0,-1.075264436,56.0,-1.0100888469,57.0,-1.0691262134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.15335945726311398,4.0,58.0,-0.19842582900000003,59.0,0.0599403125,60.0,-0.0256324218,61.0,0.16411793830000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.18778598355,0.14787894717652644,4.0,62.0,-0.3398563384,63.0,-0.0270013687,64.0,-0.2832186171,65.0,-0.10106761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.236681924925,0.05749498766126514,4.0,66.0,-0.2354779954,67.0,-0.2591882341,68.0,-0.1582732937,69.0,-0.2937881765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
