,-0.09051067423436786,-0.060340449489578576,-0.030170224744789295,-1.3877787807814457e-17,0.030170224744789267,0.06034044948957855,0.09051067423436783,0.12068089897915711,0.15085112372394638,0.18102134846873563,0.21119157321352494,0.24136179795831425,0.2715320227031035,0.30170224744789276,0.33187247219268207,0.3620426969374714,0.39221292168226063,0.4223831464270499,0.45255337117183914,0.4827235959166285
thresh,-0.1055957866067625,0.1055957866067625,1,,,,,,,,,,,,,,,,,
unreg,1,2,282,3648,270,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0
unreg_genes,[],[],[],[],[],[],[],['ygaY'],[],[],[],[],[],[],[],[],['proX' 'proV'],['proW'],[],[]
