,SP5448_08350
SRX1726505,0.3061237015
SRX1726506,-0.7146395259
SRX1726507,0.4085158243
SRX1726508,5.993712097
SRX1726509,6.0132089647
SRX1726510,2.7396768066
SRX1726511,3.8307844415
SRX1726512,3.9659454731
SRX1726513,5.2245454416
SRX1081650,0.1077982415
SRX1081651,-0.0154887441
SRX1081652,-0.4121776867
SRX1081653,-0.0393338089
SRX1081654,-0.3992924403
SRX1081655,-1.2168883324
SRX1081656,-0.0416906125
SRX1081657,-0.6981940182
SRX1081658,-0.4819109371
SRX1081659,1.9165902557
SRX1081660,1.0431040687
SRX1081661,-0.1299709426
SRX1081662,-0.2426811262
SRX1081663,-0.8007468079000001
SRX1081664,-0.4858065367
SRX1081665,0.4864065168
SRX1081666,0.0543226658
SRX1081668,-0.0251363759
SRX1081669,1.1952218883
SRX1081670,0.0519492124
SRX1081671,0.1339255204
SRX1081672,3.5562067038
SRX1081673,3.3377640826
SRX1081674,3.9605428353
SRX1081675,3.3721082731
SRX1081676,4.7042302134
SRX1081677,3.3131759098
SRX1081678,3.7281897532
SRX1081679,3.9060514942999998
SRX1081680,3.6994268287
SRX1081681,3.8479500256
SRX1081682,4.0723280853
SRX1081683,3.1651106005
SRX1081684,3.6390112478
SRX1081685,3.0674555921
SRX1081686,3.2871816766
SRX1081687,3.3742259252
SRX1081688,3.0764073236
SRX1081689,3.2710404873
SRX1081690,3.6072825725
SRX1081691,3.6659701675000003
SRX1081692,3.5834994782000003
SRX1962715,-0.1465180908
SRX1962716,-0.0510309197
SRX1962717,0.1975490105
SRX1962718,-1.2587753142
SRX1962719,-0.2038753023
SRX1962720,-0.6866916187000001
SRX1962721,-0.7876179008
SRX4892146,0.1678303532
SRX4892147,0.2670662299
SRX4892148,-0.19100407860000002
SRX4892149,-0.2438925045
SRX4892150,-0.9196503505
SRX4892151,-0.2599325245
SRX4892152,-0.5141700101
SRX4892153,-0.3999287306
SRX4892154,-0.3290236851
SRX4892155,-0.4887951634
SRX4892156,-0.4711472846
SRX4892157,-0.6809769586000001
SRX4892158,0.6754926186
SRX4892159,0.6316920466
SRX4892160,0.14332086830000001
SRX4892161,0.3305543314
SRX7620814,0.5211773782
SRX7620815,0.7201090966
SRX7620816,0.8010103092
SRX7620817,3.5151150944
SRX7620818,3.3063314704
SRX7620819,3.8128721385
SRX7620856,-1.9624705951
SRX7620857,2.2501881836
SRX7620858,-1.3643645243
SRX7620859,2.6501227672
SRX7620860,-1.1974407273
SRX7620861,2.6671664801
SRX7620862,-0.390811002
SRX7620863,1.3848579935
SRX7620864,-0.458743746
SRX7620865,1.3638645902
SRX7620866,-1.192742036
SRX7620867,1.6329044997
SRX2161502,0.29137954320000004
SRX2161503,-0.7382195492
SRX2161504,0.446840006
SRX2161505,-0.8434480426000001
SRX2161506,-0.590271279
SRX2161507,-0.5806467491
SRX2161508,-0.2242197199
SRX2161509,0.39951242680000004
SRX2161510,0.1031809125
SRX2161511,-1.0731874442
SRX2161512,-1.2780588228
SRX2161513,-2.0309793636
SRX2161514,5.5174326188
SRX2161515,5.4873042333
SRX2161516,5.5315740581
SRX2161517,4.2719086212
SRX2161518,3.7600227913
SRX2161519,3.8749564285
SRX2161520,5.6059793337
SRX2161521,5.7216887438
SRX2161522,5.7350457856
SRX2161523,3.5318167737
SRX2161524,3.6705575704999998
SRX2161525,3.9962695247
