,PSPTOB0064
SRX1828913,-0.0121484598
SRX1828914,-1.5576199248
SRX1828915,0.019659661800000002
SRX1828916,-1.4999583481
SRX1828917,-0.0075112021
SRX1828918,-1.8295511874
SRX3983989,-0.5080655176000001
SRX3983990,-0.5917317107
SRX3983993,-2.1047223632
SRX3983994,-2.8455413319
SRX3983995,-0.5687557713
SRX3983996,-1.9458345347
SRX3983997,-2.1765662608
SRX3983998,-0.6018320540000001
SRX3983999,-0.2856275969
SRX3984000,-0.42182923980000003
SRX3984001,-2.444902664
SRX3984002,-3.1395208055
SRX3984003,-1.9503890663
SRX3984004,-0.5439562685
SRX3984005,-0.9176620155
SRX3984006,-1.7256123601
SRX3984007,-2.0274617051
SRX3984008,-0.2895839129
SRX3984009,-0.1791310523
SRX3984010,-1.8850879527000002
SRX3984011,-0.46463496330000004
SRX3984012,-0.2319423595
SRX3984013,-0.4120576224
SRX3984014,-0.9168501903
SRX3984015,-1.7366470317
SRX3984016,-0.6948835043
SRX3984017,-1.8216193269
SRX3984019,-0.2666043877
SRX3984020,-1.977807183
SRX3984021,-2.1587794814
SRX3984022,-2.5883275085
SRX3984023,0.031470105400000004
SRX3984024,0.2586693731
SRX3984025,-0.6286815852000001
SRX3984026,-0.36233684780000003
SRX3984027,-0.3528605828
SRX3984028,-0.9034629219
SRX3984029,-0.6493981174
SRX3984031,-2.174332077
SRX3984032,-1.7951813787000002
SRX3984034,-0.037489586000000005
SRX3984035,-2.5848281544000002
SRX3984036,-1.112347157
SRX3984037,-1.1827117692
SRX3984038,-1.3030612516
SRX3984039,-1.3822465711
SRX3984040,-0.588102749
SRX3984041,-1.5114051805000002
SRX3984042,-2.3885185478
SRX3984043,-2.6133215197
SRX3984045,0.153103826
SRX3984046,-0.0016750639000000002
SRX3984047,-1.5311994763999999
SRX3984048,-1.6663718919
SRX3984049,-1.3289013857
SRX3984050,-2.422176331
SRX3984051,-1.8353885702000001
SRX3984052,-0.43218248130000003
SRX3984056,-1.5836653407
SRX3984057,-2.5780729268
SRX3984058,-1.7992205522
SRX3984059,-0.1359478716
SRX3984061,-0.5211780634000001
SRX3984062,-0.3001423009
SRX3984063,0.0351612623
SRX3984064,-0.6125846816
SRX3984065,-0.3803613867
SRX3984066,-0.21858669100000003
SRX3984067,-0.4267507783
SRX3984068,-0.2981910875
SRX3984069,-2.0621907051
SRX3984070,-1.4971845056
SRX3984071,-2.1282027228000002
SRX3984073,-0.43134298460000003
SRX3984074,-0.6216904374000001
SRX3984077,0.1579108706
SRX3984078,-0.4944518574
SRX3984079,-1.6722919671
SRX3984080,0.0076945445
SRX3984082,-0.1485267734
SRX3984084,-2.1109659
SRX6997963,-0.1376030493
SRX6997964,0.9922517978000001
SRX6997965,0.48072021940000004
SRX6997967,0.6044422369
SRX6997968,0.8019943207
SRX6997969,0.1320053067
SRX6997971,-0.46683918760000004
SRX6997972,0.8234869814
SRX6997973,0.9086000670000001
SRX3159100,-0.7151893753
SRX3159101,0.40121201100000004
SRX3159102,0.4468477434
SRX3159103,-0.1328703791
