,new_2119128_2119278_c
M9exp_1,7.5327
M9exp_2,7.5797
M9exp_3,7.0635
M9tran_1,7.4993
M9tran_2,7.4894
M9tran_3,7.4528
M9stat_1,8.8687
M9stat_2,9.7604
M9stat_3,9.3133
MG-0.1_1,7.2513
MG-0.1_2,6.8066
MG-0.1_3,7.4492
MG-0.2_2,7.0851
MG-0.2_3,7.4957
MG+5_1,7.1987
MG+5_2,6.6744
MG+5_3,7.6467
MG+10_1,7.2574
MG+10_2,7.0695
MG+10_3,7.2521
MG+15_1,7.2916
MG+15_2,7.9831
MG+15_3,7.329
MG+25_1,7.3913
MG+25_2,7.0432
MG+25_3,7.265
MG+45_1,7.2291
MG+45_2,7.0255
MG+45_3,7.2744
MG+60_2,7.0913
MG+60_3,7.3349
MG+90_2,6.6735
MG+90_3,6.9597
MG+120_1,7.4404
MG+120_2,7.1804
MG+120_3,7.2003
MG+150_1,7.5096
MG+150_3,7.2376
GM-0.1_1,7.3285
GM-0.1_2,7.3701
GM-0.1_3,7.5088
GM-0.2_1,7.6669
GM-0.2_2,7.8081
GM-0.2_3,6.9586
GM+5_1,7.2584
GM+5_2,6.9963
GM+5_3,7.2951
GM+10_2,6.8652
GM+10_3,7.0948
GM+15_1,6.9391
GM+15_2,7.2151
GM+15_3,7.1995
GM+25_1,7.0144
GM+25_2,7.2465
GM+25_3,7.3361
GM+45_1,7.0872
GM+45_2,6.4516
GM+45_3,7.7763
GM+60_1,6.8503
GM+60_2,6.9858
GM+60_3,7.4256
GM+90_1,7.0388
GM+90_2,7.768
GM+90_3,7.6444
GM+120_1,7.5469
GM+120_3,8.1872
GM+150_1,7.642
GM+150_2,6.9777
GM+150_3,7.4462
BT_1,9.599
BT_2,9.1941
B36_1,9.0297
B36_2,8.6791
B60_1,9.8964
B60_2,10.5112
S0_1,7.4620000000000015
S0_2,7.7344
S0_3,7.8744
S1_1,7.1892
S1_2,7.3171
S1_3,7.2802
S2_1,7.9393
S2_2,7.4699
S2_3,7.2687
S3_1,10.6076
S3_2,10.8177
S4_1,12.017
S4_2,11.4502
S4_3,11.3622
S5_1,12.6575
S5_2,12.7565
S5_3,12.8628
S6_1,12.2978
S6_2,11.0756
S6_3,12.1646
S6/t_1,12.1422
S6/t_2,10.1202
S6_4,11.3072
S6_5,12.0715
S6_6,12.0225
S7_4,11.9868
S7_5,11.9084
S7_6,11.8062
S8_4,11.0304
S8_5,11.5764
G135_1,7.8639
G135_3,7.6719
G150_1,7.7072
G150_2,7.2522
G150_3,8.0838
G180_1,7.5815
G180_2,7.1336
G180_3,7.1824
T-5.40H_1,7.934
T-4.40H_1,7.5368
T-3.40H_1,7.3045
T-2.40H_1,7.3176
T-1.40H_1,7.1854
T-1.10H_1,7.0982
T-0.40H_1,7.0276
T0.0H_1,7.032
T0.30H_1,8.0954
T1.0H_1,7.6097
T1.30H_1,7.8968
T2.0H_1,8.0356
T2.30H_1,7.8666
T3.0H_1,7.6836
T3.30H_1,8.2985
T4.0H_1,8.5211
T5.0H_1,8.861
LBexp_1,7.181
LBexp_2,6.9096
LBexp_3,7.2153
LBtran_1,7.3289
LBtran_2,7.127000000000002
LBtran_3,7.2837
LBstat_1,7.3314
LBstat_2,7.5052
LBstat_3,7.5941
LBGexp_1,6.9466
LBGexp_2,7.0105
LBGexp_3,7.2336
LBGtran_2,7.6509
LBGtran_3,7.4739
LBGstat_1,7.4098
LBGstat_2,7.3612
LBGstat_3,7.7664
Mt0_1,7.2927
Mt0_3,6.8009
M0t45_1,7.1398
M0t45_2,7.1638
M0t45_3,6.9492
M0t90_1,7.457000000000002
M0t90_2,7.3004
M0t90_3,7.2959
M40t45_1,7.3595
M40t45_2,7.3489
M40t45_3,6.7707
M40t90_1,7.207999999999998
M40t90_2,7.1253
M40t90_3,7.1734
dia0_1,7.1951
dia0_2,7.3562
dia0_3,6.8334
dia5_1,7.3529
dia5_2,7.5352
dia5_3,6.9026
dia15_1,7.9724
dia15_2,7.9460000000000015
dia15_3,7.5792
C30_1,10.362
C30_2,9.6311
C90_1,8.1415
C90_2,6.5808
SMM_1,7.4464
SMM_2,7.1645
SMM_3,7.213999999999999
Salt_1,9.0653
Salt_2,9.1927
Salt_3,8.8254
M+G_1,9.1681
M+G_2,7.3387
M+G_3,7.4424
Glu_1,8.3855
Glu_2,8.0371
Glu_3,7.5552
Fru_1,7.4992
Fru_2,7.7522
Fru_3,7.7514
Mal_1,8.0084
Mal_2,7.4664
Mal_3,8.4512
G+S_2,9.7442
G+S_3,10.1174
Pyr_1,9.5658
Pyr_2,9.7263
Pyr_3,9.8436
Gly_1,9.5533
Gly_2,10.3067
Gly_3,9.0135
Glucon_1,8.8049
Glucon_2,8.4662
Glucon_3,8.2509
BI_1,7.3423
BI_2,7.4993
BC_2,8.948
BC/t_1,8.3348
BC/t_2,9.7015
BC_1,8.318
Sw_1,8.9642
Sw_2,9.7565
BMM_1,7.0273
BMM_2,7.1214
BMM_3,7.4249
Heat_1,8.7503
Heat_2,8.8304
Heat_3,9.1048
Cold_1,7.1891
Cold_2,7.3646
Cold_3,7.5447
Etha_1,11.2728
Etha_2,10.9971
Etha_3,11.0435
SMMPr_1,8.0975
SMMPr_2,7.9191
SMMPr_3,7.9057
HiTm_1,10.6908
HiTm_2,7.7495
HiTm_3,7.5293
LoTm_1,9.4788
LoTm_2,10.3265
LoTm_3,9.9654
HiOs_1,7.7023
HiOs_2,7.8845
HiOs_3,7.7002
Oxctl_1,7.843
Oxctl_2,7.7838
Oxctl_3,7.4338
Diami_1,7.5449
Diami_2,7.4977
Diami_3,7.8681
Paraq_1,7.4669
Paraq_2,7.5702
Paraq_3,7.2248
H2O2_1,8.1717
H2O2_2,8.5592
H2O2_3,8.5356
HPh_1,7.7828
HPh_2,7.3092
HPh_3,7.7903
LPh_1,7.9682
LPh_2,7.4146
