,PSPTOB0005
SRX1828913,0.219659508
SRX1828914,-0.8338574045
SRX1828915,-0.3084593835
SRX1828916,-1.3662763236
SRX1828917,0.0887998755
SRX1828918,-1.042292936
SRX3983989,-0.1629994002
SRX3983990,-0.5978106117
SRX3983993,-1.1143521303
SRX3983994,-1.027679413
SRX3983995,-0.2093403674
SRX3983996,-1.2231954692
SRX3983997,-1.0920159188
SRX3983998,0.028304366900000003
SRX3983999,-0.555579456
SRX3984000,-0.0769834588
SRX3984001,-1.2003197936
SRX3984002,-1.2328971431
SRX3984003,-0.6057810303
SRX3984004,-0.1651703002
SRX3984005,0.09711469610000001
SRX3984006,-0.6974268918000001
SRX3984007,-0.9651359345
SRX3984008,-0.34827617790000004
SRX3984009,0.0984817996
SRX3984010,-0.7613955514
SRX3984011,-0.1002865827
SRX3984012,-0.0431694028
SRX3984013,0.1467177496
SRX3984014,-0.3238461297
SRX3984015,-0.7225947846
SRX3984016,-0.30885621760000004
SRX3984017,-0.6358506224
SRX3984019,-0.37978735
SRX3984020,-0.9997550023
SRX3984021,-0.5978601079
SRX3984022,-0.531947131
SRX3984023,0.19520942360000001
SRX3984024,0.1122344198
SRX3984025,-0.13011474450000002
SRX3984026,0.0012916445
SRX3984027,-0.10941168550000001
SRX3984028,-0.210973814
SRX3984029,-0.046986691500000004
SRX3984031,-1.068666865
SRX3984032,-1.2039552809
SRX3984034,-0.200857544
SRX3984035,-1.8353907269
SRX3984036,-0.4970391939
SRX3984037,-0.408501551
SRX3984038,-0.8584986766
SRX3984039,-0.5275008079
SRX3984040,-0.16818731480000002
SRX3984041,-0.9104332264
SRX3984042,-1.2764337718
SRX3984043,-1.3492475804000001
SRX3984045,0.031367500300000004
SRX3984046,-0.08153631600000001
SRX3984047,-0.7562315745
SRX3984048,-0.8602523814
SRX3984049,-0.9390989977
SRX3984050,-0.7799438449
SRX3984051,-0.4643631117
SRX3984052,-0.3896565576
SRX3984056,-0.9493429943
SRX3984057,-0.9215426582
SRX3984058,-1.0931431986
SRX3984059,0.0878960372
SRX3984061,-0.0169011216
SRX3984062,-0.1390554175
SRX3984063,-0.6698201904000001
SRX3984064,-0.4792026346
SRX3984065,-0.1597120159
SRX3984066,-0.1238775641
SRX3984067,0.0297527882
SRX3984068,-0.15524101510000002
SRX3984069,-1.2477939454
SRX3984070,-0.9811425008
SRX3984071,-0.9787460498
SRX3984073,-0.2208207866
SRX3984074,-0.40425484040000004
SRX3984077,-0.8284715161
SRX3984078,-0.4382438954
SRX3984079,-1.1702517827
SRX3984080,0.08718443640000001
SRX3984082,-0.4477738558
SRX3984084,-1.2358997918
SRX6997963,-0.1423859398
SRX6997964,0.1074490386
SRX6997965,-0.0533738723
SRX6997967,-0.06508964710000001
SRX6997968,0.1829281502
SRX6997969,0.2152267112
SRX6997971,0.2074755869
SRX6997972,0.5026186153000001
SRX6997973,0.27628904120000003
SRX3159100,0.1208301845
SRX3159101,-0.1670951344
SRX3159102,0.0714013718
SRX3159103,-0.025136422000000002
SRX3159000,0.2084908685
SRX3159001,0.097492958
SRX3159002,0.0678306671
SRX3159003,-0.2233805795
SRX3159004,-0.1092257575
SRX3159005,-0.2195232236
SRX3159006,-0.7763771051
SRX3159007,0.6000397040000001
SRX3159008,0.2189744862
SRX3159009,0.1583159894
SRX3159010,1.1691006944
SRX3159012,1.1390752698
SRX3159013,0.8406587441000001
SRX3159014,-0.24258777550000002
SRX3159015,1.1874429713
SRX3159016,0.2913505642
SRX3159017,0.8002192688
SRX3159018,0.3980047426
SRX3159019,0.1927413148
SRX3159020,0.10881324660000001
SRX3159021,-0.059919312200000005
SRX3159022,0.032188184200000004
SRX3159023,0.796931479
SRX3159024,0.3606788935
SRX3159025,0.5211530934
SRX3159026,0.7063941856
SRX3159027,0.4464121474
SRX3159028,-1.2549714566999999
SRX3159029,0.3427177917
SRX3159030,-0.3758689442
SRX3159034,0.5132033716000001
SRX3159036,-0.164387425
SRX3159037,-0.13708897620000002
SRX3159041,-0.4864119414
SRX3159042,-0.023761885700000002
SRX3159043,-0.23346673680000002
SRX3159045,-0.2440260414
SRX3159047,-0.5290133962
SRX3159048,-0.2853171163
SRX3159049,0.015498615700000001
SRX3159050,0.0620075098
SRX3159051,-0.5248206468000001
SRX3159052,0.1381733401
SRX3159053,0.6092918646000001
SRX3159054,0.5393898007
SRX3159055,-0.49730925060000003
SRX3159056,0.5627392743
SRX3159057,-0.078092427
SRX3159058,-0.2462736348
SRX3159060,-0.2140058168
SRX3159061,-1.3074867423
SRX3159062,-0.3122650864
SRX3159063,0.40349218670000003
SRX3159066,0.7733975243000001
SRX3159069,0.8583942483
SRX3159070,0.7615612180000001
SRX3159071,-0.0237275257
SRX3159073,0.6851867222
SRX3159074,0.6543699477
