,A,MetJ
ecoli_00605,-11.7453419325,-1.6005893420000001
ecoli_00606,-5.0231957735,-1.80168019
ecoli_00607,-6.9838762959,-1.890463869
ecoli_00608,-5.5709830403,-1.7143999280000002
ecoli_00609,-7.5594683078,-1.940065479
ecoli_00610,-6.7533523408,-1.820320781
ecoli_00611,-4.6610463556,-1.105808337
ecoli_00612,-8.6476991084,-1.909972447
ecoli_00613,-8.3725867121,-2.08572872
ecoli_00614,-7.1240644425,-2.075772008
ecoli_00615,-6.9640225569,-2.225888229
ecoli_00616,-7.3855044816,-2.068986144
ecoli_00617,-6.9363889552,-2.069904337
ecoli_00618,0.9301955260000001,-0.23717648900000002
ecoli_00619,0.7407978293,-0.29858010900000004
ecoli_00620,-12.4449729448,-1.490918456
ecoli_00621,-12.7286499284,-1.574467665
ecoli_00622,4.1468614993,0.32449632500000003
ecoli_00623,3.9056691624,0.274725271
ecoli_00624,6.9296674648,0.858868936
ecoli_00625,6.8103638548,0.7485618340000001
ecoli_00626,4.4167289977,0.591824969
ecoli_00627,3.834581823,0.491688934
ecoli_00628,0.6106238199,0.056786729
ecoli_00629,-0.7078451728,-0.288465274
ecoli_00630,3.1460102983000002,-0.10742865600000001
ecoli_00631,2.6370253647,-0.142107331
ecoli_00632,1.6817425201,-0.43379004800000004
ecoli_00633,0.5670589262,-0.573073974
ecoli_00634,2.3611644757,-0.26319961000000003
ecoli_00635,1.8215984856,-0.29762719600000004
ecoli_00636,1.9790359627,-0.119391359
ecoli_00637,1.6517341553,-0.260740592
ecoli_00638,4.8264481006,0.43968154600000003
ecoli_00639,4.5713395268,0.36246084700000003
ecoli_00640,1.4068810176,0.158269351
ecoli_00641,1.317764731,0.026794041
ecoli_00642,3.8076274519,0.06092541
ecoli_00643,2.6030954524,-0.259316602
ecoli_00644,2.5767277010000003,0.122852026
ecoli_00645,2.0728519371,0.047789323
ecoli_00646,2.9834782271,0.216954313
ecoli_00647,1.3266257481000001,0.046658078000000006
ecoli_00648,3.0018579116,0.163001414
ecoli_00649,3.1729826054,0.202332435
ecoli_00650,2.1476060019,-0.27085226500000004
ecoli_00651,2.0614161496,-0.074213347
ecoli_00652,0.3470372426,-0.597265514
ecoli_00653,1.5421463605999999,-0.49997642400000003
ecoli_00654,4.1780278957,0.384854246
ecoli_00655,3.5165403152,0.37275841600000004
ecoli_00656,3.064516695,0.287063506
ecoli_00657,3.0977688564,0.182910405
ecoli_00658,1.8888479264,0.125245493
ecoli_00659,0.6978352407,0.048116666
ecoli_00660,1.9503864791,-0.087594686
ecoli_00661,1.8599772043,-0.014943189
ecoli_00662,4.077374235,0.466456929
ecoli_00663,3.0249107193,0.153642252
ecoli_00664,0.2445971582,-0.300060474
ecoli_00665,0.2542702207,-0.308834373
ecoli_00666,0.5940683667000001,-0.424329895
ecoli_00667,0.2240566283,-0.151959157
ecoli_00668,2.2945559444,0.34176526
ecoli_00669,1.1487811006,-0.550136621
ecoli_00670,2.2268349450000002,-0.267428856
ecoli_00671,1.8642341674,-0.367920507
ecoli_00672,-3.7154594196,-1.116177549
ecoli_00673,-0.8037667853,-0.11680870500000001
ecoli_00674,2.9897297787,0.44431276000000003
ecoli_00675,3.264342601,0.435995059
ecoli_00676,1.7577122829,-0.045182186000000006
ecoli_00677,1.7138424747,-0.116570245
ecoli_00678,1.3247863785,-0.604461024
ecoli_00679,0.5137661683,-0.7385572570000001
ecoli_00680,1.4392879085999999,0.023955668000000003
ecoli_00681,1.4082852548,0.131980614
ecoli_00682,3.2305401313,-0.08454239999999999
ecoli_00683,2.8064383462,-0.18152464100000001
ecoli_00684,3.0637813356,0.164045291
ecoli_00685,3.3735609267,0.153440297
ecoli_00686,0.8914978851,-0.00219984
ecoli_00687,1.7384101819,0.440124018
ecoli_00688,1.5604291512000001,-0.046921927
ecoli_00689,0.6754086899,-0.15499927900000002
ecoli_00690,3.0343027289,-0.329603816
ecoli_00691,3.860829545,-0.28790638500000004
ecoli_00692,0.0550471935,-0.87466826
ecoli_00693,0.656308847,-0.637962231
ecoli_00694,1.3991595947,-0.117585584
ecoli_00695,0.3026121766,-0.31562152600000004
ecoli_00696,-0.0046475658000000005,-0.6307655550000001
ecoli_00697,0.9920617935,-0.5135947940000001
ecoli_00698,3.7267667088,0.424962746
ecoli_00699,3.4986580261,0.6651777040000001
ecoli_00700,3.1386556165,0.169181671
ecoli_00701,1.95239977,-0.0050525430000000005
ecoli_00702,7.7436859139,1.124418699
ecoli_00703,7.4931378249,1.0128529
ecoli_00704,3.6411155224,0.306961072
ecoli_00705,3.6399127513,0.21475671600000001
ecoli_00706,1.2546161558,-0.012739377000000001
ecoli_00707,0.7232664836,-0.11452345400000001
ecoli_00708,2.5571655062,0.177603796
ecoli_00709,1.5331783849,-0.054472228000000004
ecoli_00710,3.8483927591000002,0.42491348900000003
ecoli_00711,4.1121766023,0.48973034
ecoli_00712,3.4496774361,0.253446528
ecoli_00713,2.7206869182,0.22820463500000002
ecoli_00714,2.7772858925,0.310985299
ecoli_00715,2.6417189307,0.11789556300000001
ecoli_00716,0.901218442,0.19431189999999998
ecoli_00717,0.573602206,-0.12265924900000001
ecoli_00718,1.2674030336,0.017708126
ecoli_00719,1.3593712517,0.11061941300000001
ecoli_00720,0.8300615091,0.025788919
ecoli_00721,0.941664963,0.05980296
ecoli_00722,2.2594946974,-0.55930012
ecoli_00723,-2.564503171,-1.4179773
ecoli_00724,0.3221739618,-0.18274125400000002
ecoli_00725,-1.7754272160000002,-0.8774615520000001
ecoli_00727,-5.3041741025,-0.9679277070000001
ecoli_00728,2.0106769142,-0.16409014600000002
ecoli_00729,0.4408952203,-0.451454422
ecoli_00730,3.6414005719,-0.105333245
ecoli_00731,2.2236520033,-0.24579324400000002
ecoli_00732,1.9365251096,-0.11145221100000001
ecoli_00733,1.6943544711,-0.018765923
ecoli_00734,0.9383035229000001,-0.09441340200000001
ecoli_00735,0.6878221925,-0.020347364
ecoli_00736,0.5050814379,-0.035663895
ecoli_00737,0.6304856398,0.048214264
ecoli_00738,-0.0666330521,-0.119133531
ecoli_00739,1.8195940874,0.174189908
ecoli_00740,0.8745541342,-0.0063500100000000005
ecoli_00741,-10.3635799721,-0.6694875610000001
ecoli_00742,-11.3950784258,-1.496815399
ecoli_00743,0.7125658655,0.189265429
ecoli_00744,1.2309936093,-0.08428468
ecoli_00745,0.3214329688,-0.074025695
ecoli_00746,0.0435416577,-0.26799764800000003
ecoli_00747,-0.36654128,-0.09965700100000001
ecoli_00748,-0.2278236314,-0.09330086300000001
ecoli_00749,-7.0505719426,-1.129106477
ecoli_00750,-6.0162838436,-1.461085558
ecoli_00751,1.5225162915000001,0.27372913
ecoli_00752,1.3073293401,0.23981706900000002
ecoli_00753,1.3092090455,0.060639997
ecoli_00754,1.1825012433,-0.07757906
ecoli_00755,-4.3328151447,-0.6142667230000001
ecoli_00756,-1.7596145072,-0.46078792500000004
ecoli_00757,1.0641961055,-0.060783009000000006
ecoli_00758,1.1116454774,0.17272373400000002
ecoli_00759,-2.1800647436,-0.11567828100000001
ecoli_00760,-2.5756830581,0.045788296000000006
ecoli_00761,1.2791270155,0.185126443
ecoli_00762,0.8517104245,0.15952433100000002
ecoli_00763,1.1152336977,0.186896536
ecoli_00764,1.1319352527,0.18110546400000002
ecoli_00765,0.6942317686,0.153205426
ecoli_00766,0.8334951773,0.09625554
ecoli_00767,1.7275293734,0.441923573
ecoli_00768,-1.8908653468,0.080373437
ecoli_00769,6.4110565881,0.9584470930000001
ecoli_00770,6.4338101952,0.9530234470000001
ecoli_00771,4.1600394968,0.510115942
ecoli_00772,3.6846952393,0.435693512
ecoli_00773,7.0549728268,1.5778996809999999
ecoli_00774,7.368287702,1.477416751
ecoli_00775,5.6487333092,0.8601077130000001
ecoli_00776,5.8017485926,0.8727459430000001
ecoli_00777,2.5462327432,0.043886351000000004
ecoli_00778,2.1545562532,0.029013573
ecoli_00779,-7.8565802908,-1.751831912
ecoli_00780,-7.89997157,-1.483735234
ecoli_00781,1.567338767,0.11462554200000001
ecoli_00782,1.9859561036,0.073915959
ecoli_00783,0.3825047916,0.175029867
ecoli_00784,0.5210895078000001,-0.352602501
ecoli_00785,1.4979694409,0.39705244100000003
ecoli_00786,1.3320748103,0.21305346600000002
ecoli_00787,1.3814150281,0.431479043
ecoli_00788,1.3816375968,0.24638756900000003
ecoli_00789,2.4571327512,0.087232026
ecoli_00790,2.1542870976,0.215422266
ecoli_00791,2.4809090742,0.454800374
ecoli_00792,1.7522415093,0.7092830960000001
ecoli_00793,2.1285097988,0.11726652900000001
ecoli_00794,2.3552461611,0.27795683400000004
ecoli_00795,0.160679705,0.30601368700000003
ecoli_00796,0.6053411766,0.413606191
ecoli_00797,-3.1850427873,0.9843690370000001
ecoli_00798,-2.0264642062,0.392674422
ecoli_00799,0.0624603248,1.7052531210000001
ecoli_00800,-0.7142501785,1.312210501
ecoli_00818,-2.1509796306,-0.22904663300000003
ecoli_00819,-2.0765665818,-0.358700096
ecoli_00820,-3.4047891861,-0.5442780110000001
ecoli_00821,-3.6967938109,-0.6356495790000001
ecoli_00822,-0.8546637428,-0.41320409900000005
ecoli_00823,-0.536563895,-0.329238283
ecoli_00824,-0.4290258806,-0.367634161
ecoli_00825,-0.4901308031,-0.08555072500000001
ecoli_00826,-2.2197953992,-0.456283861
ecoli_00827,-2.2710820769,-0.421974803
ecoli_00828,-1.5931848667000001,-0.11558248400000001
ecoli_00829,-1.9802043882,-0.14672679900000002
ecoli_00830,-2.7514225748000003,-0.23901322300000002
ecoli_00831,-3.0360731493,-0.40318351300000005
ecoli_00832,-2.3680840035,-1.182510639
ecoli_00833,-3.8157825283999998,-1.7424929850000002
ecoli_00834,-0.36065153050000004,0.14324799900000001
ecoli_00835,-0.08384926840000001,-0.031079072000000003
ecoli_00836,-0.1591291845,0.190855947
ecoli_00837,0.0156887574,0.279113298
ecoli_00838,-0.664217919,0.248918661
ecoli_00839,-0.13933487790000001,0.19736414700000002
ecoli_00840,-0.299736267,0.133447732
ecoli_00841,-0.131191363,0.258489802
ecoli_00842,0.8552810507,0.279261244
ecoli_00843,0.6631654454,0.297125696
ecoli_00844,0.9206681645,0.22601927300000002
ecoli_00845,1.3779320736,0.189569134
