,-0.07699817764285714,-0.051332118428571424,-0.025666059214285705,1.3877787807814457e-17,0.025666059214285733,0.05133211842857145,0.07699817764285717,0.10266423685714289,0.1283302960714286,0.15399635528571431,0.17966241450000003,0.20532847371428575,0.23099453292857147,0.2566605921428572,0.2823266513571429,0.30799271057142863,0.33365876978571435,0.35932482900000007,0.3849908882142858,0.4106569474285715
thresh,-0.08983120725,0.08983120725,2,,,,,,,,,,,,,,,,,
unreg,0,4,154,3895,134,3,0,0,2,1,0,1,2,0,0,0,0,0,0,0
MetJ,0,0,0,2,1,1,0,0,1,2,2,1,2,1,0,1,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['metJ' 'yiiX'],['mmuM'],[],['hcxA'],['mmuP' 'ybdL'],[],[],[],[],[],[],[]
MetJ_genes,[],[],[],['ahpC' 'ahpF'],['yeiB'],['folE'],[],[],['metQ'],['metC' 'metI'],['metL' 'metK'],['metN'],['metE' 'metB'],['metR'],[],['metA'],['metF'],[],[],[]
