,A,PurR
S. pyogenes_THY_WT_vs_Del_covR:THY_None_WT_late-exponential:2.0,-0.6016880505000001,0.0070450306
S. pyogenes_THY_WT_vs_Del_covR:THY_None_WT_late-exponential:3.0,-0.6733695569,-0.0177575292
S. pyogenes_THY_WT_vs_Del_covR:THY_None_WT_late-exponential:4.0,0.0796658221,0.006985779100000001
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covR-D53A_late-exponential:1.0,-7.3433357693,0.061056531500000004
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covR-D53A_late-exponential:2.0,-8.3146378272,0.0358501866
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covR-D53A_late-exponential:3.0,-8.045574509,0.0705270482
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covR-D53A_late-exponential:4.0,-7.7776639234000005,0.0428671174
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-E281A_late-exponential:1.0,-6.095655872,-0.0281274571
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-E281A_late-exponential:2.0,-6.2863896023,0.06706975100000001
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-E281A_late-exponential:3.0,-5.2251798498,0.1062907822
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-E281A_late-exponential:4.0,-5.8164482599,0.09876805920000001
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-T284A_late-exponential:1.0,1.1934857287,-0.1468108514
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-T284A_late-exponential:2.0,1.7483881442,-0.1105201
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-T284A_late-exponential:3.0,1.0437686662,-0.1068627327
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-T284A_late-exponential:4.0,0.80268771,-0.10041320050000001
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:1.0,0.8990776478,-0.37106463440000004
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:2.0,1.0589106941,-0.2039241339
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:3.0,1.2665733872,-0.1866220076
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:1.0,-5.0027925344,-1.1020454401
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:2.0,-4.8690920737,-0.9494781448
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:3.0,-4.2916064386,-1.4069148742
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_mid-exponential:1.0,-5.248304488,0.7262917847
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_early-stationary:1.0,-15.0622828447,-0.5804518864
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_mid-exponential:2.0,-4.9286439408,0.7220425722
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_early-stationary:2.0,-14.6717272022,-0.7559538764
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_mid-exponential:3.0,-5.1834371356,0.9268676297
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_early-stationary:3.0,-14.8131616167,-0.7379949571000001
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:4.0,-1.3331038521,0.6870015220000001
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:4.0,-14.2445994071,0.2851743402
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:5.0,-0.7456950726,0.1201398887
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:5.0,-13.4821141531,0.4160281376
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:6.0,-1.1457628045,-0.0455306349
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:6.0,-14.8348302324,0.2062429782
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_mid-exponential_OD1.0:1.0,-0.7448350621000001,0.1698799254
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_mid-exponential_OD1.0:2.0,0.002845067,-0.1516547591
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_mid-exponential_OD1.0:3.0,0.7419899951000001,-0.0182251663
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_mid-exponential_OD1.0:1.0,-1.8244511903,0.050885150000000004
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_mid-exponential_OD1.0:2.0,-0.36734872090000004,-0.0593227937
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_mid-exponential_OD1.0:3.0,-2.4462530346999998,-0.0930559599
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_mid-exponential_OD1.0:1.0,-3.3258465325,0.1749178965
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_mid-exponential_OD1.0:2.0,-1.9467542113,0.0557824348
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_mid-exponential_OD1.0:3.0,-3.1191968087,0.0323587832
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_mid-exponential_OD1.0:1.0,-3.0179316224,0.0929560519
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_mid-exponential_OD1.0:2.0,-3.1548329126,-0.1037128325
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_mid-exponential_OD1.0:3.0,-4.271275496,-0.1100593636
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_stationary:1.0,-0.4941727275,-1.1567420038
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_stationary:2.0,-0.9633654034,-1.4235734354
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_stationary:3.0,-2.2047649822,-1.4843811305
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_stationary:1.0,-7.5716739978,-0.9080449755000001
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_stationary:2.0,-7.951913898,-0.8379460158
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_stationary:3.0,-8.2961183588,-0.8997928185
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_stationary:1.0,-6.601226312,-0.9314748242
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_stationary:2.0,-6.7628824514,-1.1302445346
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_stationary:3.0,-7.3129366191,-1.0040522781
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_stationary:1.0,-7.0460180793,-1.098568075
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_stationary:2.0,-7.304291901,-1.0966603028
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_stationary:3.0,-7.1831846235,-1.2409385671
