,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.0038911608559044283,,1.0,0.0,-0.0038911608559044283
1,Cr__2,-0.0033183865075021076,,1.0,1.0,-0.0033183865075021076
2,Cr__3,0.0018380181989134685,,1.0,2.0,0.0018380181989134685
3,Cr__4,0.013268103405779644,,1.0,3.0,0.013268103405779644
4,Cr__5,0.021400957176316418,,1.0,4.0,0.021400957176316418
5,Cr__6,0.03191728086488708,,1.0,5.0,0.03191728086488708
6,Fe__1,0.004931957558294217,,1.0,6.0,0.004931957558294217
7,Fe__2,0.010048066055845259,,1.0,7.0,0.010048066055845259
8,Fe__3,0.012887984049466828,,1.0,8.0,0.012887984049466828
9,Fe__4,0.006171583049272242,,1.0,9.0,0.006171583049272242
10,Fe__5,-0.01141001720729192,,1.0,10.0,-0.01141001720729192
11,Fe__6,-0.038561571613991937,,1.0,11.0,-0.038561571613991937
12,Cd__1,0.004684828981389314,,1.0,12.0,0.004684828981389314
13,Cd__2,0.005414809778277328,,1.0,13.0,0.005414809778277328
14,Cd__3,0.0030830493988497714,,1.0,14.0,0.0030830493988497714
15,Cd__4,9.339642654606756e-05,,1.0,15.0,9.339642654606756e-05
16,Cd__5,-0.013290611741122851,,1.0,16.0,-0.013290611741122851
17,Cd__6,-0.015010702380053403,,1.0,17.0,-0.015010702380053403
18,Zn__1,0.005173278574590625,,1.0,18.0,0.005173278574590625
19,Zn__2,0.01813822249006386,,1.0,19.0,0.01813822249006386
20,Zn__3,0.034404701399076684,,1.0,20.0,0.034404701399076684
21,Zn__4,0.04246742056146132,,1.0,21.0,0.04246742056146132
22,Zn__5,0.046690912167298086,,1.0,22.0,0.046690912167298086
23,Zn__6,0.04804656653871822,,1.0,23.0,0.04804656653871822
24,Cu__1,0.0043426976746962775,,1.0,24.0,0.0043426976746962775
25,Cu__2,0.00783590603990497,,1.0,25.0,0.00783590603990497
26,Cu__3,0.007602589145838331,,1.0,26.0,0.007602589145838331
27,Cu__4,0.007535005075028634,,1.0,27.0,0.007535005075028634
28,Cu__5,0.005279546655331347,,1.0,28.0,0.005279546655331347
29,Cu__6,0.0022675947951848645,,1.0,29.0,0.0022675947951848645
30,Pb__1,0.022134824164395182,,1.0,30.0,0.022134824164395182
31,Pb__2,0.039499495254455036,,1.0,31.0,0.039499495254455036
32,Pb__3,0.057418159669765385,,1.0,32.0,0.057418159669765385
33,Pb__4,0.07433348944913253,,1.0,33.0,0.07433348944913253
34,Pb__5,0.09010634624995743,,1.0,34.0,0.09010634624995743
35,Pb__6,0.10452019813407046,,1.0,35.0,0.10452019813407046
