,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-2.3129646346357427e-18,0.10414147834425239,3.0,0.0,-0.1134384429,1.0,0.0912769596,2.0,0.0221614833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.8227684672666669,0.7985065655829522,3.0,3.0,-2.336654638,4.0,-2.2288136834,5.0,-0.9028370804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.2924089248333335,0.15352181130643608,3.0,6.0,-2.4442195531,7.0,-2.2957759035,8.0,-2.1372313179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.761905155906529e-12,0.15303755087939622,21.0,9.0,0.0857020498,10.0,-0.1607556484,11.0,-0.0886394122,12.0,-0.1122997772,13.0,-0.043597028100000004,14.0,0.2125612435,15.0,0.083472347,16.0,-0.046930852200000005,17.0,0.16339326810000002,18.0,-0.3365196179,19.0,-0.20152979340000002,20.0,-0.044629342,21.0,0.08526872320000001,22.0,0.1705555575,23.0,0.08192748550000001,24.0,-0.08059625270000001,25.0,-0.05669637,26.0,-0.0194774991,27.0,-0.0074713465,28.0,-0.0325571733,29.0,0.3488194383
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-1.7116991664523806,0.5326277324172566,21.0,30.0,-1.2474468235,31.0,-2.6087252771,32.0,-1.9436165316,33.0,-1.8307490464,34.0,-1.4767086812,35.0,-1.5482007241,36.0,-0.39963424140000003,37.0,-0.8180812371,38.0,-1.003930739,39.0,-1.9467443895,40.0,-1.851022694,41.0,-2.3068984852,42.0,-1.5200581293000002,43.0,-1.8850123532,44.0,-2.2424252583,45.0,-1.8302805379,46.0,-2.5311483019,47.0,-1.7797974351999999,48.0,-1.7893153474,49.0,-1.6278719922,50.0,-1.7580142699999999
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.05188910093935352,3.0,51.0,-0.0455455429,52.0,-0.010941935100000001,53.0,0.056487478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-1.2308546668,0.3208447620242648,4.0,54.0,-1.6980816353,55.0,-1.1700425651,56.0,-1.0736820581,57.0,-0.9816124087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.4999998599062323e-11,0.13181717757837974,4.0,58.0,0.1951904985,59.0,-0.0358377612,60.0,-0.0748296349,61.0,-0.0845231023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.44012413117500004,0.05887578217111547,4.0,62.0,-0.41294572430000004,63.0,-0.4607687165,64.0,-0.3755203448,65.0,-0.5112617391000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.34555516175,0.05692919232395523,4.0,66.0,-0.3819872017,67.0,-0.40004276980000003,68.0,-0.2746648968,69.0,-0.3255257787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.008888393250000001,0.05166728580600498,4.0,70.0,-0.056184413100000004,71.0,0.0591621031,72.0,0.040132255400000004,73.0,-0.007556372400000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.6666665732708214e-11,0.09911655663457282,6.0,74.0,-0.08535952370000001,75.0,0.014634150600000001,76.0,0.09856556600000001,86.0,0.0619676813,88.0,-0.1545218209,90.0,0.0647139466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-1.7769235124166667,0.29998846178027994,6.0,77.0,-1.8315877018000002,78.0,-1.5757822766,79.0,-1.8563883345,87.0,-1.4904565701,89.0,-1.5961245048000001,91.0,-2.3112016867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.4408582011,0.1640516003354027,3.0,80.0,-0.6157554287,82.0,-0.4164266279,84.0,-0.29039254670000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-4.328512978266667,0.08808941357656905,3.0,81.0,-4.4259346396,83.0,-4.3051301896,85.0,-4.2544741056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.07700783473225421,3.0,92.0,-0.061617123100000004,93.0,-0.024713544100000002,94.0,0.0863306672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.12928584573333335,0.09924411805307135,3.0,95.0,-0.10072982720000001,96.0,-0.0474503267,97.0,-0.23967738330000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,0.1603042406,0.1424428426805692,3.0,98.0,0.0338969688,99.0,0.31464439310000003,100.0,0.1323713599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,0.020881184800000004,0.13254051669956068,3.0,101.0,0.17154418670000002,102.0,-0.031159041800000002,103.0,-0.0777415905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-1.4177832904,0.0926958200076873,3.0,104.0,-1.3225866068,105.0,-1.4230058299000001,106.0,-1.5077574345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
