,-0.08571428571428572,-0.05714285714285714,-0.028571428571428567,0.0,0.02857142857142858,0.05714285714285716,0.08571428571428572,0.1142857142857143,0.14285714285714288,0.17142857142857146,0.20000000000000004,0.22857142857142862,0.2571428571428571,0.2857142857142857,0.3142857142857143,0.34285714285714286,0.37142857142857144,0.4,0.4285714285714286,0.4571428571428572
thresh,-0.1,0.1,1,,,,,,,,,,,,,,,,,
unreg,0,6,185,1933,149,11,2,1,1,1,2,0,0,2,0,2,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['Saci_0304'],['mtoX'],['Saci_2197'],['ttuD' 'Saci_2151'],[],[],['uroM' 'Saci_2204'],[],['sir' 'sat'],['cysH_2'],[],[],[]
