,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,15.966172333366666,0.42276293025718326,3.0,0.0,15.5669807244,1.0,16.409105434,2.0,15.9224308417,,,,,,,,,,
1,LB__LBtran,11.7152444336,1.4631010748992836,3.0,3.0,10.0452458605,4.0,12.328899351,5.0,12.7715880893,,,,,,,,,,
2,LB__LBstat,-4.960989010233334,2.163293192667849,3.0,6.0,-7.2214307564,7.0,-4.7514416795,8.0,-2.9100945948,,,,,,,,,,
3,LB__LBGexp,15.497317444766665,1.5533081200860792,3.0,9.0,15.174616617,10.0,17.1866286722,11.0,14.1307070451,,,,,,,,,,
4,LB__LBGtran,11.2138410796,2.2851602623419174,2.0,12.0,9.597988762,13.0,12.8296933972,,,,,,,,,,,,
5,LB__LBGstat,-0.7448196198,2.502382533361531,3.0,14.0,-2.563799552,15.0,2.1089960258,16.0,-1.7796553332,,,,,,,,,,
6,Life Cycle__S0,7.689678695933334,1.4372208970651643,3.0,17.0,6.3694202178,18.0,7.4790082622,19.0,9.2206076078,,,,,,,,,,
7,Life Cycle__S1,3.0516274339666665,0.839314990539982,3.0,20.0,2.4676113522,21.0,2.6738268712,22.0,4.0134440785,,,,,,,,,,
8,Life Cycle__S2,5.491796283066667,1.7199737359483795,3.0,23.0,3.7700175721,24.0,5.4954119336,25.0,7.2099593435,,,,,,,,,,
9,Life Cycle__S3,0.14224783115,0.5796437618123603,2.0,26.0,0.5521178658,27.0,-0.2676222035,,,,,,,,,,,,
10,Life Cycle__S4,-1.2823267522666668,0.9069750818949779,3.0,28.0,-2.2340080788,29.0,-0.4278955599,30.0,-1.1850766181,,,,,,,,,,
11,Life Cycle__S5,-0.2506963842666667,1.0360241832228618,3.0,31.0,-1.2885051663,32.0,0.78353393,33.0,-0.2471179165,,,,,,,,,,
12,Life Cycle__S6,2.2958139911375,1.7853518744680166,8.0,34.0,2.7702068264,35.0,0.5582431259,36.0,6.3422517333,37.0,2.3673575466,38.0,2.2184398063,39.0,1.3519253411,40.0,1.6152041512,41.0,1.1428833983
13,Life Cycle__S7,0.6165172523666667,0.5776508723062057,3.0,42.0,0.6906308696,43.0,1.1535344016,44.0,0.005386485900000001,,,,,,,,,,
14,Life Cycle__S8,2.66467461295,0.2447707446102667,2.0,45.0,2.4915955596,46.0,2.8377536663000003,,,,,,,,,,,,
15,Life Cycle__G135,-2.021868024,2.5737111150966046,2.0,47.0,-3.8417566063,48.0,-0.2019794417,,,,,,,,,,,,
16,Life Cycle__G150,-5.9845908592,1.3339219487375145,3.0,49.0,-5.7960829275,50.0,-7.4027392072,51.0,-4.7549504429,,,,,,,,,,
17,Life Cycle__G180,1.2686221812999998,4.309476534755613,3.0,52.0,-1.6216486693,53.0,-0.7942815624,54.0,6.2217967756,,,,,,,,,,
18,Stress Time Course__C30,2.0292743464000003,0.01907990201615785,2.0,55.0,2.0427658745,56.0,2.0157828183,,,,,,,,,,,,
19,Stress Time Course__C90,12.395995003949999,3.1144925133577512,2.0,57.0,10.1937162278,58.0,14.5982737801,,,,,,,,,,,,
20,Biofilm__BI,-10.1023695459,0.2009190130542942,2.0,59.0,-9.9602983493,60.0,-10.2444407425,,,,,,,,,,,,
