,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.01608475092152219,,1.0,0.0,-0.01608475092152219
1,Cr__2,-0.03389317165877489,,1.0,1.0,-0.03389317165877489
2,Cr__3,-0.04581968406187429,,1.0,2.0,-0.04581968406187429
3,Cr__4,-0.0545003676863574,,1.0,3.0,-0.0545003676863574
4,Cr__5,-0.06864758536760213,,1.0,4.0,-0.06864758536760213
5,Cr__6,-0.08297677054746859,,1.0,5.0,-0.08297677054746859
6,Fe__1,-0.0009268210649877984,,1.0,6.0,-0.0009268210649877984
7,Fe__2,0.009550755875951082,,1.0,7.0,0.009550755875951082
8,Fe__3,0.035664569270599834,,1.0,8.0,0.035664569270599834
9,Fe__4,0.07166693562592434,,1.0,9.0,0.07166693562592434
10,Fe__5,0.12330354801442192,,1.0,10.0,0.12330354801442192
11,Fe__6,0.1784942151531469,,1.0,11.0,0.1784942151531469
12,Cd__1,0.013291920310163616,,1.0,12.0,0.013291920310163616
13,Cd__2,0.027216560954850883,,1.0,13.0,0.027216560954850883
14,Cd__3,0.04288570285173883,,1.0,14.0,0.04288570285173883
15,Cd__4,0.05812522384939925,,1.0,15.0,0.05812522384939925
16,Cd__5,0.06830036395941994,,1.0,16.0,0.06830036395941994
17,Cd__6,0.08900376566602579,,1.0,17.0,0.08900376566602579
18,Zn__1,-0.014071969906766148,,1.0,18.0,-0.014071969906766148
19,Zn__2,-0.022911800131180403,,1.0,19.0,-0.022911800131180403
20,Zn__3,-0.0402527825331587,,1.0,20.0,-0.0402527825331587
21,Zn__4,-0.06823708081428435,,1.0,21.0,-0.06823708081428435
22,Zn__5,-0.1019066231852996,,1.0,22.0,-0.1019066231852996
23,Zn__6,-0.13477894439465546,,1.0,23.0,-0.13477894439465546
24,Cu__1,0.00029523043204837343,,1.0,24.0,0.00029523043204837343
25,Cu__2,0.0008683444422773739,,1.0,25.0,0.0008683444422773739
26,Cu__3,0.0008856101692146517,,1.0,26.0,0.0008856101692146517
27,Cu__4,-0.005418620066621205,,1.0,27.0,-0.005418620066621205
28,Cu__5,-0.020925315160206168,,1.0,28.0,-0.020925315160206168
29,Cu__6,-0.02920927589243595,,1.0,29.0,-0.02920927589243595
30,Pb__1,0.003589964923981793,,1.0,30.0,0.003589964923981793
31,Pb__2,0.0016372786009387866,,1.0,31.0,0.0016372786009387866
32,Pb__3,0.002541391601062014,,1.0,32.0,0.002541391601062014
33,Pb__4,0.006631312715717559,,1.0,33.0,0.006631312715717559
34,Pb__5,0.004623626585360356,,1.0,34.0,0.004623626585360356
35,Pb__6,-0.0017115608341166015,,1.0,35.0,-0.0017115608341166015
