,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.6489523155658693,3.0,0.0,-0.1465443626,1.0,-0.5631495894,2.0,0.7096939520000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,1.3581806336666666,1.729587979371117,3.0,3.0,2.7030022871,4.0,1.9644666509,5.0,-0.592927037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,4.258926977500001,0.6129903998277086,3.0,6.0,4.9638198143,7.0,3.8507867825,8.0,3.9621743357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.761931589788067e-12,1.2612012942537554,21.0,9.0,1.3466097473,10.0,0.4413248068,11.0,0.8883210298,12.0,1.1917415829,13.0,1.4232407299,14.0,-0.5990710163,15.0,-1.0963765286,16.0,0.9017264219000001,17.0,2.2126971488000002,18.0,-0.8759087279000001,19.0,-1.2449314302,20.0,-0.4699243735,21.0,-0.1281601782,22.0,0.8973100463,23.0,-0.9939033505,24.0,-2.4888854575,25.0,1.5676420247,26.0,-1.791489522,27.0,-1.2941690432000001,28.0,-0.39634381220000003,29.0,0.5085499018
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,3.711027803457143,2.0649062934147517,21.0,30.0,6.0252652672,31.0,2.9004604575,32.0,4.2656947226,33.0,4.7851003703,34.0,-0.1578568156,35.0,4.1419545291,36.0,3.6844560859,37.0,3.5052016653,38.0,4.7123291906,39.0,4.759876873,40.0,4.4144185503,41.0,2.3837393094,42.0,1.1152985498,43.0,5.1435406452,44.0,4.1581392136,45.0,1.5002999829,46.0,9.8566965009,47.0,3.1271539384,48.0,2.6384190629,49.0,3.5118414926,50.0,1.4595542807
5,WT_vs_Del_ccpA__THY_None_WT_exponential,3.33333360913457e-11,0.5325651340149692,3.0,51.0,-0.6149528503,52.0,0.3080812959,53.0,0.30687155450000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,0.10036352045,1.0415704069821219,4.0,54.0,1.5347808852,55.0,-0.6934804397000001,56.0,0.2053403749,57.0,-0.6451867386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.4999981251827563e-11,0.8069298048217531,4.0,58.0,0.966984995,59.0,-0.0066499393,60.0,-1.0079843606,61.0,0.047649305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,24.012152028175002,0.1787181599914068,4.0,62.0,24.2225501078,63.0,23.7948260413,64.0,24.0619765669,65.0,23.9692553967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,21.058038125324998,0.6487301547552895,4.0,66.0,20.65848245,67.0,20.3571709431,68.0,21.6640512725,69.0,21.5524478357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-2.7263515488750003,0.12925958444076324,4.0,70.0,-2.8630961996,71.0,-2.6836930781,72.0,-2.5671051362,73.0,-2.7915117816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.6666686549389926e-11,0.5257991164767666,6.0,74.0,0.07748465680000001,75.0,0.7402978619,76.0,0.3996217587,86.0,-0.1969302766,88.0,-0.27666037390000003,90.0,-0.7438136270000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-4.4437824818500005,0.9094322122572176,6.0,77.0,-3.7095984285,78.0,-3.38934995,79.0,-3.8776836935,87.0,-5.6270696934,89.0,-5.2266286537,91.0,-4.832364472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-2.1454015331,0.6009178864297022,3.0,80.0,-2.0676853253,82.0,-2.7813965137,84.0,-1.5871227603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
