,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,1.016677388617546,3.0,0.0,0.8378418926000001,6.0,-1.131064636,12.0,0.2932227434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,1.6521490310000002,0.5401692739637566,3.0,1.0,1.8526156258,7.0,2.0634259513,13.0,1.0404055159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,1.465191532766667,0.16782434549574746,3.0,2.0,1.657604281,8.0,1.3490349286,14.0,1.3889353887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.7646407433999999,0.42843486846063744,3.0,3.0,0.6909042406,9.0,1.2251581806,15.0,0.37785980900000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,0.6164745952,0.3339003908995026,3.0,4.0,0.9881112679,10.0,0.5195613131,16.0,0.3417512046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,0.5082832269333333,0.751689465128837,3.0,5.0,1.2584822771,11.0,-0.2448878401,17.0,0.5112552438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,0.8634324527500001,4.774476469572045,2.0,18.0,-2.5126322355,71.0,4.239497141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-0.6693785787,2.48292965697634,3.0,19.0,-0.3362742595,70.0,1.6301837797,205.0,-3.3020452563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.20135504253749997,0.9849606367191973,8.0,20.0,0.7783112754,32.0,-2.1488561345,55.0,0.012020449800000001,67.0,0.1588200145,126.0,0.3457824651,147.0,-0.9096491416,203.0,-0.5974199074000001,210.0,0.7501506384000001,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-1.8846509552333337,1.0829310536698376,3.0,21.0,-2.7040011915,34.0,-2.2930458584,61.0,-0.6569058158000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,-0.38699282846250005,0.9231416132317231,8.0,22.0,0.8783670358000001,104.0,0.5702887269,111.0,-1.8682139627,133.0,-0.3247145785,165.0,-0.8037106770000001,238.0,-0.9407399115,265.0,-0.9183127142,270.0,0.3110934535,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-1.0963030229857142,1.3619196733764791,7.0,23.0,-0.6966950473,56.0,0.4753543642,82.0,0.025643270200000002,118.0,-0.6578157666000001,134.0,-2.6390359035,137.0,-3.250550124,227.0,-0.9310219539000001,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-1.0452457637750001,1.9774054096008413,4.0,24.0,-3.9583025428000003,101.0,-0.42556053050000003,139.0,-0.2381997649,149.0,0.4410797831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-1.414262223025,2.029207216987719,4.0,25.0,-0.4567147152,123.0,-0.8564846697,155.0,-4.4054116843,191.0,0.061562177100000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-0.9984291203666666,0.34910250289916545,3.0,26.0,-0.7113483118,59.0,-0.8968960366000001,159.0,-1.3870430127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,2.9466319016600004,0.3378765679832152,5.0,27.0,2.7057003,76.0,2.8228071624,146.0,3.2214054218,162.0,3.3813108514,262.0,2.6019357727,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,-0.555676279775,0.6802589783892986,4.0,28.0,0.004174471,94.0,-0.4665784579,186.0,-0.2258118071,231.0,-1.5344893251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,0.10320683966666666,0.5363372746695741,3.0,29.0,-0.51610175,49.0,0.4134314623,260.0,0.4122908067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,0.46339312708000013,3.5279897565050238,5.0,30.0,-1.1993699508,77.0,4.3347379855,172.0,1.5168486708,259.0,-4.7456517009,280.0,2.4104006308,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,0.11223493607499999,1.0025257349789467,4.0,31.0,-0.46952602860000003,40.0,1.3321887345,138.0,0.49484907600000005,192.0,-0.9085720376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,0.2133948733428571,2.1108181866693663,7.0,33.0,-0.5739258457,39.0,-0.8947145061,58.0,-1.0561436579,122.0,3.5053667246,170.0,2.9976412458,244.0,-0.7694622862,261.0,-1.7149975611000001,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,-0.6047901958142857,1.7071409550583285,7.0,35.0,0.37489622840000003,79.0,-0.0264106747,92.0,0.0194438013,208.0,-0.5604060071,251.0,0.2602238274,263.0,-4.4169674756,299.0,0.1156889296,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,0.41323136396666665,0.6438556171364151,3.0,36.0,0.1676205516,234.0,1.1437427454,275.0,-0.07166920510000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,-1.3735270929999999,1.786247738677115,3.0,37.0,-0.1566239805,214.0,-0.5397438920000001,307.0,-3.4242134065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,2.0406522639749998,0.5321292498078747,4.0,38.0,2.6055056072,102.0,1.6078220798,248.0,2.383522263,269.0,1.5657591059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,0.13498846947499996,0.7391991379344578,4.0,41.0,1.0406019234,178.0,0.2696810248,249.0,-0.0247134374,309.0,-0.7456156329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,-0.6415438506,1.1250255195758465,2.0,42.0,-1.4370570245,294.0,0.15396932330000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
