,new_2100447_2100579
M9exp_1,13.2625
M9exp_2,13.0181
M9exp_3,12.5885
M9tran_1,13.9637
M9tran_2,14.0167
M9tran_3,14.3749
M9stat_1,15.8268
M9stat_2,15.6863
M9stat_3,15.5267
MG-0.1_1,13.4306
MG-0.1_2,12.7687
MG-0.1_3,14.0695
MG-0.2_2,13.6192
MG-0.2_3,13.6397
MG+5_1,12.5869
MG+5_2,12.3511
MG+5_3,12.4056
MG+10_1,12.9976
MG+10_2,12.6098
MG+10_3,11.5566
MG+15_1,12.0765
MG+15_2,13.1074
MG+15_3,12.8021
MG+25_1,12.6732
MG+25_2,12.1347
MG+25_3,12.6504
MG+45_1,12.5248
MG+45_2,11.7762
MG+45_3,12.8963
MG+60_2,12.2977
MG+60_3,12.4431
MG+90_2,11.9527
MG+90_3,12.7444
MG+120_1,12.6082
MG+120_2,13.6966
MG+120_3,13.4115
MG+150_1,13.564
MG+150_3,13.2449
GM-0.1_1,13.2519
GM-0.1_2,13.7469
GM-0.1_3,13.8702
GM-0.2_1,13.2424
GM-0.2_2,13.6031
GM-0.2_3,13.5527
GM+5_1,13.2375
GM+5_2,13.4788
GM+5_3,13.5388
GM+10_2,13.037
GM+10_3,12.3415
GM+15_1,13.0633
GM+15_2,12.5313
GM+15_3,12.7727
GM+25_1,13.3471
GM+25_2,12.8422
GM+25_3,12.6258
GM+45_1,13.0382
GM+45_2,11.9456
GM+45_3,11.9645
GM+60_1,12.9003
GM+60_2,11.8801
GM+60_3,12.3268
GM+90_1,12.7783
GM+90_2,12.6548
GM+90_3,12.6934
GM+120_1,11.5778
GM+120_3,12.5255
GM+150_1,12.4776
GM+150_2,12.8925
GM+150_3,12.7086
BT_1,15.3822
BT_2,15.0701
B36_1,14.6159
B36_2,14.3847
B60_1,15.6708
B60_2,15.2658
S0_1,12.9604
S0_2,13.1866
S0_3,13.4966
S1_1,15.0546
S1_2,15.0095
S1_3,15.6088
S2_1,16.2923
S2_2,16.1569
S2_3,16.0466
S3_1,15.8928
S3_2,15.8274
S4_1,16.1099
S4_2,15.9187
S4_3,15.82
S5_1,15.4784
S5_2,16.0397
S5_3,16.1501
S6_1,15.4303
S6_2,14.7137
S6_3,15.8164
S6/t_1,15.414
S6/t_2,13.5563
S6_4,14.7455
S6_5,15.3769
S6_6,15.1513
S7_4,15.1554
S7_5,15.3269
S7_6,15.0011
S8_4,14.7658
S8_5,13.6964
G135_1,12.3
G135_3,10.3278
G150_1,12.4548
G150_2,12.481
G150_3,12.7668
G180_1,11.9681
G180_2,12.3453
G180_3,11.7199
T-5.40H_1,14.5246
T-4.40H_1,14.11
T-3.40H_1,14.2218
T-2.40H_1,14.144
T-1.40H_1,14.2997
T-1.10H_1,14.0205
T-0.40H_1,14.1003
T0.0H_1,14.4631
T0.30H_1,15.5126
T1.0H_1,15.5206
T1.30H_1,15.6532
T2.0H_1,15.4005
T2.30H_1,16.1412
T3.0H_1,15.8788
T3.30H_1,15.9749
T4.0H_1,15.9498
T5.0H_1,15.6644
LBexp_1,13.1488
LBexp_2,12.6127
LBexp_3,12.1131
LBtran_1,15.5896
LBtran_2,14.1549
LBtran_3,13.9124
LBstat_1,16.3674
LBstat_2,16.2932
LBstat_3,16.1334
LBGexp_1,11.8274
LBGexp_2,12.1003
LBGexp_3,12.0344
LBGtran_2,11.2509
LBGtran_3,12.2546
LBGstat_1,12.1502
LBGstat_2,11.5802
LBGstat_3,12.8047
Mt0_1,12.8263
Mt0_3,12.9876
M0t45_1,13.1557
M0t45_2,11.7966
M0t45_3,13.1958
M0t90_1,15.9551
M0t90_2,16.2353
M0t90_3,16.2924
M40t45_1,13.2876
M40t45_2,15.0757
M40t45_3,13.1768
M40t90_1,16.2634
M40t90_2,16.3939
M40t90_3,16.3286
dia0_1,12.6507
dia0_2,13.2826
dia0_3,13.0433
dia5_1,13.7752
dia5_2,13.8101
dia5_3,13.8199
dia15_1,14.5286
dia15_2,14.162
dia15_3,12.5185
C30_1,12.2221
C30_2,12.7188
C90_1,12.687
C90_2,12.9029
SMM_1,13.6939
SMM_2,13.748
SMM_3,13.671
Salt_1,14.3682
Salt_2,14.281
Salt_3,14.2823
M+G_1,12.8178
M+G_2,12.439
M+G_3,12.5209
Glu_1,13.542
Glu_2,13.0872
Glu_3,13.4665
Fru_1,13.3436
Fru_2,14.484000000000002
Fru_3,13.5516
Mal_1,12.9015
Mal_2,13.3928
Mal_3,13.6789
G+S_2,15.1429
G+S_3,15.4705
Pyr_1,15.1101
Pyr_2,15.0937
Pyr_3,14.9793
Gly_1,13.7084
Gly_2,14.0916
Gly_3,12.5397
Glucon_1,14.4672
Glucon_2,14.3084
Glucon_3,12.8156
BI_1,15.0984
BI_2,15.1905
BC_2,16.3841
BC/t_1,15.9633
BC/t_2,16.2576
BC_1,16.0991
Sw_1,16.3619
Sw_2,16.1484
BMM_1,12.6861
BMM_2,12.5417
BMM_3,12.7397
Heat_1,14.1991
Heat_2,14.1302
Heat_3,14.1588
Cold_1,11.6212
Cold_2,11.1024
Cold_3,10.628
Etha_1,13.6753
Etha_2,13.3421
Etha_3,13.5202
SMMPr_1,14.9529
SMMPr_2,15.1353
SMMPr_3,15.1408
HiTm_1,15.1632
HiTm_2,14.2009
HiTm_3,14.7308
LoTm_1,14.417
LoTm_2,14.4316
LoTm_3,14.4547
HiOs_1,15.3603
HiOs_2,15.2301
HiOs_3,15.3102
Oxctl_1,12.0267
Oxctl_2,12.4527
Oxctl_3,12.9466
Diami_1,13.1221
Diami_2,13.8346
Diami_3,13.5069
Paraq_1,12.5839
Paraq_2,13.3733
Paraq_3,11.748
H2O2_1,13.7539
H2O2_2,13.9049
H2O2_3,13.5089
HPh_1,12.1895
HPh_2,11.8727
HPh_3,12.0104
LPh_1,12.0325
LPh_2,12.3871
LPh_3,12.0093
LPhT_1,14.9515
LPhT_2,15.005
LPhT_3,15.4406
aero_1,13.2004
aero_2,11.9195
aero_3,12.8857
nit_1,14.5515
nit_2,14.918
nit_3,14.6353
ferm_1,15.0554
ferm_2,14.3704
ferm_3,14.6714
