,iModulon,Gene
0,0,b1137
1,0,b1138
2,0,b1139
3,0,b1140
4,0,b1141
5,0,b1143
6,0,b1144
7,0,b1145
8,0,b1155
9,0,b1156
10,0,b1159
11,0,b4519
12,0,b1160
13,1,b1085
14,1,b3808
15,1,b4223
16,2,b4721
17,3,b0034
18,3,b0287
19,3,b0318
20,3,b0328
21,3,b0329
22,3,b0382
23,3,b0383
24,3,b0392
25,3,b0459
26,3,b0460
27,3,b0559
28,3,b0562
29,3,b0841
30,3,b0842
31,3,b0847
32,3,b0848
33,3,b0875
34,3,b0900
35,3,b0901
36,3,b0946
37,3,b0986
38,3,b1044
39,3,b1056
40,3,b1057
41,3,b1162
42,3,b1163
43,3,b1171
44,3,b1172
45,3,b1174
46,3,b1177
47,3,b1216
48,3,b1217
49,3,b1250
50,3,b4522
51,3,b4523
52,3,b1329
53,3,b1431
54,3,b1489
55,3,b1490
56,3,b4409
57,3,b1625
58,3,b1626
59,3,b1703
60,3,b1902
61,3,b1905
62,3,b1915
63,3,b1968
64,3,b1969
65,3,b2175
66,3,b2251
67,3,b2354
68,3,b2471
69,3,b2603
70,3,b2604
71,3,b2605
72,3,b2669
73,3,b2753
74,3,b2756
75,3,b3219
76,3,b3267
77,3,b3512
78,3,b3518
79,3,b3520
80,3,b3533
81,3,b3534
82,3,b3535
83,3,b3536
84,3,b3537
85,3,b3538
86,3,b3561
87,3,b3567
88,3,b3642
89,3,b3661
90,3,b4555
91,3,b3862
92,3,b3922
93,3,b3923
94,3,b4133
95,3,b4184
96,3,b4657
97,3,b4342
98,4,b0828
99,4,b0829
100,4,b0830
101,4,b1287
102,4,b1729
103,4,b1917
104,4,b1918
105,4,b1919
106,4,b1920
107,4,b1987
108,4,b2012
109,4,b2013
110,4,b2157
111,4,b2414
112,4,b2421
113,4,b2422
114,4,b2423
115,4,b2424
116,4,b2425
117,4,b2749
118,4,b2750
119,4,b2751
120,4,b2752
121,4,b2762
122,4,b2763
123,4,b2764
124,4,b3661
125,4,b3917
126,4,b4720
127,4,b4721
128,4,b4326
129,5,b0123
130,5,b0484
131,5,b0570
132,5,b0571
133,5,b0572
134,5,b0573
135,5,b0574
136,5,b0575
137,5,b0576
138,5,b1968
139,5,b1969
140,6,b0372
141,6,b0373
142,6,b0541
143,6,b0543
144,6,b4733
145,6,b0544
146,6,b0545
147,6,b0546
148,6,b1026
149,6,b1027
150,7,b4755
151,8,b4519
152,8,b4548
153,9,b0009
154,9,b0014
155,9,b0023
156,9,b0134
157,9,b0168
158,9,b0426
159,9,b0525
160,9,b0578
161,9,b0888
162,9,b0963
163,9,b0970
164,9,b1277
165,9,b1283
166,9,b1431
167,9,b1539
168,9,b1561
169,9,b1613
170,9,b1641
171,9,b1651
172,9,b1662
173,9,b1779
174,9,b1983
175,9,b2171
176,9,b2268
177,9,b2343
178,9,b2829
179,9,b2830
180,9,b3065
181,9,b3185
182,9,b3186
183,9,b3347
184,9,b3414
185,9,b3602
186,9,b3612
187,9,b3619
188,9,b3999
189,9,b4039
190,9,b4147
191,9,b4214
192,9,b4226
193,9,b4375
194,10,b0306
195,10,b0307
196,10,b0308
197,10,b1206
198,10,b1661
199,10,b2141
200,10,b2142
201,10,b2143
202,10,b3755
