,A,GclR
R2,,0.047742127435815185
xmin,,-1.0436700786666666
xmid,,-0.09260965211817965
xmax,,1.8937033503333331
ystart,,-1.4788763599091372
yend,,6.576119605517345
ALE:GalactoseA5:1.0,-4.257239821675209,0.969658269
ALE:GalactoseA5:2.0,-5.030131953847133,0.9316148569999996
ALE:GalactoseA6:1.0,-3.3100489199808782,0.2812927810000003
ALE:GalactoseA6:2.0,-2.137889838289599,0.3168493530000003
ALE:GalactoseA8:1.0,-5.72488701780795,0.4002049840000001
ALE:GalactoseA8:2.0,-4.979302156757182,0.2936637160000002
ALE:IL_Control:1.0,-1.5431194580091188,0.0462489599999997
ALE:IL_Control:2.0,0.8196839732910349,0.2987528539999999
ALE:IL_Control:3.0,0.4257180909037699,-0.1748267090000004
ALE:IL_Control:4.0,0.2977173947209832,-0.1701751050000002
ALE:IL_TEOH_OAc:1.0,-2.5937789298169545,0.7865909520000001
ALE:IL_TEOH_OAc:2.0,-2.268566941731806,0.0194006949999998
ALE:IL_TEA_HS:1.0,-0.6996126828604629,0.121380706
ALE:IL_TEA_HS:2.0,-0.2896935790123424,0.191843468
ALE:IL_Mixed:1.0,-2.143040236842589,0.1680909609999998
ALE:IL_Mixed:2.0,-1.9130896016078665,0.0874380300000003
ALE:IL_PP5350:1.0,-2.07292797035366,-0.2955707810000003
ALE:IL_PP5350:2.0,-2.136564521300662,-0.317877696
ALE:IL_T8:1.0,-3.675765256874862,-0.0459535520000002
ALE:IL_T8:2.0,-3.684427030041692,0.0014966760000003
ALE:IL_T9:1.0,0.8740813123729939,-0.2548947950000002
ALE:IL_T9:2.0,0.7912336012158528,-0.2582079650000004
ALE:IL_Control2:1.0,0.7698817634656081,0.1142292510000002
ALE:IL_Control2:2.0,0.2272240157964964,0.4375571239999996
ALE:IL_Glc+Ace:1.0,-0.9788999399827116,0.2439600420000003
ALE:IL_Glc+Ace:2.0,-1.3093826016327463,0.0790877099999995
ALE:XyloseA1:1.0,-0.7132489209535703,0.7356887109999999
ALE:XyloseA1:2.0,-1.060271859756265,0.996788573
ALE:XyloseA2:1.0,-0.7617666250281285,1.0625833759999992
ALE:XyloseA2:2.0,-0.9839264213700594,1.1800997389999992
ALE:XyloseA3:1.0,-0.4923106378246015,1.0854349709999995
ALE:XyloseA3:2.0,-0.7188142976184361,1.1850114779999998
ALE:XyloseA4:1.0,-1.7966608370339678,0.6872638990000004
ALE:XyloseA4:2.0,-1.149441749618088,0.6645487489999997
Aromatic:Coumarate:1.0,0.5725020764789112,0.5536700610000009
Aromatic:Coumarate:2.0,2.8504322652416128,0.1735913730000007
Aromatic:Coumarate:3.0,2.7545110671559034,0.354882711000001
Aromatic:Coumarate+ferulate:1.0,-1.5940183058461104,0.5595387590000005
Aromatic:Coumarate+ferulate:2.0,-1.351137533283506,0.2951322780000005
Aromatic:Coumarate+ferulate:3.0,-0.7220957246296009,0.4931589750000009
Aromatic:Ferulate:1.0,0.6027158939370484,0.3233242310000008
Aromatic:Ferulate:2.0,0.8968115321905107,0.439477558000001
Aromatic:Ferulate:3.0,0.8611920995712512,0.5478647290000005
Aromatic:Glucose:1.0,0.0749940142706636,-0.087962040999999
Aromatic:Glucose:2.0,-0.6029586528787415,-0.0543817869999996
Aromatic:Glucose:3.0,0.5279646388459435,0.1423438280000004
Bioreactor1:24h:1.0,-1.0923101376075617,0.2530952375000002
Bioreactor1:24h:2.0,1.0923101381774358,-0.2530952375000002
Bioreactor2:S_0min:1.0,0.2244010027598311,0.0146191089999998
Bioreactor2:S_15min:1.0,10.520757131277348,0.6415023199999998
Bioreactor2:P1_15min:1.0,11.178446061299436,0.523522936
Bioreactor2:P3_15min:1.0,12.678906000825563,0.2336432479999999
Bioreactor2:P5_15min:1.0,13.328338507013278,-0.0407925389999999
Bioreactor2:S_1h:1.0,9.016462356342023,0.6344114479999998
Bioreactor2:S_3h:1.0,6.588684918721734,0.4496777219999996
Bioreactor2:S_9h:1.0,6.422505115734225,0.6411743210000003
Bioreactor2:S_25h:1.0,5.181775088885678,0.4579006879999996
Bioreactor2:P1_25h:1.0,6.247647445907609,0.0768945969999999
Bioreactor2:P3_25h:1.0,5.838460074111749,0.3872193680000002
