,-0.05700855771428572,-0.038005705142857144,-0.019002852571428565,1.3877787807814457e-17,0.019002852571428593,0.03800570514285718,0.05700855771428575,0.07601141028571431,0.0950142628571429,0.11401711542857149,0.13301996800000007,0.15202282057142863,0.17102567314285722,0.1900285257142858,0.20903137828571436,0.22803423085714294,0.24703708342857153,0.26603993600000014,0.28504278857142873,0.3040456411428573
thresh,-0.06650998400000001,0.06650998400000001,3,,,,,,,,,,,,,,,,,
unreg,4,21,652,4311,542,22,1,4,0,1,1,1,1,0,2,0,1,0,0,0
GbuR,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NagQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
unreg_genes,[],[],[],[],[],[],[],['PA2252' 'PA4982' 'PA1418' 'PA4983'],[],['PA4975'],['PA4981'],['aruH'],['aruI'],[],['PA4978' 'PA4979'],[],['PA4980'],[],[],[]
GbuR_genes,[],[],[],[],[],['PA1420'],['PA1419'],['gbuA'],[],[],[],[],[],[],[],[],[],[],[],[]
NagQ_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PA3761'],['PA3757' 'PA3760' 'PA3759'],['PA3758'],[],[]
