,-0.060866169957724675,-0.04869293596617974,-0.036519701974634805,-0.02434646798308987,-0.012173233991544935,0.0,0.012173233991544935,0.02434646798308987,0.036519701974634805,0.04869293596617974,0.060866169957724675,0.07303940394926961,0.08521263794081455,0.09738587193235948,0.10955910592390442,0.12173233991544935,0.13390557390699429,0.14607880789853922,0.15825204189008416,0.1704252758816291
thresh,-0.04260631897040727,0.04260631897040727,1,,,,,,,,,,,,,,,,,
unreg,1,5,9,157,1475,2723,876,177,70,36,19,9,6,4,0,3,0,2,0,0
unreg_genes,['PA0725'],['PA0726' 'coaB' 'PA0724' 'catA' 'PA4739'],[],[],[],[],[],[],[],"['PA0728' 'lpdV' 'PA3352' 'ftsH' 'PA0833' 'infC' 'pilO' 'pilP' 'PA1137'
 'miaA' 'PA2631' 'groES' 'oprF' 'spuA' 'tonB1' 'hemB' 'wbpM' 'arcB'
 'PA1283' 'azu' 'PA3031' 'icd' 'nuoA' 'PA4452' 'anr' 'rplV' 'PA1095'
 'pilM' 'PA3349' 'PA1198' 'rpmI' 'PA3529' 'amrZ' 'secG' 'PA0665' 'PA2621']","['PA3309' 'PA1677' 'PA3732' 'PA2974' 'PA3413' 'hfq' 'PA5446' 'PA4421'
 'clpB' 'PA2562' 'rsmA' 'PA3819' 'PA4943' 'ygdP' 'rpoH' 'lppL' 'oprG'
 'PA1053' 'PA2805']","['mucA' 'glnK' 'PA5494' 'PA3205' 'PA3307' 'PA3009' 'fliC' 'PA1112b'
 'PA4878']",['thrS' 'himA' 'pilG' 'PA4364' 'algU' 'PA3920'],['flgM' 'PA4463' 'PA3601' 'bfrB'],[],['PA1592' 'PA0529' 'PA4611'],[],['PA5524' 'PA3574a'],[],[]
