,STM1492
SRX3136375,-0.1037639429
SRX3136376,-0.0973260754
SRX3136377,-0.1152996294
SRX3136378,0.3163896476
SRX3136379,0.2925927083
SRX3136380,0.5009491775
SRX3136381,0.5972501366
SRX3136382,0.7525887283
SRX8914620,0.14590057680000001
SRX8914621,-0.17105733650000002
SRX8914622,0.0251567597
SRX8914623,0.07734856700000001
SRX8914625,0.477254449
ERX3503512,-0.09179917230000001
ERX3503513,-0.1597898045
ERX3503514,0.25158897680000003
ERX3503515,1.4234407755
ERX3503516,1.4479427542
ERX3503517,1.2191172636
ERX3503518,0.1618334354
ERX3503519,-0.09772265050000001
ERX3503520,-0.27647254730000004
SRX2195704,-0.0626272129
SRX2195705,0.0626272129
SRX2195706,0.24883837420000002
SRX2195707,-0.0553146272
SRX2195708,-0.0858804335
SRX2195709,-0.4358672047
SRX2195710,0.7469581296000001
SRX2195711,1.1356881075
ERX3467881,0.2805683244
ERX3467883,-0.2805683244
SRX3798491,1.0783764048
SRX3798492,0.2658667529
SRX3798499,1.0701548157
SRX3798500,1.8060209336000002
SRX3798501,1.2878410426
SRX3798502,0.4419746332
SRX3798503,2.1755340407
SRX3798504,2.1474228705
SRX3798506,1.6718633070000002
SRX3798507,1.8527965070999999
SRX3798508,2.0794378597
SRX3798509,0.2520234918
SRX3798510,-0.1326305683
SRX3798517,0.0612038336
SRX3798518,-0.1193929235
SRX4341761,0.3481608753
SRX4341762,0.33944331440000003
SRX4341763,0.37465808980000004
SRX4341764,-1.1581379527
SRX4341765,-1.3940944521
SRX4341766,-0.9865310740000001
SRX4341767,-0.0443501429
SRX4341768,0.0013856068
SRX4341769,0.042964536000000005
SRX1258665,0.8193537745
SRX1258666,0.8249602296
SRX1258667,0.9320820517
SRX1258669,-0.1744176973
SRX1258670,0.1744176973
ERX2079594,-0.3325682151
ERX2079595,0.1464972074
ERX2079596,-0.2102464957
ERX2079597,-0.07807978460000001
ERX2079598,-0.11652591600000001
ERX2079599,0.19460570060000001
SRX2804001,-0.1804036255
SRX2804004,1.509679379
SRX2804005,0.9284310218
SRX2804006,0.221910346
SRX2804007,1.3846219551
SRX2804008,1.6222961876
SRX2804009,0.2520522994
SRX2804010,-0.0945739931
SRX2804011,0.051111582
SRX2804012,0.1713630384
SRX2804013,1.5121770039
SRX2804014,1.6374362327
SRX2804015,1.2687279781
SRX2804016,0.7464051089
SRX2804017,2.9408641625
SRX2804019,2.5364291169
SRX2804020,0.3992222284
SRX2804021,-0.22163019520000002
SRX2804022,-0.0185324603
SRX2804023,0.9833198790000001
SRX2804024,-0.2502971799
SRX2804027,-0.7256269499
SRX2804028,0.7043476413
SRX2804029,0.0212793086
SRX2804030,0.7486021221
SRX2804031,0.7725050573000001
SRX2804032,0.7696144967
SRX2804033,-0.1381398373
SRX2804034,0.9836887087
SRX2804035,0.5249683014000001
SRX2804036,0.5528991527
SRX2804037,0.7325178644
SRX2804038,1.0781051553
SRX2804039,-0.2882452594
SRX2804040,0.7176092516
SRX2804041,1.3802365715
SRX2804042,1.4675875562
SRX2804043,1.402683411
SRX2804044,0.48348097240000004
SRX2804045,0.623922363
SRX2804046,0.2008031388
SRX2804047,2.4026393013
SRX2804048,0.4186682169
SRX2804049,1.0958367119
SRX2804050,1.6167927031
SRX2804051,2.0043485023
SRX2804052,0.7694403605
SRX2804053,0.4529585591
SRX2804054,-0.3564438989
SRX2804055,0.5251167155
SRX2804056,0.9521292640000001
SRX2804057,0.8413481748
SRX2804058,-0.37015877610000003
SRX2804059,0.13357401500000002
SRX2070419,3.8609173802
SRX2070420,3.7817009244
SRX2070421,3.5211545584
SRX2070422,1.2513031485
SRX2070423,1.4654522367
SRX2070424,1.3408656825
SRX2070425,-0.1391259637
SRX2070426,0.1907331498
SRX2070427,-0.0516071861
SRX1470895,-0.2692938931
SRX1470896,0.2692938931
SRX2409106,-0.1702385294
SRX2409107,0.1638679955
SRX2409108,0.0063705339
SRX2409109,0.5566945472
SRX2409110,1.0639761588
SRX2409111,1.1502062107
SRX7973255,-0.1745826966
SRX7973256,0.0253945596
SRX7973257,0.149188137
SRX7973258,0.1658862444
SRX7973259,0.7902815878
SRX7973260,0.3242305494
SRX7973261,-0.2826911452
SRX7973262,-0.9788872499000001
SRX7973264,-1.0874257795
SRX7973265,-1.7485642289
SRX7973266,-0.3717030402
ERX3475890,0.1591003963
ERX3475891,1.5592552933000001
ERX3475892,2.1119453502
ERX3475894,0.5748670445
ERX3475895,1.7415321992
ERX3475896,0.11513100080000001
ERX3475897,-0.059077274400000004
ERX3475899,-0.056053726400000004
ERX3475900,1.8804942432
ERX3475901,1.5784064016000001
SRX8524961,0.3351705202
SRX8524962,0.0345007492
SRX8524963,4.6348093467
SRX8524964,4.654005777
SRX8524965,0.4525325216
SRX8524966,-0.4525325216
SRX8524967,4.8053329561
SRX8524968,4.5111636718
SRX8524969,0.7676818252000001
SRX8524970,0.5750674027
SRX8524971,4.6651916766
SRX8524972,3.8703983272
SRX3266937,-0.0794937493
SRX3266939,0.0794937493
SRX4401053,0.2723366586
SRX4401054,-0.2723366586
SRX4401055,0.050780137600000004
SRX4401056,-0.5957725132
SRX4401057,-0.1743984345
SRX4401058,0.31525734250000004
SRX4401081,-0.6358863895
SRX4401082,0.045816230900000005
SRX4401083,-0.014912129500000001
SRX4401084,1.3547548339
SRX4401085,1.4575813633
SRX4401086,1.6961804077
SRX4401087,0.0271501484
SRX4401088,0.7865018037
SRX4401089,0.3493780179
SRX4401090,1.1061639103
SRX4401091,1.0669082718
SRX4401092,1.2194472923
SRX4401093,0.23493988910000002
SRX4401094,0.7350946647000001
SRX4401095,-0.19645161600000002
SRX4401096,0.7278399397
SRX4401097,1.1800465034
SRX4401098,0.9818884011000001
SRX4401099,-0.1147843563
SRX4401100,0.6672367315000001
SRX4401101,-0.5524523751
SRX4401102,1.645381028
SRX4401103,1.745215896
SRX4401104,2.0310450129
SRX8757611,-1.1363906524
SRX8757612,0.35929656190000003
SRX8757613,-3.4316847649
SRX8757614,-3.3458665101
SRX8757615,-3.7421893258
SRX8757616,-2.1405866057
SRX8757617,-2.6186261564
SRX8757618,-2.1488782730000002
SRX8757619,-2.5950948671000003
SRX8757620,-0.3220548964
SRX8757621,-3.7363949088
SRX8757622,-3.7306348381000003
SRX8757623,-4.2798073999
SRX8757625,-2.1513200994
SRX8757626,-2.934207546
SRX8757628,-0.0372416655
SRX8757630,-3.4534038506
SRX8757631,-4.915107746
SRX8757632,-3.9815723691000002
SRX8757633,-2.8599658131
SRX8757634,-3.4347258922
SRX6054568,0.0183493126
SRX6054569,-0.0183493126
ERX540771,-0.15161587740000002
ERX540772,0.15161587740000002
ERX540773,-1.28232357
