,Value,list
TF,leu-tRNA,
reg_genes,0,[]
comp_genes,16,['ilvC' 'thrB' 'thrA' 'thrC' 'ilvG' 'asnA']
both_genes,0,['leuC' 'ilvA' 'ilvE' 'ilvN' 'leuD' 'ilvB' 'leuA' 'ilvD' 'ilvM' 'leuB']
reg_genes2,10,
comp_genes2,0,
both_genes2,0,
