,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-4.625929269271485e-18,0.11076983561007131,3.0,0.0,-0.09885579330000001,1.0,-0.0208615448,2.0,0.1197173381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.2893936640666668,0.5616725383107117,3.0,3.0,-1.5644426524,4.0,-1.6605312196000002,5.0,-0.6432071202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.8753501799666665,0.07962237641780195,3.0,6.0,-1.9028681939,7.0,-1.9375634838,8.0,-1.7856188622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.761903834212451e-12,0.17419050707514444,21.0,9.0,0.0166871204,10.0,-0.2229854547,11.0,0.15177186850000002,12.0,-0.2803849041,13.0,-0.31598866270000003,14.0,0.23424701820000002,15.0,-0.058161084,16.0,-0.1419178033,17.0,0.1648838852,18.0,-0.17464045620000002,19.0,0.0751914832,20.0,-0.17558598920000001,21.0,0.020985990200000002,22.0,-0.007812018800000001,23.0,0.06702947320000001,24.0,-0.1794916811,25.0,0.1071991032,26.0,0.23722747360000002,27.0,0.1577401591,28.0,0.1473454166,29.0,0.1766590626
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.6956938484476192,0.45423292246999736,21.0,30.0,-0.6285653302,31.0,-1.0009682421,32.0,-1.0637777314,33.0,-0.9874866018,34.0,-0.9004862665000001,35.0,-0.6353857254,36.0,-0.18939147990000002,37.0,-0.6784565416,38.0,-0.6468238662,39.0,-0.817271572,40.0,-0.8377231237,41.0,-0.9844415186000001,42.0,-0.9272107862000001,43.0,-1.0559432265,44.0,-1.1181673791,45.0,-0.9575076093,46.0,-0.9991117694,47.0,-0.9767446104,48.0,0.2435716323,49.0,0.196765626,50.0,0.3555553046
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.03980054095065745,3.0,51.0,-0.0258351382,52.0,0.0458340131,53.0,-0.0199988749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.37478315335,0.09534090239420147,4.0,54.0,-0.4747573185,55.0,-0.3945770931,56.0,-0.38457990810000003,57.0,-0.2452182937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.05732070083649957,4.0,58.0,0.048541078800000005,59.0,0.0368715737,60.0,-0.0073964243,61.0,-0.07801622820000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.3252059004,0.024297736675470458,4.0,62.0,-0.3445276614,63.0,-0.3084278292,64.0,-0.30034305380000004,65.0,-0.3475250572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.1251291917,0.04294221595517153,4.0,66.0,-0.0777976735,67.0,-0.10256739940000001,68.0,-0.1731191828,69.0,-0.1470325111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.076138572375,0.1840350864748043,4.0,70.0,-0.2374862364,71.0,-0.23052043090000002,72.0,0.1125267289,73.0,0.0509256489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,9.25185853854297e-18,0.12170262930945198,6.0,74.0,0.0260654837,75.0,-0.1427254938,76.0,-0.0687417333,86.0,-0.0653367443,88.0,0.2046739197,90.0,0.046064568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-0.8457303860500001,0.23623200485823243,6.0,77.0,-1.0507374133,78.0,-0.9921258348,79.0,-1.0246810282,87.0,-0.46913378450000004,89.0,-0.6465831085,91.0,-0.891121147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.0005767330000000006,0.08627632299316874,3.0,80.0,0.0513338629,82.0,0.049436899400000005,84.0,-0.09904056330000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-1.5348949717,0.08531977071361821,3.0,81.0,-1.5480198064000001,83.0,-1.4437733011,85.0,-1.6128918076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
