,A,PyrR
R2,,0.35639435631622696
xmin,,-4.27108418192667
xmid,,-1.583487891037032
xmax,,2.559094078701401
ystart,,-12.007983643837585
yend,,13.899769299465735
SRX8138083,7.814905080848603,0.7358106588760425
SRX8138084,0.008671585105599,0.2527775197170623
SRX8138085,-7.8235766659541115,-0.9885881785931012
SRX8138086,8.113350090460273,0.477597220912708
SRX8138087,-8.37115561905566,-1.0222577881683217
SRX8138088,-8.579696301412756,-1.5869803557533295
ERX4111143,-0.3250898571267875,-0.04751832616187457
ERX4111144,10.550446133006297,0.7502160209601403
ERX4111145,9.806540443023627,0.5987623467832588
ERX4111146,11.001720445433842,0.4134540654527843
ERX4111148,-0.9807416914020344,-0.0407941377450598
ERX4111149,8.517048639901871,0.3331367130572698
ERX4111150,8.471731314662831,0.38284219986454093
ERX4111151,0.3250898571268233,0.047518326161872786
ERX4111152,7.738459849623482,0.27477218837241324
ERX4111153,10.198751091336137,0.4440230896466009
ERX4111154,11.020862186825358,0.21137674067206014
ERX4111156,2.2115029588204287,0.3712223719893899
ERX4111157,9.578885986006654,0.2616327266679406
ERX4111158,9.121661665774402,0.3077517509915264
SRX5577041,0.4638417112817315,0.051712343504721765
SRX5577042,-0.4127224354975377,-0.020045572715181592
SRX5577043,-0.13181228973580178,-0.0253102098678788
SRX5577044,0.08069301395162441,-0.006356560921666698
SRX5577045,-3.5654438497885,-0.6190953763186986
SRX5577046,-3.3337851998243733,-1.0093759979173846
SRX5577047,-3.144514130860097,-1.7054881642874236
SRX5577048,-2.7256434825834654,-1.9899934628368283
SRX5577049,-3.2540623509701367,-2.9284468825457166
SRX5577050,-3.27322582071333,-3.554058136963796
SRX5577051,-4.948654240831584,-3.8955889725283352
SRX5577052,-4.673767092613339,-4.0317551126305755
SRX5577053,-2.5520373418011606,-0.3232686489689041
SRX5577054,-1.134730745975664,-0.38856635825301744
SRX5577055,-2.582326098883277,-0.2489977727711459
SRX5577056,-1.6420624994741055,-0.2519703083937461
SRX5577057,-2.4818498953124357,-0.20704966839165093
SRX5577058,-0.5681749572205941,-0.5747061093469412
SRX5577059,-1.8301013344781447,-0.07014365272891787
SRX5577060,-3.0983179334820683,-0.4901119322493095
SRX5577061,-6.474707327092368,-1.221879542577886
SRX5577062,-5.8897737981629765,-1.4991079017062283
SRX5577063,-9.073047768992893,-2.140678004177341
SRX5577064,-4.4091798594213225,-0.3387802300504834
SRX5577065,-5.028444344809465,-1.015082274018564
SRX5577066,-7.225239617887814,-0.5429124309062754
SRX5577067,-7.055915000495904,-1.4627701979795713
SRX5577068,-6.914877754154795,-1.329777340352786
SRX533166,0.488906955985955,0.12759260001370798
SRX533171,-0.4889069559859561,-0.12759260001370798
SRX533786,-3.368711071063733,-0.14582990786671246
SRX533787,-3.365640757046348,-0.3271802116536566
SRX533789,-1.4782443134519505,0.039669809848334125
SRX533791,-2.5389383201877664,-0.20587077914753493
SRX533792,-2.7513837256892937,-0.08167769551997495
SRX533793,-3.12675152138438,-0.4466144294761225
SRX533794,-2.1551050140758883,-0.1476211018816933
SRX533795,-1.3206969371031472,-0.27581050388145195
SRX4703435,-0.7667336518436463,-0.26159175143117075
SRX4703436,-0.8583913229587555,0.15205904703315376
SRX4703437,1.6251249748023489,0.10953270439801788
SRX4703438,-11.084163449101538,-0.5935241986923439
SRX4703439,-11.692844540819873,-0.3019398324011417
SRX4703440,-11.24320683996662,-0.16381988000306524
SRX6902408,0.3698041902737246,0.19531849006544102
SRX6902409,-1.1202492542615188,0.8772887426610545
SRX6902410,2.009904564018416,0.2308182088907849
SRX6902411,0.6231651862399076,1.8331786386945892
SRX6902412,-1.1051133833488027,1.4721277571385674
SRX6902413,-1.415122762648468,1.5298215653287404
SRX6902414,0.2278295171558112,0.032132109754524414
SRX6902415,-0.22782951715580665,-0.032132109754524414
SRX5278698,1.2494080186784,0.5031066472125271
SRX5278699,-0.2097874806399416,-0.12622826217237024
SRX5278700,-1.0396205380384442,-0.3768783850401585
SRX5278701,4.95195682267408,0.9876129057714502
SRX5278702,5.547405464181115,1.309659480773166
SRX5278703,5.154467641995133,0.004913362703383939
SRX5278704,9.508177479672776,-0.759415510178882
SRX5278705,9.989384435430116,-0.8016715705906634
SRX5278707,8.511165753522805,0.3409264553525437
SRX5278708,8.282949511924855,0.5233285777403216
SRX5278709,8.124037232145449,0.3322485469801011
SRX5278710,0.5982090247055413,-0.4897408396551288
