,b2139_2
control__wt_glc__1,1.2964679555
control__wt_glc__2,1.3148778641
fur__wt_dpd__1,1.6982146224
fur__wt_dpd__2,2.1928287006
fur__wt_fe__1,0.9494410381
fur__wt_fe__2,1.0623874741
fur__delfur_dpd__1,2.0535250687
fur__delfur_dpd__2,2.0037837648
fur__delfur_fe2__1,1.1328574562
fur__delfur_fe2__2,1.1657815249
acid__wt_ph5__1,2.1402779082
acid__wt_ph5__2,1.4771769353
acid__delgadx_ph5__1,1.8322189348
acid__delgadx_ph5__2,1.3303673752
acid__delgadw_ph5__1,1.8091478151
acid__delgadw_ph5__2,1.4342879642000002
acid__delgade_ph5__1,1.6977138081
acid__delgade_ph5__2,2.0477311591
oxidative__wt_pq__1,1.4121812845
oxidative__wt_pq__2,1.7271370138000002
oxidative__deloxyr_pq__1,1.6922475807000001
oxidative__deloxyr_pq__2,1.4607413869
oxidative__delsoxr_pq__1,1.7031176853
oxidative__delsoxr_pq__2,1.7353808930999999
oxidative__delsoxs_pq__1,1.34659365
oxidative__delsoxs_pq__2,1.4350937969
nac_ntrc__wt_csn__1,1.8250462981000002
nac_ntrc__wt_csn__2,1.7777008016
nac_ntrc__wt_cytd__1,0.9128866621
nac_ntrc__wt_cytd__2,1.5020111032
nac_ntrc__wt_gln__1,0.7114257111000001
nac_ntrc__wt_gln__2,1.431246215
nac_ntrc__bw_delnac_csn__1,2.9723924642
nac_ntrc__bw_delnac_csn__2,2.4040437193
nac_ntrc__bw_delnac_cytd__1,1.8321991122
nac_ntrc__bw_delnac_cytd__2,1.5491909193
nac_ntrc__bw_delnac_gln__1,2.4014306428
nac_ntrc__bw_delnac_gln__2,1.5546010989
nac_ntrc__bw_delnac_nh4__1,1.5012773094
nac_ntrc__bw_delnac_nh4__2,1.9850908948
misc__wt_no_te__1,1.683362668
misc__wt_no_te__2,1.505479488
misc__bw_delcbl__1,1.6750693025999999
misc__bw_delcbl__2,1.1819456944
misc__bw_delfabr__1,1.9329560615
misc__bw_delfabr__2,1.384829386
misc__bw_delfadr__1,1.7322778277
misc__bw_delfadr__2,1.3783462581
misc__nitr_031__1,1.5789588653000002
omics__wt_glu__1,1.3457498788
omics__wt_glu__2,1.1490405318999999
omics__wt_gly__1,0.5060725313000001
omics__wt_gly__2,1.4218861074
omics__wt_thr__1,3.9174794774
omics__wt_thr__2,3.222507249
omics__bw_ac__1,1.5956039924
omics__bw_ac__2,2.2377536005
omics__bw_fum__1,1.9023318532
omics__bw_fum__2,2.1486679216
omics__bw_glc__1,1.8110991213
omics__bw_glc__2,2.2663724796
omics__bw_pyr__1,1.7920819174
omics__bw_pyr__2,1.4354723974999999
ompr__wt_nacl__1,1.243911565
ompr__wt_nacl__2,1.7878470756
ompr__bw_delompr_nacl__1,1.1922639824
ompr__bw_delompr_nacl__2,1.1492274682999999
