,new_3292408_3292489_c
M9exp_1,13.3511
M9exp_2,13.1113
M9exp_3,12.7281
M9tran_1,11.3101
M9tran_2,11.0653
M9tran_3,12.3184
M9stat_1,8.0046
M9stat_2,8.4254
M9stat_3,8.0732
MG-0.1_1,10.1532
MG-0.1_2,10.1
MG-0.1_3,10.3883
MG-0.2_2,10.086
MG-0.2_3,9.9282
MG+5_1,9.4853
MG+5_2,9.4385
MG+5_3,9.7406
MG+10_1,9.5804
MG+10_2,9.743
MG+10_3,9.175
MG+15_1,8.9931
MG+15_2,10.2112
MG+15_3,9.5285
MG+25_1,9.4121
MG+25_2,9.4033
MG+25_3,9.8721
MG+45_1,11.0904
MG+45_2,9.7404
MG+45_3,11.4641
MG+60_2,11.3725
MG+60_3,10.8221
MG+90_2,10.9942
MG+90_3,11.2411
MG+120_1,10.5536
MG+120_2,10.7738
MG+120_3,10.9105
MG+150_1,10.1953
MG+150_3,9.8813
GM-0.1_1,11.6645
GM-0.1_2,12.9611
GM-0.1_3,13.9203
GM-0.2_1,11.1823
GM-0.2_2,13.0974
GM-0.2_3,13.9115
GM+5_1,12.1265
GM+5_2,13.3739
GM+5_3,14.3779
GM+10_2,13.5982
GM+10_3,14.0887
GM+15_1,13.7078
GM+15_2,13.9335
GM+15_3,14.4716
GM+25_1,14.674
GM+25_2,14.6275
GM+25_3,13.331
GM+45_1,13.6977
GM+45_2,13.8684
GM+45_3,14.1755
GM+60_1,13.5581
GM+60_2,13.5049
GM+60_3,13.3589
GM+90_1,11.0688
GM+90_2,10.9892
GM+90_3,13.3229
GM+120_1,8.3044
GM+120_3,10.5872
GM+150_1,9.4699
GM+150_2,8.2728
GM+150_3,9.1059
BT_1,10.6517
BT_2,10.1954
B36_1,14.8328
B36_2,14.3738
B60_1,15.1997
B60_2,15.0925
S0_1,8.5095
S0_2,8.5307
S0_3,9.0334
S1_1,11.1101
S1_2,11.429
S1_3,11.2158
S2_1,12.4527
S2_2,11.4776
S2_3,11.2834
S3_1,9.4608
S3_2,9.2373
S4_1,11.7446
S4_2,10.8794
S4_3,10.7898
S5_1,10.772
S5_2,9.9913
S5_3,11.2109
S6_1,9.2024
S6_2,7.2162
S6_3,9.4578
S6/t_1,9.0127
S6/t_2,7.6592
S6_4,9.5831
S6_5,9.3986
S6_6,9.6718
S7_4,9.6191
S7_5,9.6794
S7_6,10.085
S8_4,9.6607
S8_5,9.3423
G135_1,9.8984
G135_3,8.2088
G150_1,10.9134
G150_2,11.7032
G150_3,10.358
G180_1,9.1585
G180_2,8.712
G180_3,8.1831
T-5.40H_1,13.9904
T-4.40H_1,13.3251
T-3.40H_1,12.8436
T-2.40H_1,12.0548
T-1.40H_1,11.7398
T-1.10H_1,11.7394
T-0.40H_1,11.7649
T0.0H_1,11.6196
T0.30H_1,9.2307
T1.0H_1,9.0154
T1.30H_1,8.849
T2.0H_1,8.2753
T2.30H_1,8.2976
T3.0H_1,7.837999999999999
T3.30H_1,8.0057
T4.0H_1,7.7152
T5.0H_1,7.9755
LBexp_1,13.4012
LBexp_2,14.4425
LBexp_3,14.4585
LBtran_1,9.7222
LBtran_2,9.6888
LBtran_3,9.6605
LBstat_1,7.834
LBstat_2,8.0503
LBstat_3,7.8734
LBGexp_1,13.0435
LBGexp_2,13.44
LBGexp_3,12.8424
LBGtran_2,7.8072
LBGtran_3,8.539
LBGstat_1,7.3675
LBGstat_2,7.3924
LBGstat_3,7.7661
Mt0_1,12.8874
Mt0_3,13.0004
M0t45_1,11.6282
M0t45_2,13.6623
M0t45_3,14.1163
M0t90_1,10.2698
M0t90_2,8.5717
M0t90_3,12.0989
M40t45_1,11.4987
M40t45_2,10.995
M40t45_3,14.1511
M40t90_1,10.055
M40t90_2,8.8891
M40t90_3,11.8334
dia0_1,13.1131
dia0_2,14.0714
dia0_3,14.6487
dia5_1,12.423
dia5_2,12.7474
dia5_3,13.2449
dia15_1,10.6472
dia15_2,13.0326
dia15_3,13.4569
C30_1,9.3365
C30_2,9.7893
C90_1,9.8038
C90_2,10.0444
SMM_1,10.5145
SMM_2,10.567
SMM_3,10.8856
Salt_1,11.4509
Salt_2,11.8135
Salt_3,12.0504
M+G_1,11.6519
M+G_2,10.9304
M+G_3,10.9771
Glu_1,11.255999999999998
Glu_2,11.7274
Glu_3,11.861
Fru_1,10.0034
Fru_2,11.2912
Fru_3,10.8641
Mal_1,10.102
Mal_2,10.6034
Mal_3,10.56
G+S_2,11.2325
G+S_3,11.7592
Pyr_1,10.1329
Pyr_2,12.1761
Pyr_3,11.8748
Gly_1,9.7763
Gly_2,10.7163
Gly_3,10.12
Glucon_1,11.1093
Glucon_2,12.1207
Glucon_3,10.6715
BI_1,14.1153
BI_2,14.1678
BC_2,9.0971
BC/t_1,8.8221
BC/t_2,9.4044
BC_1,8.8339
Sw_1,8.8307
Sw_2,9.1246
BMM_1,11.0747
BMM_2,9.8773
BMM_3,10.7371
Heat_1,7.7782
Heat_2,7.3044
Heat_3,7.7413
Cold_1,8.0008
Cold_2,8.3167
Cold_3,7.8731
Etha_1,7.8978
Etha_2,7.9426
Etha_3,7.802
SMMPr_1,9.8348
SMMPr_2,10.537
SMMPr_3,11.1116
HiTm_1,8.1313
HiTm_2,8.1675
HiTm_3,8.4787
LoTm_1,13.4588
LoTm_2,13.1058
LoTm_3,12.9925
HiOs_1,15.265999999999998
HiOs_2,15.1937
HiOs_3,15.3613
Oxctl_1,10.7342
Oxctl_2,9.5471
Oxctl_3,9.9614
Diami_1,8.9249
Diami_2,9.5874
Diami_3,8.4898
Paraq_1,12.578
Paraq_2,13.376
Paraq_3,12.3708
H2O2_1,13.1659
H2O2_2,13.7818
H2O2_3,13.0939
HPh_1,8.3269
HPh_2,7.8559
HPh_3,8.2458
LPh_1,8.0604
LPh_2,8.2218
LPh_3,8.1563
LPhT_1,9.4112
LPhT_2,9.1158
LPhT_3,9.2308
aero_1,12.989
aero_2,12.0508
aero_3,12.6422
nit_1,14.5689
nit_2,14.7691
nit_3,14.448
ferm_1,11.9767
ferm_2,11.0943
ferm_3,11.4873
